N	2gram	Propp_Isto_3	DiskursI
1	при этом	2	17
2	в этом	17	16
3	как и	3	16
4	состоит в	3	16
5	и в	22	16
6	в качестве	2	16
7	может быть	11	16
8	и не	12	15
9	а не	6	14
10	в частности	5	12
11	тогда как	1	11
12	но в	10	11
13	представляет собой	3	11
14	в мире	1	11
15	но и	12	11
16	со стороны	3	10
17	не только	14	10
18	том что	8	10
19	своего рода	1	10
20	так и	2	9
21	не может	4	9
22	как в	2	8
23	в том	9	8
24	а также	2	8
25	но не	7	7
26	в данном	4	7
27	в нем	9	7
28	ни в	2	7
29	не менее	5	7
30	прежде всего	3	7
31	то же	6	6
32	еще не	10	6
33	данном случае	3	6
34	отнюдь не	1	6
35	все же	5	6
36	в своей	1	6
37	и на	4	5
38	в своем	2	5
39	в то	2	5
40	с другой	7	5
41	что в	15	5
42	то что	7	5
43	героя в	1	5
44	и то	2	4
45	по отношению	2	4
46	в этой	5	4
47	роль в	2	4
48	человека в	1	4
49	потому что	3	4
50	о том	3	4
51	в пределах	4	4
52	одного из	2	4
53	времени в	1	4
54	с одной	2	4
55	одно из	1	4
56	в одном	2	4
57	одной стороны	2	4
58	как бы	1	4
59	точки зрения	2	4
60	к этому	7	4
61	отношению к	2	4
62	также и	1	3
63	например в	2	3
64	и ее	3	3
65	принадлежит к	1	3
66	столь же	1	3
67	к жизни	2	3
68	перед нами	1	3
69	и как	3	3
70	все эти	4	3
71	из этих	3	3
72	он не	5	3
73	не следует	1	3
74	в другом	2	3
75	его в	3	3
76	это не	6	3
77	соответствии с	1	3
78	ведет к	1	3
79	в этих	11	3
80	в котором	2	3
81	одном из	3	3
82	для данного	1	3
83	не в	4	3
84	в русской	3	3
85	могут быть	5	3
86	об одном	1	3
87	мире в	1	3
88	в его	3	3
89	восходит к	1	3
90	но она	2	3
91	только в	4	3
92	и его	4	3
93	уже не	7	3
94	из них	7	3
95	в них	6	3
96	в исторической	1	3
97	здесь в	1	3
98	не было	2	3
99	не знает	1	3
100	как будто	2	3
101	можно сказать	2	3
102	но это	3	3
103	и все	3	3
104	жизни и	2	3
105	как на	1	3
