N	2gram	Bakhtin_Pr_1	Literetu
1	не только	13	24
2	при этом	3	19
3	в качестве	1	17
4	но и	11	17
5	в том	11	16
6	а не	20	16
7	в частности	1	15
8	том что	9	14
9	в году	1	13
10	тогда как	1	13
11	может быть	21	13
12	сознания в	2	12
13	и не	34	12
14	в этом	25	12
15	в своем	8	11
16	своего рода	1	11
17	прежде всего	7	11
18	в русской	1	10
19	такого рода	1	10
20	то что	18	10
21	в целом	4	8
22	не в	6	8
23	и в	23	8
24	только в	8	8
25	я не	3	7
26	как бы	28	7
27	в себе	5	7
28	не менее	1	7
29	в его	24	7
30	уже не	8	7
31	в рамках	2	6
32	то есть	24	6
33	как и	8	6
34	точки зрения	21	6
35	и сам	2	6
36	того что	2	6
37	в жизни	6	6
38	себя в	3	6
39	одним из	8	5
40	то же	10	5
41	отличие от	2	5
42	как в	6	5
43	не столько	3	5
44	в отличие	2	5
45	в то	10	5
46	для себя	2	5
47	казалось бы	1	5
48	искусства и	1	5
49	же время	7	5
50	же в	2	5
51	что он	10	5
52	уже в	5	5
53	не может	11	5
54	в данном	2	5
55	с этой	1	5
56	я в	1	5
57	с его	6	5
58	тем самым	1	5
59	в своей	11	4
60	еще не	5	4
61	но не	8	4
62	в этой	4	4
63	в художественном	2	4
64	все же	5	4
65	по преимуществу	3	4
66	перестает быть	1	4
67	не как	12	4
68	лишь в	3	4
69	для этого	1	4
70	с миром	2	4
71	и его	13	4
72	ведет к	1	4
73	данном случае	2	4
74	никогда не	5	4
75	так и	10	4
76	чужого сознания	2	4
77	другого сознания	1	4
78	и тем	2	4
79	из них	2	4
80	мир в	2	4
81	в конце	5	4
82	друг друга	3	4
83	как раз	4	4
84	и т.п	3	4
85	о себе	9	4
86	со стороны	2	4
87	это не	10	4
88	в своих	2	4
89	например в	3	3
90	в сфере	2	3
91	как совокупность	1	3
92	и есть	5	3
93	тем же	1	3
94	исходит из	3	3
95	по отношению	11	3
96	в самом	8	3
97	с их	5	3
98	таким образом	11	3
99	той же	6	3
100	его в	4	3
101	далеко не	1	3
102	он и	5	3
103	несмотря на	6	3
104	художественного творчества	2	3
105	в их	3	3
106	но в	4	3
107	дело в	1	3
108	одна из	2	3
109	в основе	5	3
110	в области	3	3
111	к себе	2	3
112	всего в	1	3
113	в пределах	9	3
114	приводит к	3	3
115	по своей	1	3
116	один из	2	3
117	сознание в	3	3
118	потому что	12	3
119	одно из	1	3
120	при всей	1	3
121	у него	6	3
122	и даже	3	3
123	с другой	2	3
124	этом как	1	3
125	не было	3	3
126	мира в	6	3
127	быть это	1	3
128	да и	2	3
129	этой точки	1	3
130	жизни и	6	3
131	что в	8	3
132	а в	7	3
133	же и	1	3
134	во всяком	4	3
135	и то	1	2
136	самом деле	5	2
137	е годы	2	2
138	отношения между	2	2
139	из его	3	2
140	должна быть	2	2
141	для своего	2	2
142	и само	2	2
143	в сущности	5	2
144	в кругозоре	2	2
145	а для	1	2
146	на себя	3	2
147	то это	1	2
148	во мне	1	2
149	и самого	4	2
150	как правило	1	2
151	то он	3	2
152	а только	1	2
153	в е	2	2
154	и нет	1	2
155	бы я	1	2
156	только то	3	2
157	его сознания	3	2
158	все эти	8	2
159	не оставляет	1	2
160	из этих	2	2
161	как он	2	2
162	в нем	20	2
163	героя с	2	2
164	поскольку он	1	2
165	же это	1	2
166	не к	1	2
167	подобно тому	3	2
168	здесь как	1	2
169	было бы	6	2
170	на почве	1	2
171	для них	1	2
172	что такое	1	2
173	а как	6	2
174	всяком случае	3	2
175	с точки	15	2
176	в авторском	3	2
177	от себя	1	2
178	что я	1	2
179	в россии	1	2
180	однако в	2	2
181	даже в	2	2
182	так называемого	1	2
183	раз и	3	2
184	нас самих	1	2
185	при всех	1	2
186	ничего кроме	1	2
187	xviii века	1	2
188	автора а	2	2
189	и является	1	2
190	в сознании	2	2
191	как будто	3	2
192	этом отношении	5	2
193	xx века	1	2
194	могут быть	1	2
195	и вполне	2	2
196	к тому	1	2
197	должен быть	1	2
198	у достоевского	24	2
199	в себя	3	2
