N	2gram	Vygotskiy__4	Komedia
1	и в	33	26
2	едва ли	2	14
3	и не	13	14
4	и его	5	12
5	к тому	12	12
6	так и	3	12
7	тому же	3	11
8	может быть	22	11
9	в том	21	11
10	в этом	28	10
11	на протяжении	1	10
12	но и	3	10
13	столь же	2	9
14	том что	22	9
15	если бы	10	9
16	вместе с	8	9
17	что в	21	9
18	ясно что	5	8
19	было бы	12	8
20	и на	5	7
21	не только	7	7
22	что и	3	7
23	из них	4	7
24	еще не	1	6
25	в своем	7	6
26	о том	20	6
27	в нем	7	6
28	таким образом	13	6
29	в то	3	6
30	того чтобы	22	6
31	потому что	24	6
32	и здесь	3	6
33	в двух	4	6
34	во время	6	6
35	то что	44	6
36	в которой	4	5
37	с его	2	5
38	что он	20	5
39	так что	7	5
40	в истории	1	5
41	независимо от	1	5
42	с этим	5	5
43	для того	23	5
44	ни в	3	5
45	с тем	4	5
46	последние десятилетия	1	5
47	и с	2	5
48	больше чем	2	5
49	один из	2	5
50	действующих лиц	1	5
51	к этому	4	5
52	уже в	2	4
53	меньше всего	2	4
54	более чем	1	4
55	в самом	12	4
56	что это	13	4
57	в целом	5	4
58	из этих	2	4
59	это было	4	4
60	в них	2	4
61	как и	5	4
62	в этих	1	4
63	место в	2	4
64	тому что	6	4
65	не по	2	4
66	как будто	8	4
67	больше того	3	4
68	как мы	4	4
69	что у	4	4
70	можно было	4	4
71	за то	3	4
72	его в	3	4
73	между тем	1	4
74	в его	10	4
75	только в	4	4
76	же в	1	4
77	так как	12	4
78	у него	6	4
79	на этот	3	4
80	что для	5	4
81	прежде всего	2	4
82	в руках	2	4
83	в частности	4	4
84	как это	14	4
85	о его	1	4
86	все же	5	4
87	и для	3	4
88	и от	2	4
89	одной из	1	4
90	точки зрения	6	4
91	речь идет	3	3
92	например в	3	3
93	в котором	2	3
94	то же	9	3
95	в их	2	3
96	той же	4	3
97	надо было	2	3
98	вопрос о	2	3
99	того же	1	3
100	это время	2	3
101	в ней	6	3
102	что его	3	3
103	во всех	2	3
104	но не	3	3
105	по отношению	1	3
106	как в	3	3
107	что касается	2	3
108	но в	2	3
109	со своей	1	3
110	так или	1	3
111	в этой	9	3
112	как он	5	3
113	но все	2	3
114	могла бы	4	3
115	но если	3	3
116	ли можно	1	3
117	его современников	1	3
118	не имеет	2	3
119	того как	1	3
120	в самой	6	3
121	же время	2	3
122	к концу	1	3
123	связи с	2	3
124	что на	1	3
125	и сам	1	3
126	то время	2	3
127	к нему	1	3
128	тех пор	2	3
129	дело с	3	3
130	себя в	4	3
131	мы знаем	2	3
132	и их	1	3
133	никто не	4	3
134	мы можем	5	3
135	тем что	3	3
136	до начала	1	3
137	даже не	2	3
138	или иначе	1	3
139	здесь в	3	3
140	не было	3	3
141	в связи	1	3
142	из которых	3	3
143	в тех	2	3
144	отношению к	1	3
145	да и	3	3
146	с этой	4	3
147	все это	13	3
148	мы найдем	1	3
149	или в	1	3
150	для нас	7	3
151	а в	4	3
152	до тех	2	3
153	в своей	4	3
154	жизни и	4	3
155	того времени	1	3
156	по поводу	4	3
157	не может	10	3
158	и т	6	2
159	и есть	4	2
160	в первом	1	2
161	из его	2	2
162	и за	3	2
163	мы имеем	2	2
164	мы не	5	2
165	из самых	1	2
166	время как	2	2
167	говорить о	3	2
168	то это	3	2
169	в виду	2	2
170	бы то	2	2
171	в ее	2	2
172	чем это	1	2
173	и другие	1	2
174	если в	1	2
175	ведь мы	1	2
176	и я	1	2
177	идет о	3	2
178	в одной	2	2
