N	2gram	Vygotskiy__7	Mirosoze
1	может быть	7	30
2	не только	24	29
3	и в	26	28
4	не может	11	28
5	но и	11	25
6	а не	6	25
7	он не	3	24
8	о человеке	2	23
9	в этом	29	20
10	не было	1	18
11	у него	1	17
12	не в	4	16
13	потому что	16	16
14	в ней	3	15
15	в своей	3	15
16	и есть	2	14
17	никогда не	4	14
18	до конца	5	14
19	в нем	2	13
20	и он	2	12
21	и это	1	12
22	в самом	9	11
23	для него	3	11
24	и не	18	11
25	в своем	1	10
26	было бы	6	10
27	что в	12	10
28	прежде всего	7	10
29	что он	8	10
30	и потому	3	10
31	и все	1	10
32	с тем	5	9
33	но он	2	9
34	и его	12	9
35	не есть	4	9
36	в его	4	9
37	в котором	4	8
38	но не	3	8
39	не был	1	7
40	менее всего	3	7
41	но в	4	7
42	в себе	9	7
43	быть может	1	7
44	в конце	4	7
45	в самой	3	7
46	любви к	1	7
47	к нему	3	7
48	того что	14	7
49	он сам	1	6
50	в которой	11	6
51	лишь в	2	6
52	в этой	3	6
53	только в	8	6
54	вместе с	12	6
55	все это	3	6
56	в том	18	6
57	нет и	3	5
58	в глубину	1	5
59	от нее	2	5
60	это не	3	5
61	как и	15	5
62	что есть	1	5
63	у нас	2	5
64	не могут	4	5
65	человека на	1	5
66	то что	24	5
67	отношения к	2	4
68	это и	4	4
69	и этот	1	4
70	есть не	3	4
71	отношение к	2	4
72	за пределы	1	4
73	привести к	3	4
74	чем у	3	4
75	не к	1	4
76	не как	1	4
77	и по	3	4
78	он знал	1	4
79	должен был	1	4
80	в них	1	4
81	в этих	2	4
82	точки зрения	28	4
83	в их	2	4
84	в которых	2	4
85	к ней	2	4
86	она не	5	4
87	мог бы	3	4
88	что и	3	4
89	в середине	2	4
90	значит что	1	4
91	один из	2	4
92	уже в	2	4
93	а в	2	4
94	тем что	9	4
95	и вместе	2	4
96	в любви	2	4
97	и там	1	4
98	с этой	5	4
99	человека не	1	4
100	с этим	2	3
101	идей и	1	3
102	этот процесс	1	3
103	на этом	1	3
104	заключает в	1	3
105	и с	5	3
106	его в	2	3
107	только одно	2	3
108	для них	1	3
109	не мог	2	3
110	том что	17	3
111	но если	2	3
112	не имеет	2	3
113	ничего не	2	3
114	природы в	1	3
115	в момент	4	3
116	к тому	7	3
117	в ее	6	3
118	с собой	3	3
119	учение о	3	3
120	только и	3	3
121	начинается в	1	3
122	конечно не	1	3
123	одно из	5	3
124	не так	1	3
125	и их	5	3
126	так как	14	3
127	себя и	2	3
128	ко всем	2	3
129	это есть	4	3
130	это значит	1	3
131	должно быть	2	3
132	для нас	2	3
133	в свете	4	3
134	мы увидим	1	3
135	с новыми	1	2
136	одним из	2	2
137	также и	2	2
138	в этот	3	2
139	связана с	3	2
140	высшей степени	1	2
141	к чему	1	2
142	а как	1	2
143	вопрос о	6	2
144	время как	2	2
145	в виду	5	2
146	по отношению	6	2
147	относится к	2	2
148	в центре	1	2
