N	2gram	Vinokur_Ku_1	EvropaiC
1	таким образом	12	32
2	в том	30	31
3	и в	24	24
4	том что	21	20
5	все эти	6	19
6	не может	7	18
7	то что	9	17
8	может быть	13	15
9	все же	12	15
10	точки зрения	14	13
11	самом деле	9	12
12	в своем	3	12
13	до сих	4	12
14	в этом	14	12
15	сих пор	4	12
16	с этим	4	11
17	между тем	5	11
18	все это	6	11
19	во всех	1	10
20	по отношению	8	10
21	так и	7	10
22	как бы	7	10
23	отношению к	9	10
24	культуры в	1	10
25	все что	1	10
26	того же	4	9
27	на то	4	9
28	при этом	6	9
29	как и	2	9
30	в результате	5	9
31	что в	17	9
32	в самом	10	8
33	касается до	1	8
34	с точки	9	8
35	не в	11	8
36	идет речь	2	8
37	ясно что	3	8
38	если бы	9	8
39	так же	4	8
40	и все	2	8
41	на самом	2	7
42	из этих	4	7
43	из элементов	1	7
44	в силу	10	7
45	или менее	3	7
46	не менее	7	7
47	по существу	4	7
48	того чтобы	17	7
49	к тому	5	7
50	для этого	3	7
51	о том	9	7
52	и что	5	7
53	что он	6	7
54	для того	16	7
55	но и	6	7
56	и не	12	7
57	более или	3	7
58	о котором	2	7
59	должна быть	3	6
60	начало и	1	6
61	еще не	5	6
62	и на	4	6
63	в общем	3	6
64	тогда как	2	6
65	что касается	2	6
66	в этой	3	6
67	в сознании	1	6
68	несмотря на	3	6
69	и при	2	6
70	от друга	1	6
71	с ним	5	6
72	что и	4	6
73	народов и	1	6
74	того что	9	6
75	только в	11	6
76	так что	4	6
77	так как	9	6
78	мы можем	1	6
79	друг от	1	6
80	с другой	7	6
81	вместе с	7	6
82	в европе	1	6
83	как на	3	6
84	столь же	1	5
85	как к	1	5
86	но в	2	5
87	в которой	6	5
88	что это	5	5
89	в целом	4	5
90	в себе	3	5
91	тому же	1	5
92	не только	10	5
93	и если	3	5
94	но все	2	5
95	что все	2	5
96	и с	5	5
97	на все	1	5
98	лишь в	2	5
99	его в	1	5
100	между собою	2	5
101	котором идет	2	5
102	и без	1	5
103	что с	2	5
104	в то	2	5
105	как будто	1	5
106	по сравнению	1	5
107	в его	12	5
108	потому что	23	5
109	и их	1	5
110	именно в	6	5
111	далеко не	1	5
112	ничем не	1	5
113	другой стороны	6	5
114	по своему	1	5
115	и для	2	5
116	и от	1	5
117	случае если	1	5
118	к этому	1	5
119	одним из	2	4
120	в такой	1	4
121	и то	3	4
122	то же	8	4
123	та же	1	4
124	из того	1	4
125	что его	2	4
126	отношение к	1	4
127	данный момент	1	4
128	хотя и	3	4
129	ни один	1	4
130	он не	2	4
131	всех этих	1	4
132	том случае	1	4
133	из них	4	4
134	должно быть	3	4
135	иначе говоря	2	4
136	в их	3	4
137	оказывается что	1	4
138	тем не	4	4
139	том же	2	4
140	поэтому что	2	4
141	связи с	7	4
142	тех кто	1	4
143	и сейчас	1	4
144	в дальнейшем	1	4
145	с течением	1	4
146	никогда не	2	4
147	лишь при	1	4
148	и у	1	4
149	если мы	2	4
150	не есть	4	4
151	не так	1	4
152	а потому	5	4
153	в конце	1	4
154	в области	7	4
155	а с	3	4
156	течением времени	1	4
157	социальной жизни	2	4
158	и культур	1	4
159	не могут	2	4
160	это есть	2	4
161	самого себя	1	4
162	в состоянии	2	4
163	этом случае	2	4
164	хотя бы	10	4
165	совершенно не	1	4
166	в таком	3	4
167	же как	1	3
168	с более	1	3
169	вопрос о	2	3
170	но даже	1	3
171	истории культуры	1	3
172	в данном	4	3
173	очевидно что	3	3
174	которые не	1	3
175	в истории	3	3
176	целый ряд	5	3
177	на нас	1	3
178	так или	2	3
179	в нашем	1	3
180	в тех	4	3
181	в нем	4	3
182	естественно поэтому	2	3
183	и по	1	3
184	и может	3	3
185	в совершенно	1	3
186	на этой	1	3
187	заключается в	2	3
188	чтобы все	1	3
189	это не	7	3
190	на почве	1	3
191	в жизни	1	3
192	с тем	5	3
193	этих областях	1	3
194	и того	2	3
195	одного и	2	3
196	в этих	4	3
197	что если	2	3
198	представление о	3	3
199	даже в	3	3
200	освободиться от	1	3
201	что их	2	3
202	образом в	1	3
203	для нас	2	3
204	в разных	2	3
205	а лишь	1	3
206	уже и	3	3
207	от того	1	3
208	у нас	10	3
209	должны быть	2	3
210	что оно	3	3
211	ничего общего	1	3
212	то ни	1	3
213	ему приходится	2	3
214	с одной	1	3
215	то из	1	3
216	настоящее время	1	3
217	сомнению что	1	3
218	тот же	2	3
219	очень много	2	3
220	в эти	1	3
221	рассматриваться как	1	3
222	конечно не	2	3
223	в начале	1	3
224	и других	1	3
225	может служить	2	3
226	каждый из	1	3
227	отличие от	1	3
228	или иначе	2	3
229	прежде всего	9	3
230	же не	1	3
231	в связи	3	3
232	и потому	4	3
233	мы сказали	1	3
234	сейчас же	1	3
235	случаях когда	2	3
236	не подлежит	1	3
237	в настоящее	1	3
238	что только	1	3
239	не то	1	3
240	бы в	7	3
241	тем более	2	3
242	только что	1	3
243	а в	5	3
244	гораздо больше	1	3
245	что мы	1	3
246	ту же	1	2
247	и развитие	1	2
248	тех же	1	2
249	в котором	3	2
250	что эти	4	2
251	со своей	1	2
252	также и	2	2
253	что элементы	1	2
254	в сущности	3	2
255	так чтобы	1	2
256	мы и	1	2
257	в ней	6	2
258	свою очередь	3	2
259	от себя	2	2
260	тем как	1	2
261	во всяком	5	2
262	к такому	1	2
263	но как	1	2
264	в сторону	2	2
265	только тогда	3	2
266	совершенно ясно	1	2
267	что они	4	2
268	из таких	1	2
269	общего с	1	2
270	части в	1	2
271	есть в	4	2
272	и где	1	2
273	усматривает в	1	2
274	и там	1	2
275	в общий	1	2
276	и те	1	2
277	но на	1	2
278	в культурной	1	2
279	широком смысле	1	2
280	что она	3	2
281	его культурный	1	2
282	не следует	1	2
283	и социальной	2	2
284	он должен	1	2
285	том чтобы	8	2
286	из него	1	2
287	а это	3	2
288	же касается	4	2
289	конечно в	1	2
290	что стоит	1	2
291	между отдельными	1	2
292	в них	7	2
293	нет в	1	2
294	в общей	1	2
295	и уже	1	2
296	мы видели	1	2
297	сообразно с	1	2
298	на первый	1	2
299	но если	2	2
300	следует что	4	2
301	давно уже	1	2
302	на месте	2	2
303	можно ли	2	2
304	в которых	6	2
305	ответить на	1	2
306	он тоже	1	2
307	точку зрения	1	2
308	и более	2	2
309	том и	2	2
310	тому что	3	2
311	тем самым	4	2
312	тогда когда	6	2
313	одна из	1	2
314	на себе	6	2
315	в процессе	1	2
316	что представление	1	2
317	из предыдущего	2	2
318	говорить о	1	2
319	только не	1	2
320	в самой	4	2
321	на этом	1	2
322	доказать что	2	2
323	что на	1	2
324	от нее	1	2
325	должен быть	4	2
326	как мы	1	2
327	как не	1	2
328	рассматривать как	1	2
329	чтобы быть	2	2
330	в себя	1	2
331	свои силы	1	2
332	на том	3	2
333	и сам	1	2
334	что у	1	2
335	из одного	3	2
336	при том	2	2
337	в виду	5	2
338	все дело	1	2
339	сводится к	3	2
340	чем их	1	2
341	же время	2	2
342	во втором	2	2
343	если это	1	2
344	для самого	1	2
345	было бы	15	2
346	но с	2	2
347	этот вопрос	1	2
348	пришлось бы	2	2
349	и так	1	2
350	жизни и	1	2
351	этом что	1	2
352	то и	2	2
353	борьбы с	1	2
354	рано или	2	2
355	одно из	2	2
356	для него	1	2
357	всяком случае	5	2
358	вовсе не	10	2
359	к ним	1	2
360	на долю	3	2
361	к той	1	2
362	и только	1	2
363	не было	3	2
364	с общим	1	2
365	или поздно	2	2
366	однако это	1	2
367	себя и	1	2
368	борьба за	3	2
369	что для	1	2
370	одной стороны	1	2
371	что несмотря	1	2
372	отнюдь не	1	2
373	в одно	1	2
374	в частности	4	2
375	все то	1	2
376	но не	5	2
377	что же	6	2
378	из этой	1	2
379	многих других	1	2
380	этого слова	3	2
381	только то	1	2
382	с этой	2	2
383	между прочим	2	2
384	но для	1	2
385	говорить что	1	2
386	культура для	1	2
387	только мы	1	2
388	том виде	1	2
389	с уже	1	2
390	на более	2	2
391	с ними	4	2
392	между ними	2	2
393	не знает	1	2
394	возможно лишь	1	2
395	в свою	3	2
396	они не	3	2
397	гораздо более	3	2
398	я и	1	1
399	смысле слова	1	1
400	говоря о	1	1
401	например в	5	1
402	предполагает что	1	1
403	лишь после	1	1
404	заподозрил бы	1	1
405	стороны что	1	1
406	и пребывает	1	1
407	науки о	3	1
408	это и	4	1
409	и должны	1	1
410	на деле	1	1
411	что когда	1	1
412	в первом	3	1
413	из самых	1	1
414	смысл этого	1	1
415	из его	1	1
416	исходит из	1	1
417	ведь и	1	1
418	все те	2	1
419	в зависимости	5	1
420	собою в	1	1
421	долгое время	1	1
422	той же	3	1
423	есть не	1	1
424	европе и	1	1
425	она имеет	1	1
426	которую мы	1	1
427	в семье	1	1
428	на место	1	1
429	из своих	1	1
430	слов как	1	1
431	на себя	3	1
432	на практике	3	1
433	я не	2	1
434	вместо того	1	1
435	похожи на	1	1
436	зависимости от	6	1
437	с большим	3	1
438	к своему	2	1
439	всем этим	1	1
440	иное как	2	1
441	это действительно	1	1
442	в различных	1	1
443	а из	1	1
444	с его	4	1
445	бы не	1	1
446	в теснейшей	1	1
447	но тогда	1	1
448	а только	8	1
449	во первых	1	1
450	если в	2	1
451	себе и	2	1
452	трудно видеть	3	1
453	со стороны	4	1
454	отличаются от	1	1
455	к сожалению	1	1
456	еще один	2	1
457	как в	4	1
458	что именно	1	1
459	в вышеуказанном	1	1
460	тут уже	1	1
461	это осложняется	1	1
462	приближение к	1	1
463	что ее	1	1
464	помнить что	1	1
465	однако не	6	1
466	перед нами	1	1
467	кроме того	1	1
468	тех случаях	2	1
469	и как	2	1
470	с понятием	1	1
471	по пути	1	1
472	его к	3	1
473	подпадают под	1	1
474	не приходится	1	1
475	представлению о	1	1
476	ряде случаев	2	1
477	и идет	1	1
478	а во-вторых	2	1
479	мы получаем	1	1
480	то обстоятельство	8	1
481	отчасти и	1	1
482	во многих	2	1
483	на его	3	1
484	по происхождению	1	1
485	главным образом	1	1
486	но именно	1	1
487	раз навсегда	1	1
488	области не	1	1
489	роли в	2	1
490	и еще	2	1
491	к одному	1	1
492	однако он	1	1
493	и вот	1	1
494	одна от	1	1
495	наших глазах	1	1
496	к основной	1	1
497	нашей культуры	2	1
498	лишь с	1	1
499	без исключения	1	1
500	одно и	1	1
501	в каждом	2	1
