N	3gram	Propp_Isto_6	slovoVRo
1	во всяком случае	2	5
2	и т д	8	5
3	и в особенности	1	4
4	с одной стороны	7	4
5	с другой стороны	8	4
6	в зависимости от	1	3
7	в данном случае	3	3
8	более или менее	1	3
9	таким образом в	1	3
10	так и в	1	3
11	в этом случае	6	2
12	до сих пор	4	2
13	и не может	1	2
14	одно и то	1	2
15	то время как	3	2
16	не только в	4	2
17	в то время	3	2
18	и то же	1	2
19	в других случаях	1	2
20	можно было бы	2	2
21	и в том	1	2
22	друг с другом	1	2
23	своем месте и	1	1
24	там где нет	1	1
25	как мы видим	1	1
26	но это не	1	1
27	на своем пути	2	1
28	отличается от того	1	1
29	то или иное	1	1
30	как только он	1	1
31	но и в	2	1
32	по аналогии с	1	1
33	вне поля зрения	1	1
34	то у нас	1	1
35	а иногда и	1	1
36	со всех сторон	1	1
37	с этой точки	1	1
38	и там в	1	1
39	не могло быть	2	1
40	на своем месте	1	1
41	но и на	1	1
42	от своего собственного	1	1
43	на задний план	1	1
44	мы имеем в	4	1
45	а также и	1	1
46	обстоит дело с	1	1
47	так или иначе	1	1
48	и сам он	1	1
49	это не значит	1	1
50	один из этих	1	1
51	не может быть	3	1
52	в свое время	1	1
53	тем не менее	1	1
54	о том что	4	1
55	и некоторые другие	1	1
56	еще далеко не	1	1
57	этой точки зрения	1	1
58	и те же	1	1
59	можно сказать что	1	1
60	за тридевять земель	3	1
61	но здесь оно	1	1
62	для того чтобы	1	1
63	в том что	5	1
64	как и в	2	1
65	и с другой	1	1
66	как мы видели	2	1
