N	2gram	Losev_Dial_4	FransuaR
1	и в	15	29
2	таким образом	5	20
3	и не	30	16
4	в этой	4	13
5	и все	11	13
6	но в	3	12
7	как и	7	12
8	на части	1	12
9	и на	5	11
10	в этом	11	11
11	так и	5	11
12	то же	9	10
13	мы уже	3	10
14	не только	8	10
15	в то	6	10
16	как мы	1	10
17	в романе	1	10
18	все эти	3	9
19	и с	4	9
20	его в	1	9
21	в конце	1	9
22	вовсе не	6	9
23	но и	4	9
24	же время	6	8
25	и его	7	8
26	в его	4	8
27	прежде всего	11	8
28	как бы	14	8
29	в них	2	7
30	мы видели	1	7
31	в том	11	7
32	так как	14	7
33	так же	4	7
34	в сущности	5	6
35	но он	1	6
36	из них	2	6
37	это и	9	5
38	что это	13	5
39	в нем	5	5
40	весь мир	2	5
41	в своей	3	5
42	до конца	1	5
43	и о	8	5
44	это не	12	5
45	поэтому и	1	5
46	все они	1	5
47	сказать что	6	5
48	и по	2	5
49	также и	4	4
50	на самом	1	4
51	и есть	19	4
52	в которой	2	4
53	еще не	4	4
54	с его	5	4
55	в нашем	1	4
56	конце концов	1	4
57	связанные с	1	4
58	точки зрения	14	4
59	но они	2	4
60	в результате	6	4
61	жизнь и	2	4
62	что он	7	4
63	конечно не	2	4
64	тем что	2	4
65	с другой	1	4
66	только для	3	4
67	но это	4	4
68	все это	9	4
69	один из	4	4
70	перед нами	6	4
71	мира и	1	4
72	этой системы	1	4
73	то что	16	4
74	есть и	3	4
75	жизни и	4	4
76	той же	5	3
77	и здесь	1	3
78	в ней	5	3
79	в чем	8	3
80	но как	2	3
81	как к	1	3
82	в своем	5	3
83	и как	4	3
84	то в	5	3
85	в себе	8	3
86	церкви и	1	3
87	при этом	2	3
88	он не	1	3
89	всех этих	1	3
90	и вот	11	3
91	для того	5	3
92	подобно тому	4	3
93	такой же	1	3
94	том что	10	3
95	почти все	1	3
96	того чтобы	5	3
97	в разных	2	3
98	конечно и	1	3
99	и вполне	1	3
100	с ее	10	3
101	в ее	2	3
102	в дальнейшем	1	3
103	роль в	1	3
104	имеется в	3	3
105	образом в	1	3
106	к нему	1	3
107	все время	1	3
108	того что	13	3
109	что здесь	3	3
110	с ними	4	3
111	и так	2	3
112	в качестве	2	3
113	же и	2	3
114	и они	1	3
115	и других	1	3
116	и их	2	3
117	мы можем	3	3
118	и даже	6	3
119	превращается в	1	3
120	некоторые из	1	3
121	тому как	4	3
122	все же	2	3
123	что значит	1	3
124	у них	1	3
125	мы видим	4	3
126	тот же	1	3
127	другой стороны	2	3
128	в частности	2	3
129	были и	1	3
130	и то	3	2
131	все те	1	2
132	в виду	9	2
133	на них	1	2
134	на их	1	2
135	с одной	1	2
136	же вы	2	2
137	что они	4	2
138	в одной	1	2
139	как в	3	2
140	вот как	2	2
141	кроме того	2	2
142	хотя и	6	2
143	и наконец	3	2
144	бы не	2	2
145	и тот	1	2
146	как он	1	2
147	что каждая	1	2
148	время и	2	2
149	новое и	1	2
150	на этом	3	2
151	в основу	1	2
152	может быть	17	2
153	и мы	7	2
154	в жизни	5	2
155	ни в	8	2
156	средства для	1	2
157	в один	3	2
158	не мог	2	2
159	на первый	1	2
160	бы на	1	2
161	и при	2	2
162	в котором	2	2
163	с точки	9	2
164	в их	3	2
165	место в	1	2
166	что я	5	2
167	веков и	1	2
168	мир и	4	2
169	их в	1	2
170	том же	1	2
171	у вас	1	2
172	дело в	1	2
173	но она	1	2
174	но только	5	2
175	никогда не	2	2
176	учения о	1	2
177	связи с	1	2
178	как будто	2	2
179	у меня	1	2
180	о том	5	2
181	с образом	1	2
182	и это	8	2
183	через все	1	2
184	на нем	2	2
185	же не	1	2
186	в себя	5	2
187	же деле	1	2
188	или в	7	2
189	было в	1	2
190	сам он	1	2
191	в которые	1	2
192	быть может	1	2
193	с ним	3	2
194	другими словами	5	2
195	но мы	2	2
196	все в	1	2
197	в другой	1	2
198	он стал	1	2
199	одной из	2	2
200	себя в	2	2
201	есть в	4	2
202	уже не	9	2
203	и у	1	2
204	уже в	1	2
205	единая и	1	2
206	его и	1	2
207	их как	1	2
208	ни с	4	2
209	в новом	1	2
