N	3gram	Tiupa_Disk_1	FransuaR
1	то же время	4	9
2	в то же	3	9
3	в том что	13	6
4	в этом отношении	1	5
5	в связи с	1	5
6	до известной степени	1	4
7	на самом деле	1	4
8	в том числе	2	4
9	как мы видели	1	4
10	до сих пор	1	3
11	и прежде всего	1	3
12	то же самое	2	2
13	точки зрения на	1	2
14	дело в том	1	2
15	в одной из	2	2
16	с точки зрения	1	2
17	в отличие от	4	2
18	том числе и	2	2
19	о том как	1	2
20	в xvii веке	1	2
21	в данном случае	2	2
22	не может быть	3	2
23	то есть в	2	2
24	можно сказать что	2	2
25	существенную роль в	3	2
26	в большинстве случаев	1	2
27	здесь как и	1	2
28	к тому же	4	2
29	также и в	1	2
30	том что в	2	1
31	и того же	2	1
32	и в различных	1	1
33	ни о чем	1	1
34	под углом зрения	1	1
35	потому что в	1	1
36	а потому и	1	1
37	далеко не все	1	1
38	по отношению к	9	1
39	не только о	1	1
40	же время и	1	1
41	как раз и	1	1
42	в эпоху романтизма	2	1
43	как и все	1	1
44	и в то	1	1
45	что он не	1	1
46	в строгом смысле	1	1
47	в последующие века	1	1
48	характер то есть	1	1
49	стихотворение в прозе	1	1
50	он не может	1	1
51	так например в	1	1
52	в основе своей	2	1
53	вместе с тем	1	1
54	во всех областях	1	1
55	в значительной степени	2	1
56	не могло быть	1	1
57	еще и в	1	1
58	включающее в себя	1	1
59	они принадлежат к	1	1
60	этих форм в	1	1
61	во всех этих	1	1
62	о чем не	1	1
63	смысл в чем	1	1
64	и во второй	1	1
65	в следующей главе	1	1
66	так и в	1	1
67	как и в	1	1
68	в свою очередь	3	1
69	на этом основании	1	1
70	в истории литературы	1	1
71	о том что	5	1
72	в конечном счете	1	1
73	не мог обойтись	1	1
74	той или иной	3	1
75	один из важнейших	1	1
76	одного и того	2	1
77	в полной мере	1	1
78	в другом случае	1	1
79	тем не менее	1	1
