N	3gram	Losev_Prob_3	Istorich
1	и т д	13	18
2	в этих случаях	1	8
3	до сих пор	2	6
4	точно так же	3	6
5	в этом случае	5	5
6	в том что	9	5
7	что он не	1	4
8	так же как	1	4
9	не только в	2	4
10	в связи с	7	4
11	так же и	1	3
12	с тем что	1	3
13	можно было бы	3	3
14	с одной стороны	1	3
15	мы уже видели	1	3
16	и может быть	1	2
17	что иное как	4	2
18	потому что он	4	2
19	иметь в виду	1	2
20	на самом деле	2	2
21	т д и	4	2
22	мы не будем	2	2
23	в таких случаях	2	2
24	но и в	2	2
25	во всех этих	1	2
26	не что иное	4	2
27	сих пор мы	1	2
28	в одном случае	1	2
29	уже видели что	1	2
30	с другой стороны	5	2
31	не может быть	5	2
32	в третий раз	1	2
33	что это за	3	2
34	о том что	3	2
35	здесь можно было	1	2
36	на то что	1	2
37	дело не в	2	2
38	к тому же	1	2
39	о том как	2	1
40	бросается в глаза	1	1
41	и есть то	1	1
42	это могло бы	1	1
43	и связанные с	1	1
44	это так то	1	1
45	то это значит	2	1
46	пор мы рассматривали	1	1
47	так что они	1	1
48	является не только	1	1
49	да и то	2	1
50	так что он	2	1
51	друг от друга	2	1
52	мы пока только	1	1
53	и не только	1	1
54	дело вовсе не	2	1
55	но если это	1	1
56	очень много и	2	1
57	сам по себе	6	1
58	в отличие от	2	1
59	начала до конца	1	1
60	того что такое	1	1
61	а может быть	1	1
62	не связан с	1	1
63	но это не	1	1
64	он является если	1	1
65	то хотя в	1	1
66	и что при	1	1
67	до конца и	1	1
68	ни к какому	2	1
69	и в его	3	1
70	с указания на	1	1
71	смысле этого слова	1	1
72	и то же	4	1
73	тем не менее	10	1
74	если это так	1	1
75	так или иначе	1	1
76	т д все	1	1
77	далеко еще не	1	1
78	потому что они	2	1
79	и для нас	1	1
80	в тех случаях	1	1
81	есть не что	4	1
82	того что им	1	1
83	по себе а	3	1
84	вовсе не в	2	1
85	мы не можем	1	1
86	же и в	1	1
87	ни с каким	1	1
88	и нисколько не	1	1
89	это и есть	1	1
90	это значит что	2	1
91	не только не	1	1
92	то самое что	1	1
93	не просто как	2	1
94	есть то самое	1	1
95	тех случаях когда	1	1
96	говорят только о	1	1
97	том что он	1	1
98	может быть даже	3	1
99	делает вид что	1	1
100	но если мы	1	1
