N	2gram	Vygotskiy__6	Tragedij
1	и в	28	18
2	в этом	27	9
3	не только	16	8
4	он сам	2	7
5	и с	1	7
6	и на	5	7
7	может быть	13	7
8	как бы	11	7
9	и не	11	7
10	но в	5	6
11	и его	3	6
12	что он	18	6
13	у него	2	6
14	то же	7	5
15	все же	2	5
16	что это	1	5
17	это не	5	5
18	как и	6	5
19	несмотря на	2	5
20	в то	6	5
21	так и	6	5
22	не может	19	5
23	к жизни	4	5
24	я не	4	4
25	еще не	8	4
26	в себе	4	4
27	в целом	3	4
28	в этой	5	4
29	в нем	7	4
30	об этом	1	4
31	том что	19	4
32	что я	2	4
33	и что	6	4
34	но и	10	4
35	и даже	1	4
36	прежде всего	2	4
37	так же	15	4
38	но это	2	4
39	все это	2	4
40	что в	17	4
41	и все	5	4
42	то что	28	4
43	и он	1	3
44	отнюдь не	1	3
45	как в	3	3
46	в своем	7	3
47	и как	6	3
48	все эти	2	3
49	при этом	3	3
50	тем самым	8	3
51	что с	3	3
52	о чем	1	3
53	мог бы	3	3
54	жизнь и	1	3
55	с ним	2	3
56	к нему	1	3
57	в его	3	3
58	один из	3	3
59	для него	6	3
60	в конце	2	3
61	как это	3	3
62	что за	1	3
63	в основном	1	3
64	если б	1	2
65	в первом	4	2
66	и до	1	2
67	что эти	1	2
68	и за	1	2
69	никогда не	8	2
70	и то	4	2
71	но этого	1	2
72	с его	3	2
73	отношение к	7	2
74	отличие от	1	2
75	не просто	1	2
76	так что	6	2
77	перед нами	1	2
78	имеет в	1	2
79	в самом	8	2
80	то и	1	2
81	он не	7	2
82	что она	1	2
83	но все	1	2
84	что все	5	2
85	его в	6	2
86	знает что	1	2
87	в это	1	2
88	ни в	1	2
89	с тем	5	2
90	не мог	1	2
91	в ходе	3	2
92	в отличие	1	2
93	вопрос о	5	2
94	не в	4	2
95	не играют	2	2
96	раз и	2	2
97	но они	1	2
98	одна из	1	2
99	не имеет	6	2
100	не могут	5	2
101	его за	1	2
102	он и	1	2
103	к тому	10	2
104	и это	1	2
105	в ее	1	2
106	данном случае	1	2
107	раз он	2	2
108	еще в	2	2
109	как у	1	2
110	и здесь	3	2
111	о том	1	2
112	в глаза	1	2
113	что и	4	2
114	в том	28	2
115	собой но	1	2
116	который в	1	2
117	между этими	4	2
118	и ее	1	2
119	на всем	1	2
120	уже не	1	2
121	в виде	1	2
122	в известной	1	2
123	в одном	2	2
124	друг друга	4	2
125	тем что	8	2
126	чем он	2	2
127	как же	1	2
128	только к	3	2
129	говорит о	1	2
130	ребенка в	8	2
131	до конца	3	2
132	ребенка и	2	2
133	под влиянием	1	2
134	с первого	1	2
135	в данном	2	2
136	потому что	22	2
137	в частности	4	2
138	только о	1	2
139	точно так	1	2
140	ли мы	1	1
141	ту же	3	1
142	одним из	2	1
143	например в	4	1
144	в сфере	12	1
145	сам по	1	1
146	а из	2	1
147	и др	2	1
148	самом деле	2	1
149	это и	3	1
150	же по	1	1
151	что когда	1	1
152	поэтому он	2	1
153	исходит из	2	1
154	и могут	1	1
155	той же	4	1
156	связаны между	1	1
157	что уже	2	1
158	исследования в	3	1
159	вместо того	2	1
160	ему в	1	1
161	даже самый	1	1
162	не способен	1	1
163	представляет собой	3	1
164	между собой	9	1
165	без которой	1	1
166	быть в	1	1
167	его ума	1	1
168	в чем	6	1
169	во всех	4	1
170	мысль что	2	1
171	на другой	1	1
172	но не	10	1
173	но как	3	1
174	в голове	1	1
175	само это	1	1
176	за пределы	1	1
177	сильнее и	1	1
178	к сожалению	1	1
179	в истории	1	1
180	в центре	1	1
181	опирается на	2	1
182	что именно	2	1
183	и наконец	2	1
184	сводится только	1	1
185	неизмеримо более	1	1
186	силе и	1	1
187	для ее	1	1
188	и хотя	1	1
189	то в	5	1
190	понятие в	2	1
191	в которой	7	1
192	сливается с	1	1
193	он в	1	1
194	за себя	1	1
195	лишний раз	1	1
196	и отношения	3	1
197	имеет своих	1	1
198	только один	1	1
199	как он	1	1
200	если он	2	1
201	вообще не	6	1
202	роли в	1	1
203	и еще	1	1
204	не значит	1	1
205	к одному	2	1
206	не как	1	1
207	содержит в	1	1
208	в скрытом	2	1
209	скрытом виде	2	1
210	и по	3	1
211	на этом	4	1
212	таким образом	18	1
213	последнее слово	1	1
214	факт что	1	1
215	в другом	2	1
216	вещей это	1	1
217	в ход	1	1
218	на все	1	1
219	это было	1	1
220	заключается в	7	1
221	известно что	2	1
222	а это	3	1
223	никакой роли	2	1
224	детей который	1	1
225	но уже	1	1
226	в них	3	1
227	в высшей	2	1
228	что ему	1	1
229	которой он	1	1
230	ведет к	1	1
231	синтеза и	1	1
232	в развитии	24	1
233	обратимся к	1	1
234	но если	4	1
235	и при	1	1
236	в своей	2	1
237	взгляд на	1	1
238	в такой	2	1
239	где мы	1	1
240	в котором	2	1
241	не столько	1	1
242	представление о	1	1
243	по самой	5	1
244	значение для	3	1
245	начнем с	1	1
246	но он	2	1
247	над ними	2	1
248	тем не	1	1
249	речи в	2	1
250	внутреннее родство	1	1
251	не могли	5	1
252	на всю	1	1
253	по себе	3	1
254	тому что	11	1
255	ребенок не	3	1
256	не менее	2	1
257	играть в	1	1
258	что эта	2	1
259	она не	2	1
260	самого начала	7	1
261	спор с	1	1
262	на котором	2	1
263	того как	5	1
264	например что	1	1
265	он еще	1	1
266	но только	2	1
267	значение этого	1	1
268	он с	2	1
269	только не	3	1
270	это мы	3	1
271	нечто большее	1	1
272	иными словами	1	1
273	и притом	1	1
274	показал что	4	1
275	по своей	3	1
276	сохраняют свою	1	1
277	связь и	1	1
278	это сказывается	1	1
279	для нас	2	1
280	и теперь	1	1
281	связи с	3	1
282	входят в	2	1
283	что на	4	1
284	в области	6	1
285	но все-таки	1	1
286	от высшей	1	1
287	мы встречаем	1	1
288	один раз	5	1
289	в момент	1	1
290	вообще мог	1	1
291	могут быть	5	1
292	обратно в	1	1
293	сходство с	1	1
294	что вместе	1	1
295	что оно	7	1
296	и т.д	3	1
297	не случайное	1	1
298	что при	4	1
299	как мы	10	1
300	вещами и	1	1
301	и о	1	1
302	того чтобы	10	1
