N	3gram	Vinokur_Ku_3	Formalny
1	не может быть	3	10
2	в связи с	4	10
3	и т п	41	9
4	с точки зрения	16	7
5	в самом деле	11	5
6	и в этом	4	5
7	с тем что	1	5
8	то же время	1	5
9	в то же	1	5
10	во всяком случае	1	5
11	и т д	8	5
12	и пр и	1	4
13	вместе с тем	1	4
14	как мы видели	2	4
15	не могут быть	2	4
16	того или иного	3	4
17	пр и пр	1	4
18	на самом деле	3	3
19	как раз и	2	3
20	и не может	1	3
21	и в то	1	3
22	в зависимости от	7	3
23	сам по себе	3	3
24	но и в	1	3
25	может быть и	1	3
26	в своей статье	2	3
27	не в том	2	3
28	в том смысле	1	3
29	с другой стороны	3	3
30	так и в	3	3
31	для того чтобы	11	3
32	в какой мере	2	2
33	то ни стало	1	2
34	прежде всего в	1	2
35	так как они	1	2
36	в этом смысле	1	2
37	в отличие от	2	2
38	в том случае	4	2
39	поэтики должна быть	1	2
40	все без исключения	1	2
41	т е как	3	2
42	но в этом	1	2
43	но все же	1	2
44	мы говорим о	1	2
45	мы приходим к	1	2
46	и прежде всего	1	2
47	к тому что	1	2
48	том смысле что	1	2
49	в том что	8	2
50	поэзии является слово	1	1
51	и в поэзии	1	1
52	русского литературного языка	1	1
53	должна быть положена	1	1
54	и звук в	1	1
55	следует отметить что	1	1
56	которое лежит в	1	1
57	в их конкретной	1	1
58	что же касается	1	1
59	классификация фактов языка	1	1
60	чем же объясняется	1	1
61	что слово есть	1	1
62	систематического построения поэтики	1	1
63	а вовсе не	1	1
64	более или менее	2	1
65	не говоря уже	2	1
66	в этом случае	4	1
67	во что бы	1	1
68	т п однако	1	1
69	с одной стороны	4	1
70	в одной из	1	1
71	только в том	2	1
72	до сих пор	8	1
73	говоря уже о	2	1
74	в таком случае	2	1
75	можно говорить о	3	1
76	что он не	1	1
77	самом деле ведь	1	1
78	из того что	1	1
79	в собственном смысле	1	1
80	входит в круг	1	1
81	в той мере	1	1
82	на этот вопрос	1	1
83	что если бы	1	1
84	в противном случае	1	1
85	лишь в процессе	1	1
86	бы сказать что	3	1
87	т п все	2	1
88	по крайней мере	1	1
89	то или иное	2	1
90	основу систематического построения	1	1
91	что бы то	1	1
92	если же мы	1	1
93	о нем как	1	1
94	мы не можем	1	1
95	т е в	1	1
96	установить какие именно	1	1
97	в данном случае	4	1
98	помощью каких приемов	1	1
99	в том чтобы	3	1
100	точно такая же	1	1
101	именно так и	1	1
102	и тот же	2	1
103	смысле этого слова	2	1
104	п все эти	1	1
105	пишет он в	1	1
106	с помощью которого	1	1
107	для правильной постановки	1	1
108	речи но как	1	1
109	то что он	1	1
110	а не как	1	1
111	чуть ли не	1	1
112	является не только	1	1
113	бы то ни	1	1
114	о языке как	1	1
115	лишь в том	2	1
116	быть положена классификация	1	1
117	мере в какой	1	1
118	на язык и	1	1
119	тем что в	1	1
120	именно в том	1	1
121	один и тот	2	1
122	русского языка и	2	1
123	нельзя было бы	1	1
124	только то что	2	1
125	то увидим что	1	1
126	слово в основу	1	1
127	для всего этого	1	1
128	уже потому что	1	1
129	является слово в	1	1
130	в свою очередь	1	1
131	положена классификация фактов	1	1
132	материалом поэзии является	1	1
133	собственном смысле этого	1	1
134	построения поэтики должна	1	1
135	в основу систематического	1	1
136	т п в	3	1
137	поэтической речи но	1	1
138	конкретных условий этой	1	1
139	с помощью которых	1	1
140	ровно ничего не	1	1
141	мы имеем в	1	1
142	в частном случае	1	1
143	по этому поводу	1	1
144	но характерно что	1	1
145	было бы сказать	3	1
146	сама по себе	2	1
147	тем не менее	9	1
148	то убедимся что	1	1
149	той мере в	1	1
150	что и в	2	1
