N	2gram	Tiupa_Disk_2	Narrotol
1	не только	10	31
2	но и	11	27
3	и не	15	23
4	при этом	17	19
5	может быть	16	15
6	в качестве	16	14
7	в частности	12	14
8	как и	16	13
9	в тексте	3	13
10	а не	14	13
11	а в	2	13
12	в этом	16	12
13	только в	3	12
14	и в	16	11
15	в данном	7	11
16	тогда как	11	10
17	состоит в	16	10
18	своего рода	10	10
19	и его	3	10
20	такого рода	9	10
21	с собачкой	1	9
22	то есть	12	9
23	времени и	2	9
24	то что	5	9
25	то же	6	8
26	представляет собой	11	8
27	иначе говоря	3	8
28	не может	9	8
29	данном случае	6	8
30	в том	8	8
31	уже не	3	8
32	со стороны	10	8
33	и т.п	12	8
34	в рассказе	4	8
35	но в	11	7
36	том что	10	7
37	в самом	1	6
38	не в	3	6
39	в этой	4	6
40	в себе	19	6
41	об этом	1	6
42	к тому	1	6
43	и т.д	1	6
44	одного из	4	6
45	во втором	1	6
46	в его	3	6
47	как бы	4	6
48	даме с	1	6
49	один из	1	6
50	а также	8	6
51	жизни и	3	6
52	и на	5	5
53	той или	3	5
54	как правило	1	5
55	перед нами	3	5
56	рассказа в	2	5
57	так и	9	5
58	точки зрения	4	5
59	в своей	6	5
60	тем самым	6	5
61	потому что	4	5
62	в даме	1	5
63	можно сказать	3	5
64	точка зрения	1	5
65	действующих лиц	1	5
66	в соответствии	2	5
67	столь же	3	5
68	то в	1	4
69	в первом	1	4
70	еще не	6	4
71	истории в	1	4
72	с его	6	4
73	но не	7	4
74	как в	8	4
75	все же	6	4
76	хотя и	1	4
77	из этих	3	4
78	в нем	7	4
79	в принципе	2	4
80	в мире	11	4
81	из них	3	4
82	соответствии с	3	4
83	с позиции	4	4
84	в одном	4	4
85	вплоть до	1	4
86	в то	5	4
87	одна из	1	4
88	никогда не	2	4
89	что на	2	4
90	к себе	1	4
91	в ней	2	4
92	так в	1	4
93	о том	4	4
94	внимание на	1	4
95	же время	5	4
96	того что	1	4
97	являет собой	2	4
98	для него	5	4
99	или иной	3	4
100	прежде всего	7	4
101	о чем	2	4
102	мира в	3	4
103	чужого слова	1	4
104	этом и	1	4
105	в третьем	1	4
106	или не	1	4
107	имеет место	1	4
108	и состоит	2	4
109	речь идет	1	3
110	также и	3	3
111	и то	4	3
112	самом деле	1	3
113	идет о	2	3
114	мы имеем	2	3
115	мы не	1	3
116	а для	1	3
117	он сам	1	3
118	в противовес	5	3
119	в своем	5	3
120	и как	3	3
121	к чему	1	3
122	в целом	2	3
123	в нашем	1	3
124	большей части	2	3
125	но именно	1	3
126	он не	3	3
127	чеховских рассказов	1	3
128	подобно тому	2	3
129	и с	2	3
130	в глазах	1	3
131	это не	3	3
132	художественного письма	7	3
133	по мысли	6	3
134	в жизни	1	3
135	в современной	1	3
136	в ходе	2	3
137	и ее	3	3
138	стало быть	1	3
139	тем не	1	3
140	их в	2	3
141	не менее	7	3
142	но они	1	3
143	в русской	3	3
144	картины мира	7	3
145	о них	1	3
146	присутствия в	3	3
147	как будто	3	3
148	этом отношении	4	3
149	начиная с	1	3
150	но при	2	3
151	еще в	3	3
152	о ней	1	3
153	сводится к	2	3
154	о нем	1	3
155	обращается к	1	3
156	лишь в	1	3
157	в конечном	1	3
158	между тем	2	3
159	человеческого опыта	1	3
160	или напротив	2	3
161	что он	2	3
162	по отношению	4	3
163	в прозе	1	3
164	могло бы	1	3
165	может служить	1	3
166	не говорит	1	3
167	представляют собой	1	3
168	в финале	1	3
169	именно в	2	3
170	при всей	7	3
171	по большей	2	3
172	не было	3	3
173	как это	1	3
174	тому как	2	3
175	исходя из	1	3
176	главного героя	1	3
177	но для	1	3
178	не является	4	3
179	и все	3	3
180	жизни а	3	3
181	отношению к	4	3
182	героя в	5	3
183	нарративного высказывания	1	3
184	[...] и	1	3
185	что в	5	3
186	а о	1	2
187	своего и	3	2
188	переход от	1	2
189	обращено к	1	2
190	времени но	1	2
191	речевой деятельности	1	2
192	героя но	1	2
193	и для	2	2
194	высказывания в	1	2
195	в сущности	1	2
196	не вполне	1	2
197	и чужого	2	2
198	жизни как	2	2
199	ему в	1	2
