N	2gram	Nazirov_Tv_2	Myslijsy
1	потому что	7	52
2	то есть	5	42
3	и в	20	39
4	может быть	8	27
5	в том	8	26
6	т с	1	25
7	только в	2	25
8	не может	7	22
9	что в	7	22
10	не только	13	21
11	так как	3	21
12	а не	6	21
13	в нем	3	20
14	но и	8	20
15	и не	9	18
16	том что	4	16
17	так что	2	16
18	в этом	8	15
19	не в	4	15
20	если бы	4	14
21	по отношению	3	13
22	в себе	3	13
23	таким образом	10	13
24	так и	6	13
25	отношению к	3	13
26	было бы	1	12
27	в душе	4	11
28	точно так	1	11
29	мы не	4	10
30	как в	4	10
31	по себе	1	10
32	и что	2	10
33	а потому	1	10
34	то что	3	10
35	что не	3	10
36	не есть	1	10
37	но в	4	9
38	как и	6	9
39	могут быть	2	9
40	для нас	1	9
41	там же	9	9
42	мысли и	1	9
43	тем что	3	9
44	но не	5	8
45	в мысли	1	8
46	в одном	2	8
47	со стороны	1	8
48	вместе с	3	8
49	в истории	2	7
50	же с	9	7
51	с этим	1	7
52	это не	7	7
53	в этих	1	7
54	с другой	2	7
55	должно быть	1	7
56	и т	13	6
57	то же	7	6
58	все же	5	6
59	и как	1	6
60	бы не	2	6
61	при этом	8	6
62	и по	2	6
63	не менее	2	6
64	что на	2	6
65	что и	1	6
66	еще не	5	6
67	по мере	1	6
68	как бы	11	6
69	в первом	1	5
70	с в	1	5
71	то это	1	5
72	во всех	1	5
73	не видно	1	5
74	то в	1	5
75	несмотря на	1	5
76	не имеет	1	5
77	и его	9	5
78	если же	1	5
79	между тем	3	5
80	в его	10	5
81	вовсе не	2	5
82	друг друга	2	5
83	души и	1	5
84	зависит от	2	5
85	так же	5	5
86	и потому	4	5
87	но это	5	5
88	нем самом	1	5
89	и для	1	5
90	а в	4	5
91	другой стороны	2	5
92	в таком	3	5
93	на деле	1	4
94	а только	1	4
95	из этих	1	4
96	т д	11	4
97	в каждом	1	4
98	мы видели	1	4
99	том смысле	1	4
100	т п	2	4
