N	3gram	Tiupa_Narr_1	FransuaR
1	в следующей главе	1	6
2	о том что	2	5
3	то же время	4	5
4	в то же	4	5
5	в самом деле	2	4
6	с одной стороны	1	4
7	в той же	1	4
8	большей или меньшей	1	3
9	сих пор еще	1	3
10	в этом отношении	3	3
11	в большей или	1	3
12	в первом случае	3	3
13	во втором случае	1	3
14	до сих пор	2	3
15	во всех его	1	3
16	существенную роль в	1	2
17	не только с	1	2
18	с точки зрения	1	2
19	как мы увидим	1	2
20	в третьем случае	1	2
21	и то что	1	2
22	в предыдущей главе	1	2
23	в данном случае	8	2
24	в меньшей степени	1	2
25	и тот же	1	2
26	как один из	1	2
27	жизни и смерти	1	2
28	но и в	2	2
29	с другой стороны	1	2
30	но и с	1	2
31	и т.п и	2	2
32	начало и конец	3	2
33	в том что	5	2
34	и того же	1	1
35	и т.п как	1	1
36	по отношению к	3	1
37	в той или	1	1
38	а за ними	1	1
39	и строго отграниченная	1	1
40	дело в том	2	1
41	все это типичные	1	1
42	более или менее	1	1
43	границы между ними	1	1
44	один и тот	1	1
45	и не только	1	1
46	как это было	1	1
47	как и все	1	1
48	именно в этом	1	1
49	в сущности в	1	1
50	что именно в	1	1
51	в первой главе	1	1
52	из того что	1	1
53	никогда не было	1	1
54	было для него	1	1
55	до известной степени	1	1
56	или в меньшей	1	1
57	сам по себе	1	1
58	именно это и	1	1
59	только то что	1	1
60	как раз в	2	1
61	ведущая роль в	1	1
62	и как бы	1	1
63	в нем не	1	1
64	в связи с	2	1
65	как он сам	1	1
66	с большей или	1	1
67	не он сам	1	1
68	один из этих	1	1
69	то есть от	1	1
70	для того чтобы	3	1
71	не может быть	4	1
72	лишь в одном	1	1
73	самом деле в	1	1
74	в зависимости от	2	1
75	что не имеет	1	1
76	жизни а для	1	1
77	в значительной степени	1	1
78	как и всякий	1	1
79	большей или в	1	1
80	не только в	6	1
81	той или иной	4	1
82	пор еще можно	1	1
83	но все же	1	1
84	можно сказать что	2	1
85	следующей главе в	1	1
86	одного и того	1	1
87	а с другой	1	1
88	и т.п это	1	1
89	мы еще вернемся	1	1
90	тем более не	1	1
91	более глубокий и	1	1
92	то что не	1	1
