N	3gram	Bakhtin_Pr_4	Komedia
1	к тому же	1	10
2	на себя внимание	2	5
3	в том что	2	5
4	о том что	2	4
5	по отношению к	5	3
6	в том числе	4	3
7	так или иначе	1	3
8	в связи с	1	3
9	то же время	5	3
10	в то же	5	3
11	а затем и	1	2
12	в этом смысле	2	2
13	до сих пор	8	2
14	в той же	1	2
15	в отличие от	3	2
16	что и на	1	2
17	с одной стороны	1	2
18	в нем не	1	2
19	во всяком случае	1	2
20	берет на себя	1	2
21	после того как	1	2
22	к тому что	1	2
23	можно было бы	2	2
24	друг с другом	5	2
25	сплошь да рядом	1	1
26	иначе обстоит дело	1	1
27	в самом деле	4	1
28	никак не может	1	1
29	в том же	1	1
30	с точки зрения	9	1
31	и во всех	1	1
32	сих пор не	2	1
33	и в то	1	1
34	с самого начала	1	1
35	но и в	2	1
36	а может быть	1	1
37	мы находим в	2	1
38	что в нем	1	1
39	том числе и	3	1
40	и в тех	1	1
41	может быть даже	1	1
42	все это время	1	1
43	той или иной	2	1
44	не в его	1	1
45	ни в одном	2	1
46	по сравнению с	1	1
47	с другой стороны	3	1
48	таким образом и	1	1
49	вместо того чтобы	1	1
50	не может быть	8	1
51	нельзя сказать о	1	1
52	внешней и внутренней	1	1
53	более или менее	3	1
54	у него в	1	1
55	знать друг друга	1	1
56	так и в	1	1
57	то что не	1	1
58	ведь он не	1	1
59	не только в	1	1
60	но в этом	1	1
61	но все же	1	1
62	как мы знаем	1	1
63	друг от друга	1	1
64	строить свою речь	1	1
65	в большинстве случаев	8	1
66	концы с концами	1	1
67	в каждом из	1	1
68	не приходит в	1	1
69	молодого человека в	1	1
70	в пределах одного	6	1
71	может быть более	2	1
