N	3gram	Tiupa_Disk_2	Narrotol
1	в том что	6	8
2	с одной стороны	4	7
3	о том что	3	6
4	по отношению к	4	6
5	в том числе	1	6
6	в отличие от	12	5
7	не может быть	3	5
8	том числе и	1	4
9	в основе своей	2	4
10	в данном случае	6	4
11	с другой стороны	1	4
12	той или иной	3	4
13	можно сказать что	1	4
14	высказывания состоит в	2	3
15	состоит в том	2	3
16	бы то ни	1	3
17	в этом отношении	4	3
18	ни в мире	2	3
19	то ни было	1	3
20	тем не менее	1	3
21	то же время	5	3
22	в то же	4	3
23	присутствия в мире	2	2
24	в той или	1	2
25	мы имеем дело	1	2
26	сказания или анекдота	1	2
27	подобно тому как	2	2
28	с точки зрения	2	2
29	в значительной степени	1	2
30	на первый взгляд	2	2
31	сказания или притчи	1	2
32	в себя и	1	2
33	при всей своей	3	2
34	того или иного	1	2
35	нарративного высказывания состоит	1	2
36	в его событийной	1	2
37	то есть в	1	2
38	в конечном счете	1	2
39	речь идет о	1	2
40	по сути дела	1	2
41	со стороны адресата	1	2
42	не сводится к	2	2
43	не у-влекать слушателей	1	1
44	зримого жеста и	1	1
45	слова не сводится	1	1
46	вещами и ценностями	1	1
47	себя в другом	1	1
48	вследствие которого он	1	1
49	в мире императивной	1	1
50	не в состоянии	1	1
51	по своей природе	1	1
52	ситуации жизненного выбора	1	1
53	жизнеописание несет в	1	1
54	строго отграниченная система	1	1
55	том что в	1	1
56	и того же	2	1
57	дистанции между ними	1	1
58	то есть субъектом	1	1
59	слова эта возможность	1	1
60	выбор лексики например	1	1
61	острота или острота	1	1
62	сам текст анекдота	1	1
63	и адресат протороманного	1	1
64	в новелле есть	1	1
65	субъектом этического выбора	1	1
66	впервые освоена в	1	1
67	и не быть	1	1
68	в придании истории	1	1
69	и иных пространственно-временных	1	1
70	невозможно притчевое нормативное	1	1
71	словесное кощунство и	1	1
72	может быть редуцирован	1	1
73	в качестве своего	1	1
74	преломляющая несобственно-прямая речь	1	1
75	героя окажется неадекватным	1	1
76	к своему герою	1	1
77	слова прямой речи	1	1
78	отрешиться от нудительной	1	1
79	сюжетообразующим при этом	1	1
80	существенную роль в	1	1
81	и другого в	1	1
82	этим моментам родственным	1	1
83	фон романного видения	1	1
84	юмора умения отрешиться	1	1
85	обладать проективной компетентностью	1	1
86	дает позвоночника роману	1	1
87	между которыми устанавливаются	1	1
88	устанавливаются отношения ценностно-смысловой	1	1
89	стремится к однозначности	1	1
90	и столь же	1	1
91	так и его	1	1
92	в полном его	1	1
93	жизни как исполненной	1	1
94	объект и адресат	1	1
95	ни для рассказчика	1	1
96	окажется неадекватным субъект	1	1
97	образа и романного	1	1
98	равнодостойные субъекты смыслополагания	1	1
99	жизненный опыт запечатлеваемый	1	1
100	ибо предметно-тематическое содержание	1	1
101	и раскованной беседы	1	1
102	мир как опыт	1	1
103	смыслополагания между которыми	1	1
104	реализатором самобытного смысла	1	1
105	предварительное знакомство слушателей	1	1
106	притчевое нормативное самоотождествление	1	1
107	кощунство и непристойность	1	1
108	герою определяемое отсутствием	1	1
109	событийного ряда возбуждающем	1	1
110	между жизнью и	2	1
111	согласия за которым	1	1
112	развития самоопределяющегося субъекта	1	1
113	прежде всего в	1	1
114	дело в том	2	1
115	понимание излагаемой жизни	1	1
116	речи именно диалог	1	1
117	случая непредсказуемое стечение	1	1
118	классическом романе реалистической	1	1
119	себе не заключает	1	1
120	обладать собственным смыслом	1	1
121	иной интонации и	1	1
122	в себе самом	1	1
123	учителя жизни постоянно	1	1
124	речевая маска биографа	1	1
125	в самом деле	1	1
126	дискурсу речевая маска	1	1
127	самому тогда как	1	1
128	живого голоса зримого	1	1
129	даме с собачкой	1	1
130	принципиальное различие между	1	1
131	адресата от героя	1	1
132	речи и т.п	1	1
133	полноценная биография возможна	1	1
134	собственной ситуации жизненного	1	1
135	апофегма то есть	1	1
136	в равной степени	1	1
137	стабильно дифференцированном и	1	1
138	с совершенно иными	1	1
139	закономерно приводит к	1	1
140	анекдот но без	1	1
141	с человеком неким	1	1
142	например в значительной	1	1
143	жанров в частности	1	1
144	скрытой полускрытой рассеянной	1	1
145	к самому герою	1	1
146	к иллюзии живого	1	1
147	становящегося человека с	1	1
148	ощущение составляет необходимый	1	1
149	их свободного согласия	1	1
150	которого анекдот легко	1	1
151	интонации доверительной и	1	1
152	необходимый фон романного	1	1
153	их внутреннюю обособленность	1	1
154	установка не на	1	1
155	от героя окажется	1	1
156	к этим моментам	1	1
157	рассказчика ни для	1	1
158	из двух или	1	1
159	по крайней мере	1	1
160	опыта их свободного	1	1
161	несобственно-прямая речь включая	1	1
162	лексики например в	1	1
163	жизни повествователя о	1	1
164	мире это требует	1	1
165	жизни постоянно переходит	1	1
166	от содержания сколько	1	1
167	просторную сферу исторического	1	1
168	текст анекдота выбор	1	1
169	суть равнодостойные субъекты	1	1
170	иллюзии живого голоса	1	1
171	анекдота это игра	1	1
172	умения отрешиться от	1	1
173	герою жизнеописания чего	1	1
174	наизнанку глупость неуместность	1	1
175	позиции в мире	1	1
176	чувства юмора умения	1	1
177	и в то	1	1
178	императивной нормы ни	1	1
179	до известной степени	1	1
180	в просторную сферу	1	1
181	живое непредубежденное любопытство	1	1
182	чужому слову чего	1	1
183	анекдотическому дискурсу речевая	1	1
184	в такого рода	2	1
185	опыт жизни а	1	1
186	неким ибо предметно-тематическое	1	1
187	однако диалогизм биографического	1	1
188	именно диалог персонажей	1	1
189	приводит к интонации	1	1
190	завершенная и строго	1	1
191	носителей различного жизненного	1	1
192	образом ориентировано на	1	1
193	непристойность необыкновенное в	1	1
194	есть нарушение запрета	1	1
195	при этом даже	1	1
196	обнаруживается преодолеваемая даль	1	1
197	в первую очередь	2	1
198	и соотношений такая	1	1
199	его уникальным жизненным	1	1
200	и возможность иного	1	1
201	принципе можно припоминая	1	1
202	только то что	1	1
203	нормы ни в	1	1
204	составляет необходимый фон	1	1
205	события суть равнодостойные	1	1
206	этом и сам	1	1
207	и то что	2	1
208	излагаемой жизни как	1	1
209	по аналогии с	1	1
210	возможность иного языка	1	1
211	в другом и	1	1
212	соседствами именно это	1	1
213	от мастерства рассказчика	1	1
214	поэтому анекдот невозможно	1	1
215	заданность человеческих отношений	1	1
216	рассеянной чужой речи	1	1
217	придании истории смысла	1	1
218	иных пространственно-временных масштабов	1	1
219	включая разные формы	1	1
220	обычно является сюжетообразующим	1	1
221	ценностно-смысловой позиции в	1	1
222	узнавания себя в	2	1
223	анекдота не столько	1	1
224	жизни то есть	1	1
225	но это не	1	1
226	опыт запечатлеваемый и	1	1
227	как бы непосредственного	1	1
228	неприемлемо ни для	1	1
229	в той мере	1	1
230	голоса зримого жеста	1	1
231	состоит в придании	1	1
232	отсутствием ценностной дистанции	1	1
233	предметно-тематическое содержание жизнеописания	1	1
234	сколько от мастерства	1	1
235	которого он от	1	1
236	и запечатлевающий основу	1	1
237	заинтересовывать судьбой отдельных	1	1
238	дифференцированном и оцененном	1	1
239	профанация священного новелла	1	1
240	иной конкретной ценностно-смысловой	1	1
241	и не умер	1	1
242	не о смерти	1	1
243	жизнеописания вполне самобытно	1	1
244	притчи может быть	1	1
245	это ощущение составляет	1	1
246	жизненного опыта их	1	1
247	значительной степени зависим	1	1
248	мире на свой	1	1
249	к позиции изобразителя	1	1
250	с его уникальным	1	1
251	в себе рецептивную	1	1
252	случайности полноценная биография	1	1
253	в этом качестве	1	1
254	в готовом стабильно	1	1
255	значения чьей-то биографии	1	1
256	восприятия сказания или	1	1
257	авторитетное слово там	1	1
258	которыми устанавливаются отношения	1	1
259	между ними здесь	1	1
260	и строго отграниченная	1	1
261	сводится к этим	1	1
262	посрамление словесное кощунство	1	1
263	новелла ночной жанр	1	1
264	непосредственного присутствия рассказчика	1	1
265	манифестирующего двоякий жизненный	1	1
266	полном его составе	1	1
267	границами между вещами	1	1
268	преодолевая их внутреннюю	1	1
269	ночной жанр посрамляющий	1	1
270	чужой жизненной позиции	1	1
271	своему герою определяемое	1	1
272	не требует анекдот	1	1
273	еще не есть	1	1
274	носителем и реализатором	1	1
275	содержание жизнеописания вполне	1	1
276	протороманного коммуникативного события	1	1
277	от позиции учителя	1	1
278	всеобщей межличностной соотносительности	1	1
279	прямой речи именно	1	1
280	не дает позвоночника	1	1
281	уникальным жизненным опытом	1	1
282	первую очередь по	1	1
283	существованию вследствие которого	1	1
284	в тексте как	1	1
285	в анекдоте подготовившем	1	1
286	мира романного образа	1	1
287	недопустимая в сказании	1	1
288	на передний план	1	1
289	и не дает	1	1
290	состоит в напряжении	1	1
291	ценностной дистанции между	1	1
292	свою жизненную позицию	1	1
293	различного жизненного опыта	1	1
294	человеческой жизни в	1	1
295	анекдот должен не	1	1
296	значении этого понятия	1	1
297	призван обладать проективной	1	1
298	содержит в себе	2	1
299	в рамках которого	1	1
300	доверительной и раскованной	1	1
301	требует анекдот но	1	1
302	между вещами и	1	1
303	запечатлеваемый и запечатлевающий	1	1
304	возможность иной интонации	1	1
305	в своего рода	1	1
306	дело не с	1	1
307	свободного согласия за	1	1
308	живет в готовом	1	1
309	субъектом ролевого действия	1	1
310	опыт чужой жизненной	1	1
311	другого в себе	1	1
312	конкретной ценностно-смысловой картины	1	1
313	преодолеваемая даль и	1	1
314	чего не требует	1	1
315	или нескольких возможностей	1	1
316	нудительной серьезности бахтин	1	1
317	субъекты смыслополагания между	1	1
318	к собственной ситуации	1	1
319	разные формы скрытой	1	1
320	языка и возможность	1	1
321	самому герою жизнеописания	1	1
322	или субъектом этического	1	1
323	на свой опыт	1	1
324	интонации и оценки	1	1
325	есть биография и	1	1
326	экзистенциальный опыт присутствия	1	1
327	не быть субъектом	1	1
328	отношение к своему	1	1
329	в противоположность характеру	1	1
330	с читателем к	1	1
331	а также и	1	1
332	доверия к чужому	1	1
333	оговорка где слово	1	1
334	он от позиции	1	1
335	столько от содержания	1	1
336	и примеряя ее	1	1
337	не может обладать	1	1
338	ни анекдот ни	1	1
339	должен не у-влекать	1	1
340	которым обнаруживается преодолеваемая	1	1
341	коммуникативного события в	1	1
342	припоминая и примеряя	1	1
343	жизнеописания чего анекдот	1	1
344	полускрытой рассеянной чужой	1	1
345	иллюстрировалась общая идея	1	1
346	большую или меньшую	1	1
347	двоякий жизненный опыт	1	1
348	самобытного смысла развертывающейся	1	1
349	бы непосредственного присутствия	1	1
350	а с другой	1	1
351	картины мира с	2	1
352	оно живет в	1	1
353	и как бы	2	1
354	адресат протороманного коммуникативного	1	1
355	комическая апофегма то	1	1
356	была впервые освоена	1	1
357	романного образа и	1	1
358	называемого чувства юмора	1	1
359	романного слова эта	1	1
360	к одному из	1	1
361	романного видения мира	1	1
362	ошибка оговорка где	1	1
363	приятия и ученичества	1	1
364	к интонации доверительной	1	1
365	романного дискурса призван	1	1
366	ценностями иными соседствами	1	1
