N	2gram	Bakhtin_Fr_1	Psycholo
1	в том	16	37
2	и в	65	32
3	то есть	45	21
4	том что	6	21
5	потому что	5	21
6	в искусстве	3	21
7	то что	3	21
8	что в	3	20
9	может быть	6	18
10	точки зрения	7	17
11	что и	1	17
12	не может	3	17
13	самом деле	3	16
14	того чтобы	1	14
15	то же	1	13
16	в этом	15	13
17	при этом	6	13
18	для того	1	13
19	что он	3	13
20	в самом	4	12
21	не только	10	12
22	по себе	1	12
23	так как	6	12
24	на то	1	11
25	было бы	1	11
26	в основе	8	11
27	с точки	3	10
28	но и	10	10
29	как и	5	10
30	и не	22	10
31	как в	5	9
32	никогда не	6	9
33	что при	1	9
34	искусства и	6	9
35	тем что	1	9
36	что все	1	9
37	в своих	5	9
38	на деле	1	8
39	не в	4	8
40	не менее	1	8
41	того что	2	8
42	в сущности	16	7
43	и как	1	7
44	говорит что	1	7
45	все эти	10	7
46	такой же	1	7
47	и его	10	7
48	к тому	2	7
49	можно было	1	7
50	только в	7	7
51	а не	1	7
52	сказать что	6	7
53	в этой	4	6
54	он не	2	6
55	формы и	7	6
56	те же	1	6
57	о том	2	6
58	как бы	22	6
59	на самом	6	5
60	и на	11	5
61	только на	2	5
62	на все	2	5
63	далеко не	3	5
64	все это	9	5
65	в то	1	5
66	есть только	2	5
67	в ней	6	5
68	утверждает что	1	5
69	и даже	8	5
70	до сих	4	5
71	он говорит	1	5
72	сих пор	4	5
73	как раз	3	5
74	этом отношении	3	5
75	как на	1	5
76	мы имеем	1	4
77	в чем	2	4
78	есть по	1	4
79	с этим	1	4
80	все же	6	4
81	в произведении	1	4
82	в целом	2	4
83	в нем	13	4
84	и по	2	4
85	и с	3	4
86	в жизни	4	4
87	несмотря на	2	4
88	которые в	1	4
89	и более	1	4
90	совершенно правильно	1	4
91	ничего не	3	4
92	и до	4	4
93	что на	1	4
94	и для	2	4
95	могут быть	2	4
96	и это	2	4
97	и сам	1	4
98	между тем	5	4
99	которые мы	1	4
100	в языке	1	4
101	мы видим	2	4
102	из них	4	4
103	от того	2	4
104	а на	1	4
105	как это	1	4
106	наряду с	2	4
107	при таком	2	4
108	и все	5	4
109	совершенно не	4	4
110	жизни и	7	4
111	например в	2	3
112	отношении к	1	3
113	на тех	2	3
114	мы не	1	3
115	и он	2	3
116	во всех	9	3
117	но как	3	3
118	если оно	1	3
119	в общем	4	3
120	которые не	1	3
121	как к	1	3
122	и к	4	3
123	но в	14	3
124	он в	1	3
125	главным образом	6	3
126	не к	2	3
127	и вот	2	3
128	на этом	1	3
129	об этом	1	3
130	это было	2	3
131	в своей	5	3
132	это только	1	3
133	в их	4	3
134	представление о	1	3
135	в которых	1	3
136	жизни с	1	3
137	человеком и	1	3
138	но он	1	3
139	не могли	1	3
140	в отношении	6	3
141	что с	1	3
142	видим что	1	3
143	во всем	2	3
144	не могут	3	3
145	на это	1	3
146	которого мы	2	3
147	в виду	3	3
148	так и	10	3
149	жизнь и	1	3
150	мы в	1	3
151	образом в	2	3
152	и объяснить	1	3
153	с другой	3	3
154	один из	1	3
155	этот вопрос	2	3
156	и так	2	3
157	и ее	1	3
158	что не	2	3
159	и других	3	3
160	и их	3	3
161	сами по	1	3
162	в конце	1	3
163	чтобы показать	1	3
164	которых мы	1	3
165	до конца	2	3
166	в частности	5	3
167	ни на	2	3
168	по своему	8	3
169	видит в	1	3
170	при всем	1	3
171	еще более	5	3
172	хотя бы	1	3
173	не остается	1	2
174	и без	2	2
175	нет другой	1	2
176	к людям	1	2
177	смотрит на	1	2
178	объясняется и	1	2
179	еще не	6	2
180	входящих в	1	2
181	из всех	2	2
182	оба эти	1	2
183	с его	5	2
184	в ее	3	2
185	но не	2	2
186	мы будем	3	2
187	значение и	2	2
188	отличие от	5	2
189	и процессы	1	2
190	в очень	1	2
191	что по	1	2
192	но эта	2	2
193	моментов в	1	2
194	из самых	1	2
195	в которой	1	2
196	в себе	3	2
197	как он	1	2
198	имеем в	1	2
199	что без	1	2
200	тем и	1	2
201	они в	2	2
202	в узком	4	2
203	человеческого тела	2	2
204	на его	2	2
205	здесь мы	1	2
206	это не	3	2
207	в них	5	2
208	тот самый	1	2
209	и при	1	2
210	всяком случае	1	2
211	место в	1	2
212	он дает	3	2
213	своему существу	2	2
214	не понимает	4	2
215	их в	2	2
216	в этих	2	2
217	назад к	1	2
218	все более	1	2
219	вплоть до	1	2
220	считает что	1	2
221	под каждым	1	2
222	принадлежат к	1	2
223	на него	2	2
224	в процессе	2	2
225	в самых	1	2
226	его от	2	2
227	в самой	3	2
228	же время	1	2
229	не вполне	2	2
230	не потому	1	2
231	в полном	1	2
232	отличается от	1	2
233	оно не	1	2
234	она не	1	2
235	и которая	1	2
236	и многие	2	2
237	сводится к	1	2
238	то или	1	2
239	в особенности	2	2
240	и говорит	1	2
241	действия и	1	2
242	идет не	1	2
243	так в	1	2
244	роль в	2	2
245	что такие	1	2
246	понятно что	2	2
247	и вообще	3	2
248	в таком	2	2
249	именно потому	1	2
250	и здесь	3	2
251	во всяком	1	2
252	в глаза	1	2
253	этих двух	2	2
254	которой мы	1	2
255	в его	9	2
256	а потому	1	2
257	и только	1	2
258	в свете	2	2
259	и следовательно	1	2
260	к нему	3	2
261	в новой	1	2
262	два основных	1	2
263	в какой	1	2
264	это очень	2	2
265	к какому	2	2
266	и у	6	2
267	их как	1	2
268	говорит о	1	2
269	в одном	5	2
270	вовсе не	18	2
271	в состоянии	3	2
272	с этими	1	2
273	отношение к	4	2
274	к ним	1	2
275	в других	3	2
276	на примере	1	2
277	к которому	1	2
278	не было	1	2
279	не на	1	2
280	там где	1	2
281	например когда	1	2
282	из которых	1	2
283	его жизни	1	2
284	более и	1	2
285	но это	3	2
286	порядка и	1	2
287	форм и	9	2
288	и часто	2	2
289	для выражения	1	2
290	искусства как	1	2
291	это можно	2	2
292	для нас	4	2
293	интерес к	2	2
294	в романе	2	2
295	другой стороны	1	2
296	их с	1	2
297	же самой	1	2
298	на этот	2	2
299	в свое	2	2
300	ли он	1	2
301	и от	2	2
302	это в	4	2
303	все что	1	2
304	а между	1	1
305	от этой	1	1
306	речь идет	1	1
307	говоря о	1	1
308	одним из	2	1
309	отделено от	1	1
310	человека и	1	1
311	в эстетике	1	1
312	как простая	1	1
313	или к	2	1
314	и должны	1	1
315	же по	1	1
316	далее и	1	1
317	от своей	1	1
318	проявляются в	1	1
319	человеческой души	1	1
320	по преимуществу	1	1
321	на две	1	1
322	уже указывали	1	1
323	и больше	1	1
324	с темой	1	1
325	отношения к	2	1
326	их и	1	1
327	а как	1	1
328	смотреть на	1	1
329	всего того	2	1
330	и значение	1	1
331	если я	1	1
332	и ничего	1	1
333	в уста	1	1
334	почти все	1	1
335	роман в	1	1
336	и народов	1	1
337	мы и	3	1
338	и заставляет	1	1
339	в наши	2	1
340	в обычной	5	1
341	литературы и	5	1
342	иван иванович	1	1
343	сделано и	1	1
344	образы с	1	1
345	время в	2	1
346	и формы	1	1
347	и эстетики	1	1
348	совершенно прав	1	1
349	с одной	2	1
350	он строит	1	1
351	эти произведения	2	1
352	жить и	3	1
353	а и	1	1
354	уже как	1	1
355	наши дни	1	1
356	друг от	1	1
357	или иное	1	1
358	не оказалось	1	1
359	за пределы	8	1
360	всех времен	1	1
361	чем же	1	1
362	это одно	1	1
363	его на	2	1
364	для всех	1	1
365	что как	1	1
366	шекспир и	1	1
367	что касается	1	1
368	им в	1	1
369	кроме того	2	1
370	сознания в	1	1
371	сущности имеет	1	1
372	его к	2	1
373	в противоположность	2	1
374	и стремления	1	1
375	уже не	3	1
376	кажется совершенно	1	1
377	в нашем	1	1
378	из этих	2	1
379	близости к	1	1
380	в большинстве	2	1
381	остановиться на	1	1
382	наш мир	1	1
383	тому же	1	1
384	не могла	1	1
385	это его	2	1
386	не получили	1	1
387	как чисто	2	1
388	этот процесс	1	1
389	вообще не	1	1
390	из большого	1	1
391	его лежит	1	1
392	и утверждает	2	1
393	и если	1	1
394	искаженном виде	1	1
395	именно к	1	1
396	нашего времени	1	1
397	свое время	2	1
398	людей и	1	1
399	так например	2	1
400	сам не	1	1
401	в основу	1	1
402	но все	3	1
403	это конечно	1	1
404	касается до	1	1
405	тем в	1	1
406	типы и	1	1
407	в совершенно	1	1
408	и дальше	1	1
409	оно становится	1	1
410	ее состав	1	1
411	его в	7	1
412	корректив к	1	1
413	быть отнесена	1	1
414	и дает	1	1
415	отношений на	1	1
416	но именно	1	1
417	и была	1	1
418	отражение в	1	1
419	даже по	1	1
420	своего осуществления	1	1
421	поэтому можно	1	1
422	животных в	1	1
423	он является	1	1
424	его собственной	1	1
425	как об	1	1
426	образы в	1	1
427	и уже	1	1
428	всегда и	2	1
429	он и	3	1
430	жизни но	2	1
431	со времени	1	1
432	ряд новых	1	1
433	об особом	1	1
434	в эту	1	1
435	которую он	1	1
436	земли и	5	1
437	наших дней	1	1
438	давали совершенно	1	1
439	бы к	1	1
440	не столько	1	1
441	выходит за	4	1
442	в отличие	4	1
443	строго говоря	1	1
444	и новые	1	1
445	мир и	3	1
446	свет на	1	1
447	времен и	1	1
448	что было	1	1
449	есть еще	1	1
450	поясняет это	1	1
451	мы встречаемся	1	1
452	и очень	2	1
453	эти формы	3	1
454	на котором	3	1
455	дело в	2	1
456	одна из	1	1
457	своего существования	1	1
458	или еще	1	1
459	все свои	1	1
460	на язык	1	1
461	в разных	1	1
462	здесь на	2	1
463	показывает как	1	1
464	таком подходе	2	1
465	убедиться в	1	1
466	же он	2	1
467	связи с	4	1
468	эти три	1	1
469	в области	7	1
470	с другом	1	1
471	все то	1	1
472	принадлежит к	1	1
473	взглянуть на	3	1
474	иногда даже	1	1
475	ли не	1	1
476	они и	1	1
477	характер этого	1	1
478	они стали	1	1
479	совершается в	1	1
480	как мы	6	1
481	сводит к	1	1
482	от друга	1	1
483	но при	2	1
484	людей в	1	1
485	и служит	1	1
486	мир к	1	1
487	в собственном	1	1
488	характер и	1	1
489	в себя	3	1
490	культуры и	8	1
491	приводит к	2	1
492	и может	1	1
493	как с	1	1
494	он так	2	1
495	художественное творчество	1	1
496	времени и	6	1
497	было в	1	1
498	здесь как	1	1
499	с собой	1	1
500	еще в	1	1
501	разного рода	3	1
502	которого они	2	1
503	и всякого	1	1
504	на что	2	1
505	объяснения из	1	1
506	стремление к	2	1
507	средством для	1	1
508	в тех	3	1
509	из основных	2	1
510	о нем	3	1
511	приближается к	1	1
512	и сложных	1	1
513	произведение это	1	1
514	можно сказать	2	1
515	основе своей	2	1
516	все его	1	1
517	они принадлежат	1	1
518	и во	3	1
519	те элементы	1	1
520	всех народов	1	1
521	достаточно назвать	1	1
522	сильнее и	1	1
523	только такие	1	1
524	есть с	1	1
525	истолкование и	1	1
526	представления о	2	1
527	искусства он	1	1
528	это приводит	1	1
529	и она	1	1
530	начала с	1	1
531	и лессинг	1	1
532	самой природе	1	1
533	всего могут	1	1
534	важное значение	1	1
535	с ними	1	1
536	языка на	1	1
537	беда в	1	1
538	и вторую	1	1
539	эти источники	1	1
540	образа в	1	1
541	где они	3	1
542	до наших	1	1
543	же и	1	1
544	в таких	2	1
545	конечно не	1	1
546	этом что	1	1
547	стоит на	1	1
548	основе его	2	1
549	от других	1	1
550	все признаки	1	1
551	такое определение	1	1
552	его и	1	1
553	за ним	1	1
554	между обоими	1	1
555	был бы	1	1
556	для него	5	1
557	и та	1	1
558	прежде всего	11	1
559	не совпадают	1	1
560	отнесена к	1	1
561	носит характер	1	1
562	не о	1	1
563	случае не	1	1
564	человек как	1	1
565	людей не	1	1
566	его историческому	1	1
567	не просто	3	1
568	ее на	1	1
569	встречаемся с	1	1
570	не отделено	1	1
571	и материал	1	1
572	чтобы убедиться	1	1
573	к совершенно	1	1
574	ней и	1	1
575	со стороны	1	1
576	леонардо да	2	1
577	именно в	1	1
578	их от	1	1
579	и прежде	3	1
580	он позволяет	1	1
581	фантазии и	1	1
582	нашего исследования	1	1
583	себя и	1	1
584	как мир	1	1
585	только к	1	1
586	в некоторых	2	1
587	что им	1	1
588	нужно сказать	4	1
589	века и	6	1
590	он только	1	1
591	мир от	2	1
592	первая из	1	1
593	жизнь в	1	1
594	так называемой	1	1
595	классового общества	1	1
596	да винчи	2	1
597	человеческой жизни	1	1
598	свое отражение	1	1
599	медленно и	1	1
600	что мы	2	1
601	ясное и	1	1
602	под влиянием	1	1
603	в связи	1	1
604	как именно	1	1
605	этой же	1	1
606	и освобождают	1	1
607	положения на	1	1
608	которое в	2	1
609	с конца	2	1
610	с общей	1	1
611	при переходе	1	1
612	одной стороны	2	1
613	и довольно	1	1
614	в той	5	1
615	всегда имеет	1	1
616	вокруг себя	1	1
617	для понимания	1	1
618	друг с	1	1
619	на свете	1	1
620	с животными	1	1
621	бросается в	1	1
622	и смерти	1	1
623	его творчество	1	1
624	еще раз	2	1
625	лишенный всякой	1	1
626	нет ничего	3	1
627	от нас	1	1
628	и вытесненные	1	1
629	переходим к	1	1
630	в более	3	1
631	чтения на	1	1
632	в область	1	1
633	или в	2	1
634	узком смысле	2	1
635	в результате	1	1
636	мира и	4	1
637	нам придется	2	1
638	от него	2	1
639	бы в	1	1
640	ни к	2	1
641	ее проявления	1	1
642	и наконец	2	1
643	лежит в	1	1
644	от всякого	2	1
645	а о	1	1
646	между ними	4	1
647	и эта	3	1
648	от своего	2	1
649	речи и	2	1
650	они еще	1	1
651	это и	1	1
652	он создает	1	1
653	имеет в	1	1
654	но еще	1	1
655	и другие	8	1
656	тем самым	1	1
657	к частному	1	1
658	к этому	1	1
659	они не	1	1
660	явственно обнаруживается	1	1
