N	2gram	Losev_Prob_3	Problemy
1	и в	44	46
2	то есть	34	40
3	и не	35	27
4	может быть	28	23
5	не может	7	19
6	как бы	9	19
7	в нем	9	17
8	в этом	17	16
9	не только	14	14
10	слова в	1	13
11	перед нами	8	12
12	как мы	8	12
13	но и	10	12
14	как и	10	12
15	и на	1	11
16	точки зрения	5	11
17	в одном	1	11
18	а не	18	11
19	в пределах	1	10
20	не в	13	10
21	и к	6	9
22	в самом	3	9
23	с точки	2	9
24	и все	3	9
25	в его	9	9
26	в том	21	9
27	вовсе не	37	9
28	прежде всего	3	9
29	до сих	2	8
30	сих пор	2	8
31	или в	4	8
32	еще не	5	7
33	в себе	8	7
34	и с	9	7
35	по себе	25	7
36	как раз	8	7
37	слова и	3	7
38	то же	13	6
39	никогда не	6	6
40	и он	1	6
41	хотя и	5	6
42	но в	12	6
43	к одному	1	6
44	ни в	8	6
45	но это	8	6
46	и его	5	6
47	в него	1	6
48	что он	9	6
49	только в	19	6
50	есть в	3	6
51	друг друга	2	6
52	и между	1	6
53	все это	5	6
54	в котором	2	5
55	ведь и	1	5
56	во всех	2	5
57	за пределы	5	5
58	при этом	4	5
59	особенно в	1	5
60	это не	9	5
61	в жизни	1	5
62	в то	9	5
63	в самой	2	5
64	это слово	1	5
65	если же	3	5
66	и сам	5	5
67	с самим	3	5
68	о том	6	5
69	если мы	16	5
70	мы находим	7	5
71	так как	9	5
72	у него	1	5
73	жизни и	6	5
74	например в	1	4
75	самом деле	3	4
76	в их	2	4
77	мы не	7	4
78	но не	3	4
79	как в	5	4
80	все же	6	4
81	кроме того	3	4
82	все эти	7	4
83	он не	8	4
84	таким образом	9	4
85	он и	2	4
86	том что	12	4
87	в этих	2	4
88	своего рода	1	4
89	у тургенева	2	4
90	раз и	4	4
91	в процессе	2	4
92	во всем	1	4
93	потому что	25	4
94	слова но	1	4
95	здесь не	8	4
96	так и	10	4
97	в виду	10	4
98	и здесь	5	4
99	и других	1	4
100	можно сказать	6	4
101	же и	4	4
102	уже не	7	4
103	уже в	3	4
104	мы можем	6	4
105	еще и	7	4
106	до конца	1	4
107	да и	5	4
108	и нет	2	4
109	то что	23	4
110	совершенно не	4	4
111	что в	8	4
112	но эти	1	4
113	одним из	1	3
114	также и	16	3
115	сам по	6	3
116	и это	9	3
117	возможны и	1	3
