N	2gram	Vygotskiy__5	KulturaY
1	и т	7	39
2	потому что	23	25
3	т п	3	24
4	и в	30	23
5	не только	16	20
6	в том	27	19
7	в этом	14	18
8	и не	6	16
9	было бы	5	15
10	так как	9	15
11	может быть	11	15
12	ни к	1	15
13	т д	3	14
14	точки зрения	7	14
15	все эти	2	12
16	если бы	11	12
17	у нас	4	12
18	в самом	14	12
19	но в	5	11
20	том что	21	11
21	того чтобы	20	11
22	в области	1	11
23	русском языке	1	10
24	по себе	7	10
25	в русском	1	10
26	а не	8	10
27	что в	24	10
28	самом деле	8	9
29	вопрос о	3	9
30	в сущности	12	9
31	хотя бы	3	9
32	то что	37	9
33	можно было	3	9
34	вовсе не	3	9
35	для того	20	9
36	не может	9	9
37	только потому	1	8
38	с точки	2	8
39	не в	8	8
40	и что	23	8
41	в качестве	2	8
42	уже не	1	8
43	прежде всего	4	8
44	с другой	9	8
45	что это	8	7
46	все же	7	7
47	в нашем	2	7
48	то обстоятельство	1	7
49	в силу	3	7
50	и с	2	7
51	не менее	1	7
52	обстоятельство что	1	7
53	но и	6	7
54	с помощью	2	7
55	другой стороны	5	7
56	то же	7	6
57	и на	3	6
58	но не	7	6
59	в этой	5	6
60	слово это	1	6
61	да и	1	6
62	это не	3	6
63	по крайней	1	6
64	речи в	1	6
65	ту же	2	6
66	между тем	1	6
67	крайней мере	1	6
68	этот вопрос	4	6
69	вопроса о	2	6
70	слова в	1	6
71	что не	1	6
72	что мы	11	6
73	в речи	1	6
74	и то	9	5
75	мы имеем	8	5
76	зависимости от	7	5
77	еще не	5	5
78	целый ряд	3	5
79	должна быть	2	5
80	по существу	2	5
81	и вот	2	5
82	что все	6	5
83	об этом	3	5
84	и тем	6	5
85	несмотря на	5	5
86	и здесь	6	5
87	не могут	3	5
88	ясно что	6	5
89	приводит к	2	5
90	в его	4	5
91	один из	5	5
92	тот же	3	5
93	что он	17	5
94	только в	5	5
95	должен быть	2	5
96	речь в	2	5
97	само по	2	5
98	там где	4	5
99	вместе с	12	5
100	как это	7	5
101	что же	1	5
102	этого слова	1	5
103	все это	2	5
104	этом смысле	2	5
105	таким образом	20	5
106	речи и	1	5
107	во всяком	1	5
108	в зависимости	6	4
109	в данном	3	4
110	со стороны	3	4
111	перед нами	2	4
112	хотя и	1	4
113	если мы	16	4
114	на то	17	4
115	в нем	7	4
116	так и	3	4
117	но все	2	4
118	на этой	1	4
119	должно быть	2	4
120	в то	2	4
121	но только	3	4
122	не имеет	1	4
123	ничего не	2	4
124	что на	3	4
125	к тому	8	4
126	и о	3	4
127	от того	4	4
128	или в	6	4
129	могут быть	8	4
130	можно сказать	2	4
131	для нас	3	4
132	в нашей	2	4
133	мы знаем	2	4
134	ни в	3	4
135	в конце	4	4
136	в них	4	4
137	в каком	3	4
138	не было	1	4
139	как бы	19	4
140	в результате	4	4
141	сказать что	9	4
142	была бы	3	4
143	к этому	3	4
144	так же	13	4
145	в сфере	1	3
146	того же	2	3
147	это и	2	3
148	что когда	2	3
149	что слово	1	3
150	как не	1	3
151	а только	1	3
152	не все	1	3
153	или иное	1	3
154	как в	3	3
155	данный момент	1	3
156	с этим	2	3
157	то или	1	3
158	так в	3	3
159	главным образом	1	3
160	он не	3	3
161	на этом	6	3
162	что она	6	3
163	еще одно	1	3
164	о которых	2	3
165	чем в	2	3
166	если и	1	3
167	что такое	1	3
168	в которые	1	3
169	то для	1	3
170	этого вопроса	1	3
171	знаем что	2	3
172	в процессе	1	3
173	казалось бы	4	3
174	и его	6	3
175	связи с	2	3
176	отличается от	2	3
177	всего в	1	3
178	что оно	6	3
179	как мы	5	3
180	в виду	4	3
181	в ней	4	3
182	здесь не	1	3
183	последнее время	1	3
184	а в	4	3
185	на это	1	3
186	для этого	9	3
187	сводится к	5	3
188	никак не	6	3
189	что и	3	3
190	в форме	2	3
191	в лучшем	3	3
192	конце концов	2	3
193	того что	8	3
194	уже в	6	3
195	же в	2	3
196	до конца	2	3
197	у него	3	3
198	как раз	13	3
199	тем что	6	3
200	именно в	6	3
201	различие между	1	3
202	из которых	4	3
203	лучшем случае	3	3
204	но для	1	3
205	в большей	2	3
206	этом отношении	3	3
207	но это	1	3
208	не знает	2	3
209	совершенно не	6	3
210	и это	8	3
211	гораздо более	2	3
212	смысле слова	1	2
213	речь идет	1	2
214	отношения к	2	2
215	же как	2	2
216	и потому	5	2
217	на самом	2	2
218	и есть	5	2
219	тем же	3	2
220	по преимуществу	2	2
221	и до	2	2
222	той же	3	2
223	для примера	1	2
224	что между	2	2
225	что если	6	2
226	на такие	1	2
227	конечно и	1	2
228	так называемые	1	2
229	бы сказать	2	2
230	мы будем	1	2
231	не то	1	2
232	конечном счете	1	2
233	ответ на	5	2
234	очевидно что	2	2
235	отличие от	2	2
236	не просто	1	2
237	что они	5	2
238	дает нам	1	2
239	в своем	6	2
240	что касается	2	2
241	и где	1	2
242	могли бы	4	2
243	этой цели	1	2
244	от этого	1	2
245	за собой	1	2
246	и если	6	2
247	при этом	8	2
248	не как	3	2
249	в корне	1	2
250	состоит в	3	2
251	за счет	1	2
252	в одну	1	2
253	могла бы	1	2
254	в другом	3	2
255	том случае	1	2
256	того или	1	2
257	заключается в	8	2
258	данном случае	3	2
259	только о	2	2
260	о характере	1	2
261	но уже	1	2
262	это положение	1	2
263	рядом с	5	2
264	все равно	2	2
265	с тем	8	2
266	как и	6	2
267	мы видели	1	2
268	мы с	3	2
269	что значит	1	2
270	как некоторое	1	2
271	бы на	2	2
272	и сейчас	3	2
273	в своей	4	2
274	в их	3	2
275	в отличие	2	2
276	в которых	2	2
277	данного речевого	1	2
278	только для	1	2
279	в отношении	2	2
280	что эта	4	2
281	она не	1	2
282	мало того	1	2
283	хотелось бы	1	2
284	может служить	1	2
285	в каждый	1	2
286	того как	2	2
287	но что	1	2
288	взглянуть на	1	2
289	под этим	1	2
290	и приводит	1	2
291	доказать что	1	2
292	должны быть	1	2
293	поставить вопрос	1	2
294	иметь в	3	2
295	свою очередь	1	2
296	на том	2	2
297	привести в	1	2
298	что у	3	2
299	что для	1	2
300	когда в	2	2
301	это только	3	2
302	по сравнению	4	2
303	мы в	1	2
304	и вообще	1	2
305	мы могли	4	2
306	язык и	1	2
307	после того	1	2
308	как у	1	2
309	в конечном	1	2
310	к нему	1	2
311	нуждается в	1	2
312	в глазах	2	2
313	вообще и	1	2
314	слов и	2	2
315	тех пор	2	2
316	с той	2	2
317	но так	1	2
318	которое было	1	2
319	мне кажется	3	2
320	с ними	1	2
321	отказ от	1	2
322	или же	1	2
323	их не	2	2
324	с одной	12	2
325	указывает что	5	2
326	конечно не	1	2
327	обстановки в	1	2
328	за этим	1	2
329	был бы	5	2
330	даже и	2	2
331	никогда не	9	2
332	и даже	2	2
333	на примере	4	2
334	сюда же	1	2
335	еще и	1	2
336	обратить внимание	2	2
337	этом слове	1	2
338	превращается в	1	2
339	на этот	3	2
340	которых мы	4	2
341	и следовательно	2	2
342	и вовсе	1	2
343	в частности	4	2
344	ни на	1	2
345	представить себе	2	2
346	мы говорим	1	2
347	так мы	1	2
348	в той	3	2
349	смысле этого	1	2
350	как будто	6	2
351	материал для	2	2
352	ли не	2	2
353	каждый данный	1	2
354	с этой	2	2
355	больше внимания	1	2
356	этом случае	2	2
357	и для	6	2
358	строится на	1	2
359	и от	1	2
360	о котором	6	2
361	чтобы понять	1	2
362	и все	4	2
363	мы должны	3	2
364	будто бы	1	2
365	все они	1	2
366	нам не	1	2
367	в свою	3	2
368	указывал что	1	2
369	или иного	1	2
370	себе не	2	2
371	в своих	5	2
372	по поводу	3	2
373	это в	3	2
374	мысль и	1	2
375	этой точки	1	2
376	совершенно справедливо	3	1
377	в такой	1	1
378	сам по	3	1
379	в сердце	2	1
380	совершенно новый	1	1
381	он может	1	1
382	к выполнению	1	1
383	на деле	8	1
384	показать что	12	1
385	которое мы	3	1
386	в котором	2	1
387	смысл этого	3	1
388	исходит из	4	1
389	едва ли	2	1
390	каком отношении	2	1
391	по его	3	1
392	а как	2	1
393	есть не	4	1
394	мы не	3	1
395	но никто	1	1
396	уверен что	1	1
397	contradictio in	1	1
398	in adjecto	1	1
399	к разряду	2	1
400	есть нечто	3	1
401	время что	1	1
402	время как	2	1
403	совпадает с	1	1
404	что иное	2	1
405	поэзии не	1	1
406	вместо того	1	1
407	мы и	1	1
408	с нашими	1	1
409	при сохранении	1	1
410	двух тем	1	1
411	себе что	1	1
412	и он	2	1
413	с большим	1	1
414	следовательно в	1	1
415	и говорить	1	1
416	большей частью	1	1
417	фактам но	1	1
418	способ выражения	1	1
419	я имею	1	1
420	мог бы	2	1
421	он был	2	1
422	на них	1	1
423	иное как	2	1
424	это действительно	2	1
425	столь же	1	1
426	с его	2	1
427	это имеет	1	1
428	как таковая	1	1
429	то мы	1	1
430	предположить что	2	1
431	истинный смысл	1	1
432	своего материала	2	1
433	правильно указывает	1	1
434	но как	1	1
435	по отношению	2	1
436	совершенно ясно	7	1
437	себе и	2	1
438	что так	1	1
439	нет и	1	1
440	не представляет	1	1
441	и нам	2	1
442	к сожалению	1	1
443	относится к	1	1
444	так что	3	1
445	меньше всего	3	1
446	идет о	1	1
447	несомненно что	2	1
448	общего с	1	1
449	что именно	5	1
450	под этой	1	1
451	как к	1	1
452	мы имели	1	1
453	противоречие в	1	1
454	как вполне	1	1
455	кто не	1	1
456	себе совершенно	1	1
457	и как	7	1
458	говорит что	6	1
459	что по	2	1
460	до тех	2	1
461	и к	4	1
462	в каком-то	1	1
463	не кажется	2	1
464	то в	1	1
465	характер как	1	1
466	в себя	2	1
467	себе как	1	1
468	в которой	3	1
