N	3gram	Propp_Isto_3	Myslijsy
1	сами по себе	1	7
2	во всяком случае	2	7
3	в том что	5	7
4	в свою очередь	1	6
5	тем не менее	5	5
6	подобно тому как	1	4
7	до сих пор	5	4
8	в то время	2	4
9	в том смысле	1	4
10	на то что	1	3
11	об одном из	1	3
12	то время как	2	3
13	с одной стороны	2	3
14	смысле этого слова	1	3
15	но тем не	2	3
16	и т д	15	3
17	а не с	1	2
18	на самом деле	1	2
19	в таком случае	1	2
20	после того как	1	2
21	в чем состоит	1	2
22	том смысле как	1	2
23	того что они	1	2
24	не менее они	1	2
25	в некоторых случаях	3	2
26	с другой стороны	7	2
27	то же в	1	2
28	не может быть	1	2
29	с самого начала	1	2
30	потому что как	1	1
31	которое и в	1	1
32	состоит в том	2	1
33	и той же	1	1
34	друг другу и	1	1
35	с одним из	2	1
36	у нас в	1	1
37	друг от друга	1	1
38	и в других	2	1
39	что в некоторых	1	1
40	из того что	1	1
41	с тем что	1	1
42	на этом основано	1	1
43	нет но он	1	1
44	с этой точки	1	1
45	вместе с тем	1	1
46	чем перейти к	2	1
47	но в таком	1	1
48	можно заметить что	1	1
49	как и в	2	1
50	один из них	1	1
51	тогда как при	1	1
52	этом случае мы	1	1
53	образом мы можем	1	1
54	все же не	1	1
55	в связи с	3	1
56	не только на	1	1
57	чтобы убедиться что	1	1
58	в этом случае	5	1
59	о том что	2	1
60	ничего общего с	1	1
61	в одном из	2	1
62	что и в	2	1
63	но все же	2	1
64	мы знаем что	1	1
65	на мысль что	1	1
66	может быть объяснен	1	1
67	из приведенных примеров	1	1
68	видно из того	1	1
69	в большинстве случаев	1	1
70	одной и той	1	1
71	во многих случаях	1	1
72	мы до сих	1	1
73	известно что в	2	1
74	мы видели что	3	1
