N	2gram	Propp_Russ_2	Formalny
1	т е	24	32
2	и не	1	30
3	и в	29	27
4	может быть	13	25
5	не может	5	24
6	так и	1	21
7	и его	1	19
8	в этом	11	18
9	таким образом	6	18
10	а не	4	17
11	то же	4	15
12	в нем	1	15
13	и пр	2	15
14	на самом	2	14
15	как и	11	14
16	не в	4	12
17	если бы	1	12
18	и т	5	11
19	в самом	1	11
20	и от	3	11
21	место в	1	10
22	но и	8	10
23	не только	10	9
24	как его	1	9
25	так как	13	9
26	так же	4	9
27	отнюдь не	1	8
28	как бы	18	8
29	при этом	6	8
30	входит в	1	8
31	как мы	3	8
32	в пределах	1	8
33	только в	1	8
34	как раз	1	8
35	то что	5	8
36	и все	4	8
37	что в	22	8
38	с тем	6	7
39	не менее	2	7
40	потому что	5	7
41	его в	8	7
42	между тем	3	7
43	в его	1	7
44	в том	22	7
45	для них	2	7
46	там где	2	7
47	все это	10	7
48	совершенно не	2	7
49	в то	2	7
50	здесь и	1	6
51	еще не	6	6
52	но в	5	6
53	все эти	3	6
54	т д	5	6
55	в своей	2	6
56	и ее	2	6
57	всяком случае	1	6
58	все время	1	6
59	было бы	3	6
60	в литературе	1	6
61	что он	1	6
62	с другой	2	6
63	вместе с	6	6
64	в данном	6	6
65	все же	2	6
66	и для	2	6
67	в своих	2	6
68	во всяком	1	6
69	совсем не	2	5
70	но не	5	5
71	в одной	1	5
72	независимо от	1	5
73	что именно	1	5
74	так сказать	1	5
75	того чтобы	6	5
76	сводится к	1	5
77	в ней	1	5
78	что они	1	5
79	никогда не	2	5
80	связи с	2	5
81	друг друга	3	5
82	тем что	3	5
83	и потому	1	5
84	тому как	3	5
85	не является	1	5
86	другой стороны	1	5
87	можно говорить	1	4
88	мы не	6	4
89	он был	1	4
90	как в	7	4
91	и как	2	4
92	подобно тому	3	4
93	данном случае	7	4
94	в ее	3	4
95	том что	22	4
96	она не	3	4
97	тогда когда	4	4
98	и является	1	4
99	могут быть	2	4
100	следовательно и	1	4
101	о том	9	4
102	связь между	2	4
103	же и	1	4
104	уже в	1	4
105	в большинстве	1	4
106	только на	1	4
107	для того	6	4
108	прежде всего	2	4
109	смысла и	1	4
110	до конца	3	4
111	мы видели	7	4
112	как это	4	4
113	между собой	2	4
114	из этого	2	4
115	одним из	2	3
116	же как	4	3
117	мы уже	1	3
118	мы и	1	3
119	в виду	2	3
120	стороны его	1	3
121	и на	6	3
122	в которых	4	3
123	во всех	3	3
124	а и	2	3
125	нет и	1	3
126	нового и	1	3
127	что это	3	3
128	не следует	1	3
129	и с	10	3
130	это не	5	3
131	ее в	8	3
132	в этих	3	3
133	и более	1	3
134	как от	1	3
135	в основе	1	3
136	для нас	6	3
137	этом отношении	1	3
138	оно не	1	3
139	еще в	2	3
140	жизнь и	2	3
141	и что	5	3
142	можно сказать	1	3
143	их в	4	3
144	в них	4	3
145	и следовательно	1	3
146	в него	2	3
147	в какой	1	3
148	уже не	4	3
149	в конце	1	3
150	у нас	4	3
151	не на	1	3
152	того что	3	3
153	жизни в	2	3
154	сказать что	1	3
155	имеет место	1	3
156	всех других	1	3
157	и эта	1	3
158	ту же	1	2
159	человека и	1	2
160	в такой	1	2
161	а иногда	2	2
162	он может	1	2
163	это и	2	2
164	в котором	3	2
165	с таким	1	2
166	из своих	1	2
167	так чтобы	2	2
168	совпадает с	1	2
169	говорить о	1	2
170	в полной	1	2
171	они вместе	1	2
172	так называемые	1	2
173	и сами	1	2
174	видели что	4	2
175	очевидно что	2	2
176	отличие от	3	2
177	эта связь	2	2
178	в своем	1	2
179	стороны и	1	2
180	не являются	1	2
181	увидим что	1	2
182	от этого	1	2
183	из этих	2	2
184	в этой	3	2
185	только один	1	2
186	как он	1	2
187	вообще не	1	2
188	что она	3	2
189	главным образом	3	2
190	всех этих	1	2
191	на земле	5	2
192	на этом	3	2
193	именно это	1	2
194	же а	2	2
195	от одного	1	2
196	уже знаем	1	2
197	из нее	2	2
198	не понимают	1	2
199	для чего	1	2
200	ни с	1	2
201	такой же	1	2
202	и тогда	1	2
203	в эту	3	2
204	том как	1	2
205	или точнее	1	2
206	таким же	1	2
207	бы к	1	2
208	не от	1	2
209	в отличие	3	2
210	в основном	1	2
211	но эта	1	2
212	однако в	1	2
213	что этот	1	2
214	и очень	1	2
215	виду что	1	2
216	как о	1	2
217	дело не	2	2
218	принадлежат к	2	2
219	дело в	1	2
220	одна из	11	2
221	и притом	1	2
222	вытекает из	1	2
223	п в	12	2
224	тем не	2	2
225	из одного	1	2
226	и это	1	2
227	здесь не	1	2
228	так в	2	2
229	был бы	1	2
230	можно только	1	2
231	это только	1	2
232	могла быть	1	2
233	для этого	5	2
234	ничего не	1	2
235	на все	1	2
236	что каждый	1	2
237	или на	8	2
238	ее и	2	2
239	и во	1	2
240	что и	2	2
241	может иметь	1	2
242	и мир	1	2
243	но так	1	2
244	мы увидим	1	2
245	и действительно	1	2
246	должен быть	2	2
247	же он	1	2
248	не можем	2	2
249	от других	1	2
250	в данной	1	2
251	из них	4	2
252	превращаются в	1	2
253	случае с	1	2
254	же деле	2	2
255	без всякой	1	2
256	и даже	1	2
257	связаны с	3	2
258	и др	1	2
259	связано с	2	2
260	превращается в	1	2
261	самом же	2	2
262	а на	9	2
263	нет никаких	2	2
264	смысле этого	1	2
265	быть только	2	2
266	этого слова	1	2
267	а к	2	2
268	но это	1	2
269	от него	1	2
270	у них	2	2
271	мы должны	1	2
272	в целях	2	2
273	но если	3	2
274	к этому	5	2
275	в таком	4	2
276	также что	2	1
277	и через	3	1
278	и то	2	1
279	переход от	2	1
280	и до	1	1
281	объясняется и	1	1
282	с в	8	1
283	с теорией	1	1
284	мы имеем	6	1
285	исключительная принадлежность	1	1
286	в первый	1	1
287	нас важно	1	1
288	этом не	1	1
289	не была	1	1
290	происходило в	1	1
291	так именно	1	1
292	из того	1	1
293	это подтверждается	1	1
294	то это	1	1
295	это время	2	1
296	прав когда	2	1
297	нас важны	1	1
298	тем как	1	1
299	как у	1	1
300	бы герой	1	1
301	явлений и	1	1
302	не входит	1	1
303	значение и	1	1
304	только тогда	3	1
305	к слову	1	1
306	должны были	2	1
307	иногда и	2	1
308	он пишет	1	1
309	не просто	1	1
310	и чем	1	1
311	ни одна	1	1
312	с этим	2	1
313	совершенно очевидно	2	1
314	не это	1	1
315	в различные	1	1
316	в одних	1	1
317	к новому	1	1
318	в противном	1	1
319	кроме того	2	1
320	этом же	1	1
321	хотя и	1	1
322	в круг	1	1
323	следующим образом	5	1
324	понимал и	1	1
325	не связаны	1	1
326	та же	2	1
327	вопрос почему	1	1
328	чем больше	1	1
329	более подробно	1	1
330	что так	1	1
331	остановиться на	1	1
332	идет речь	1	1
333	на то	1	1
334	не могла	1	1
335	и если	1	1
336	различные формы	1	1
337	не к	2	1
338	по существу	4	1
339	новой форме	1	1
340	и по	3	1
341	так например	1	1
342	в нее	1	1
343	на этих	1	1
344	но все	1	1
345	исходя из	1	1
346	а вместе	1	1
347	в одну	1	1
348	не будет	1	1
349	указывали на	1	1
350	значение в	1	1
351	и обратно	1	1
352	знает что	1	1
353	того или	1	1
354	на какую-то	1	1
355	с другими	3	1
356	быть не	1	1
357	чаще всего	1	1
358	еще одно	1	1
359	к теории	1	1
360	нет в	1	1
361	сущность ее	1	1
362	с этой	2	1
363	быть принята	1	1
364	двух направлениях	1	1
365	или из	1	1
366	чем в	2	1
367	в развитии	1	1
368	должно быть	2	1
369	выражение в	1	1
370	который как	1	1
371	на первый	3	1
372	в первую	1	1
373	нужно было	1	1
374	что между	1	1
375	и при	2	1
376	в их	2	1
377	она в	1	1
378	могло бы	1	1
379	на место	1	1
380	ищут в	1	1
381	самого объекта	1	1
382	к новой	1	1
383	в другие	4	1
384	но он	3	1
385	том же	4	1
386	и форма	1	1
387	нечто вроде	2	1
388	с ним	1	1
389	нее можно	1	1
390	что эта	1	1
391	совершаются на	1	1
392	того как	2	1
393	или другие	1	1
394	как таковых	1	1
395	религии в	1	1
396	на него	1	1
397	когда они	2	1
398	иметь в	1	1
399	говорят что	1	1
400	с религией	2	1
401	при всем	1	1
402	учения о	1	1
403	можно рассматривать	1	1
404	е не	1	1
405	звучит в	1	1
406	в момент	2	1
407	если он	2	1
408	во все	1	1
409	и другой	3	1
410	с полной	1	1
411	предыдущей главе	1	1
412	что при	2	1
413	вывод что	2	1
414	на основе	1	1
415	в в	1	1
416	в огромном	1	1
417	и этим	1	1
418	этого они	1	1
419	и совершенно	1	1
420	можно было	2	1
421	не с	2	1
422	мы приведем	2	1
423	оно как	2	1
424	не имеем	1	1
425	для него	1	1
426	в которые	1	1
427	и вообще	1	1
428	по теории	1	1
429	в коем	1	1
430	об этом	2	1
431	иногда без	1	1
432	и здесь	1	1
433	не был	2	1
434	форма более	1	1
435	настоящее время	1	1
436	за пределами	2	1
437	и объяснить	1	1
438	что его	1	1
439	там же	12	1
440	нас в	1	1
441	все в	2	1
442	те или	1	1
443	форм есть	1	1
444	места и	1	1
445	ему же	1	1
446	от них	1	1
447	и остаются	1	1
448	в форме	2	1
449	того в	2	1
450	в ту	1	1
451	не так	1	1
452	в современной	1	1
453	известно что	1	1
454	как например	3	1
455	быть и	1	1
456	но с	1	1
457	в двух	1	1
458	тот же	1	1
459	может произойти	1	1
460	и так	1	1
461	который в	1	1
462	и обновления	1	1
463	с одной	2	1
464	то почему	1	1
465	в эти	1	1
466	в качестве	3	1
467	человека с	1	1
468	так что	4	1
469	есть в	2	1
470	можно выразить	1	1
471	вопроса о	1	1
472	то и	4	1
473	же в	6	1
474	или даже	3	1
475	и других	3	1
476	или просто	2	1
477	е на	1	1
478	за ним	3	1
479	одно из	2	1
480	говорит о	2	1
481	себе в	1	1
482	в одном	1	1
483	чтобы она	1	1
484	и должна	1	1
485	для объяснения	2	1
486	случае не	1	1
487	должен был	3	1
488	в других	15	1
489	не противоречит	1	1
490	ней и	1	1
491	даже не	1	1
492	с другим	2	1
493	сюда же	2	1
494	именно в	4	1
495	здесь в	2	1
496	человека а	2	1
497	с той	1	1
498	выражено в	1	1
499	в природе	3	1
500	и затем	1	1
501	в середине	1	1
502	на ней	1	1
503	что для	3	1
504	к сожалению	1	1
505	не было	2	1
506	одной стороны	2	1
507	зависит от	1	1
508	а наоборот	3	1
509	целым рядом	1	1
510	в руках	2	1
511	о чем	4	1
512	этой игры	1	1
513	нужно иметь	1	1
514	или с	3	1
515	на который	1	1
516	для этой	3	1
517	если это	1	1
518	роли можно	1	1
519	кладут в	5	1
520	он тем	1	1
521	эта теория	4	1
522	не удается	1	1
523	в предыдущей	1	1
524	направление в	1	1
525	этих случаях	4	1
526	всегда бывают	1	1
527	не дают	1	1
528	в течение	2	1
529	пишет в	3	1
530	а потом	1	1
531	если эти	1	1
532	который он	1	1
533	этих форм	1	1
534	указывает что	1	1
535	в это	1	1
536	предположения что	1	1
537	на другое	1	1
538	было ни	1	1
539	этом случае	6	1
540	и о	3	1
541	только для	1	1
542	один из	2	1
543	под влиянием	1	1
544	этих же	1	1
545	тем и	2	1
546	этому образу	1	1
547	она может	1	1
548	не объясняет	3	1
549	есть одно	1	1
550	в настоящее	1	1
551	у некоторых	2	1
552	это так	1	1
553	же степени	1	1
554	же к	1	1
555	или не	1	1
556	есть уже	1	1
557	очень хорошо	1	1
558	все то	2	1
559	этих элементов	1	1
560	а в	9	1
561	е в	10	1
562	и начинается	1	1
563	время не	1	1
564	части как	1	1
565	всем этом	1	1
566	это в	2	1
