N	3gram	Medvedev_F_2	Vladivir
1	в том что	2	10
2	тем не менее	1	9
3	с точки зрения	7	6
4	вместе с тем	4	6
5	не может быть	10	6
6	более или менее	1	5
7	как раз и	3	5
8	что же касается	1	5
9	в конце концов	2	5
10	и в этом	5	5
11	в настоящее время	1	3
12	в этом смысле	2	3
13	только в том	1	3
14	бы то ни	1	3
15	в том случае	2	3
16	во всяком случае	5	3
17	с одной стороны	1	3
18	и в его	1	3
19	в то же	5	3
20	в отличие от	2	3
21	мы бы сказали	1	3
22	как мы видели	4	3
23	что и в	1	3
24	сводится к тому	1	2
25	то ни стало	2	2
26	иметь в виду	1	2
27	оно не может	1	2
28	но даже и	1	2
29	во что бы	1	2
30	на первый план	2	2
31	в таком случае	1	2
32	сам по себе	3	2
33	в этом отношении	7	2
34	то едва ли	1	2
35	и в то	3	2
36	том случае если	1	2
37	даже и не	2	2
38	что бы то	1	2
39	в данном случае	1	2
40	мы знаем в	1	2
41	так или иначе	1	2
42	в связи с	10	2
43	с другой стороны	3	2
44	как мы знаем	2	2
45	то же время	5	2
46	ничего общего с	1	2
47	едва ли можно	1	2
48	к тому что	2	2
49	что иное как	1	1
50	но как раз	1	1
51	но вовсе не	1	1
52	необходим критический анализ	1	1
53	эта проблема и	1	1
54	чтобы можно было	1	1
55	ровно ничего не	1	1
56	как и для	1	1
57	в виду что	1	1
58	что перед нами	1	1
59	но оно не	1	1
60	раз и не	1	1
61	в этом последнем	1	1
62	и ни на	1	1
63	в таком виде	1	1
64	в этом случае	1	1
65	до сих пор	1	1
66	и то и	2	1
67	сама по себе	1	1
68	в этой статье	2	1
69	и в дальнейшем	2	1
70	сказали не столько	1	1
71	только то что	1	1
72	как это было	2	1
73	с тем что	5	1
74	что в нем	2	1
75	дать более или	1	1
76	этом отношении он	1	1
77	а наоборот только	1	1
78	лишь постольку поскольку	2	1
79	и не в	2	1
80	может быть никаких	1	1
81	то и другое	2	1
82	по этому поводу	1	1
83	возникает вопрос о	1	1
84	в своей статье	3	1
85	может быть и	3	1
86	он тяготеет к	1	1
87	можно думать что	1	1
88	в этой области	1	1
89	не говоря уже	1	1
90	при помощи которой	1	1
91	все дело в	1	1
92	можно сказать так	1	1
93	в некоторых отношениях	1	1
94	он уже не	1	1
95	существенная роль в	1	1
96	в противном случае	1	1
97	все же не	1	1
98	то что он	1	1
99	то во всяком	1	1
100	той или другой	1	1
101	тем обстоятельством что	1	1
102	не в плане	1	1
103	каждое из этих	1	1
104	раз и навсегда	1	1
105	мы не можем	1	1
106	хотя и на	1	1
107	здесь не может	1	1
108	это и есть	1	1
109	с самого начала	2	1
110	но все эти	1	1
111	в самом деле	5	1
112	постольку поскольку он	1	1
113	мы знаем что	1	1
114	для него является	1	1
115	но что же	1	1
116	бы сказали не	1	1
117	однако и здесь	1	1
118	в том смысле	3	1
119	не что иное	1	1
120	самом деле ведь	1	1
121	по этому вопросу	1	1
122	тем что в	1	1
123	для того чтобы	3	1
124	лишь в том	1	1
125	не характерна для	1	1
126	то несмотря на	1	1
127	теоретическими и практическими	1	1
