N	3gram	Voloshinov_2	Istorich
1	с другой стороны	1	8
2	с одной стороны	3	7
3	в этом случае	1	6
4	в том что	6	5
5	до сих пор	3	4
6	не только в	1	4
7	о том что	3	4
8	мы видели что	1	3
9	не может быть	10	3
10	но и в	2	2
11	как это делают	1	2
12	это далеко не	1	2
13	во всяком случае	2	2
14	по отношению к	8	2
15	но все же	1	2
16	мы уже знаем	2	2
17	как и в	1	2
18	как мы видели	3	2
19	в другом месте	1	1
20	на том что	1	1
21	что иное как	1	1
22	лицом к лицу	1	1
23	более или менее	2	1
24	и в особенности	1	1
25	в том числе	1	1
26	том что он	2	1
27	нам кажется что	1	1
28	одной стороны и	2	1
29	таким образом оказывается	1	1
30	и не может	3	1
31	в таком случае	3	1
32	в зависимости от	2	1
33	мы перейдем к	1	1
34	что все эти	1	1
35	таким образом в	1	1
36	с тем что	1	1
37	том числе и	1	1
38	а иногда и	2	1
39	то или иное	1	1
40	нет места для	1	1
41	одно и то	3	1
42	в противоречие с	1	1
43	а именно к	1	1
44	и то же	3	1
45	обстоит дело с	1	1
46	на первых порах	1	1
47	а с другой	1	1
48	так или иначе	1	1
49	мы уже говорили	1	1
50	в этом направлении	1	1
51	и в том	1	1
52	соответствии с этим	1	1
53	независимо от того	1	1
54	так и в	1	1
55	врагов на которых	1	1
56	как мы только	1	1
57	обычно вовсе не	1	1
58	и тем более	1	1
59	не менее в	1	1
60	можно сказать что	1	1
61	на то что	2	1
62	не что иное	1	1
63	и небо и	1	1
64	тем не менее	1	1
65	друг с другом	1	1
66	для того чтобы	6	1
67	здесь как и	1	1
68	в себе не	1	1
69	смысле этого слова	4	1
70	мы только что	1	1
71	в более или	1	1
