N	3gram	Bakhtin_Pr_2	KulturaY
1	в том что	4	10
2	можно было бы	1	9
3	с точки зрения	9	8
4	для того чтобы	1	8
5	в самом деле	3	7
6	с другой стороны	1	7
7	по крайней мере	2	6
8	в этом смысле	5	5
9	само по себе	2	5
10	тем не менее	1	5
11	в зависимости от	3	4
12	не только в	1	4
13	не может быть	6	4
14	большей или меньшей	1	3
15	в лучшем случае	1	3
16	в этом отношении	2	3
17	в большей или	1	3
18	в конце концов	3	3
19	или меньшей степени	1	3
20	то же время	3	3
21	в то же	3	3
22	на самом деле	1	2
23	в этом случае	1	2
24	хотя бы и	2	2
25	в наше время	1	2
26	на этот вопрос	1	2
27	может быть только	2	2
28	так же как	3	2
29	в нашем смысле	1	2
30	в отличие от	1	2
31	и в том	2	2
32	в свое время	2	2
33	по себе не	1	2
34	этой точки зрения	2	2
35	и в самом	2	2
36	но все же	2	2
37	можно сказать что	2	2
38	на то что	2	2
39	в том смысле	1	1
40	сих пор еще	1	1
41	хотя и не	1	1
42	то что я	1	1
43	идея как принцип	1	1
44	прежде всего в	1	1
45	дело в том	1	1
46	и с болью	1	1
47	а прежде всего	1	1
48	более широкое значение	1	1
49	в том и	1	1
50	не в них	1	1
51	в частности и	1	1
52	до сих пор	2	1
53	в своей книге	1	1
54	мне кажется что	1	1
55	что он не	1	1
56	потому что у	2	1
57	конечно не может	1	1
58	не было бы	1	1
59	все те же	1	1
60	но он не	1	1
61	том что так	1	1
62	ту же мысль	1	1
63	это вовсе не	2	1
64	в той мере	1	1
65	не понимает что	1	1
66	что все это	1	1
67	и той же	1	1
68	не укладываются в	1	1
69	и в других	1	1
70	что по всей	1	1
71	то время как	1	1
72	том что мы	1	1
73	не находится в	1	1
74	в данном случае	1	1
75	сами по себе	1	1
76	не потому что	1	1
77	в противоречии с	1	1
78	смысле этого слова	2	1
79	своей книге о	1	1
80	по сравнению с	2	1
81	отношение к слову	1	1
82	по природе своей	1	1
83	точки зрения а	1	1
84	всю свою жизнь	1	1
85	в статьях и	1	1
86	но не только	1	1
87	но только в	1	1
88	мере в какой	1	1
89	как только она	1	1
90	в каком смысле	1	1
91	уже с самого	1	1
92	и еще не	1	1
93	что же это	1	1
94	от того кто	1	1
95	ни в каком	1	1
96	так как и	1	1
97	только может быть	1	1
98	потому что не	1	1
99	но с другой	1	1
100	и некоторые другие	1	1
101	в то время	1	1
102	данном случае в	1	1
103	о том что	3	1
104	ничего общего с	1	1
105	все должно быть	1	1
106	в сущности не	1	1
107	с самого начала	1	1
108	это в сущности	1	1
109	в большинстве случаев	2	1
110	одной и той	1	1
111	той мере в	1	1
112	тех или иных	1	1
113	потому что она	1	1
114	сама по себе	5	1
115	в предисловии к	1	1
116	таким образом в	2	1
117	при этом совершенно	1	1
118	то же что	2	1
119	и до конца	4	1
120	потому что они	2	1
121	к тому же	1	1
122	как мы видели	3	1
