N	2gram	Vygotskiy__3	NovoeSre
1	а не	7	17
2	и в	38	16
3	не может	7	16
4	совсем не	3	12
5	и не	10	11
6	и есть	1	10
7	что в	20	9
8	как не	1	8
9	в том	25	8
10	жизни и	1	8
11	он не	6	8
12	в этом	13	7
13	к новому	1	7
14	может быть	19	7
15	не будет	1	7
16	как и	8	7
17	это есть	2	7
18	высшей степени	1	6
19	с его	1	6
20	не в	12	6
21	ни в	3	6
22	в высшей	1	6
23	никогда не	4	6
24	но это	3	6
25	должен быть	3	5
26	с ее	2	5
27	в ней	15	5
28	и к	3	5
29	не только	12	5
30	в жизни	1	5
31	все это	3	5
32	в нем	4	5
33	большую роль	1	4
34	о том	6	4
35	и мы	13	4
36	наше время	2	4
37	в час	1	4
38	в них	3	4
39	то что	35	4
40	это не	1	4
41	не было	1	4
42	должно быть	1	4
43	и потому	1	4
44	по своему	4	4
45	и для	4	4
46	не имеет	6	4
47	и все	10	4
48	потому что	14	4
49	с другой	7	3
50	в ее	7	3
51	должна быть	5	3
52	еще не	1	3
53	во всех	4	3
54	в истории	2	3
55	наряду с	3	3
56	как в	4	3
57	конечно не	4	3
58	к ним	3	3
59	подобно тому	1	3
60	перейти к	1	3
61	но и	5	3
62	это было	1	3
63	не есть	1	3
64	с тем	8	3
65	в своей	5	3
66	перейти от	1	3
67	растет и	2	3
68	тому как	1	3
69	она не	6	3
70	что такое	1	3
71	в наше	2	3
72	в основе	3	3
73	истории не	1	3
74	к тому	6	3
75	сказать что	4	3
76	и это	8	2
77	же как	1	2
78	силы и	1	2
79	это и	1	2
80	время как	4	2
81	роль в	1	2
82	не имеют	2	2
83	можно было	1	2
84	так и	1	2
85	к самой	2	2
86	мы не	5	2
87	и с	1	2
88	для этого	2	2
89	будет уже	1	2
90	я не	5	2
91	и что	18	2
92	и на	6	2
93	времени в	1	2
94	но не	1	2
95	которую она	1	2
96	в свои	1	2
97	все время	30	2
98	с этим	8	2
99	истории мы	1	2
100	хотя и	1	2
101	но в	3	2
102	все эти	4	2
103	с одной	6	2
104	это совсем	1	2
105	думать что	2	2
106	есть в	2	2
107	в себе	4	2
108	уже не	2	2
109	не могла	2	2
110	не будут	1	2
111	не к	3	2
112	том чтобы	1	2
113	у него	4	2
114	люди не	1	2
115	что она	16	2
116	и заключается	1	2
117	в одну	1	2
118	что все	3	2
119	нет и	1	2
120	и даже	4	2
121	зависит от	1	2
122	и было	1	2
123	том что	14	2
124	вместе с	5	2
125	так же	2	2
126	свои права	1	2
127	мы говорим	1	2
128	место в	3	2
129	мысли и	1	2
130	одной стороны	5	2
131	другой стороны	5	2
132	по существу	2	2
133	не могли	4	2
134	том и	2	2
135	как будто	4	2
136	как это	6	2
137	такой же	2	2
138	равно как	1	2
139	в то	3	2
140	одна из	4	2
141	в мировой	1	2
142	мысли в	1	2
143	того чтобы	9	2
144	в русском	1	2
145	хотя бы	2	2
146	все они	2	2
147	а в	7	2
148	я называю	1	2
149	ли это	2	2
150	заключается что	1	2
151	на гибель	2	2
152	когда мы	2	2
153	можно назвать	2	2
154	из ее	1	2
155	от этой	2	1
156	зависимость от	1	1
157	что образ	2	1
158	не имел	1	1
159	над нами	1	1
160	он может	2	1
161	этим будет	1	1
162	к таким	1	1
163	россию и	1	1
164	характер и	1	1
165	он требует	1	1
166	по преимуществу	2	1
167	как результат	1	1
168	и до	1	1
169	слова а	1	1
170	и этот	3	1
171	есть грех	1	1
172	мы уже	7	1
173	учит нас	1	1
174	ли это?	1	1
175	не с	1	1
176	и которые	3	1
177	к тем	3	1
178	человека это	1	1
179	с ним	2	1
180	нас и	1	1
181	можно сказать	1	1
182	о самом	1	1
183	оно есть	2	1
184	на себя	1	1
185	и другая	1	1
186	то это	2	1
187	под этим	2	1
188	в виду	4	1
189	зависимости от	1	1
190	это я	1	1
191	еще при	1	1
192	той роли	1	1
193	выходим из	1	1
194	же мере	2	1
195	на их	2	1
196	что его	2	1
197	в чем	1	1
198	не могу	2	1
199	и во	2	1
200	нет у	1	1
201	не могут	2	1
202	в которую	2	1
203	что никаких	1	1
204	понять что	1	1
205	в его	5	1
206	я думаю	1	1
207	эту природу	1	1
208	будут стремиться	2	1
209	отличие от	1	1
210	и только	3	1
211	как океан	1	1
212	и она	1	1
213	к которому	1	1
214	в своем	5	1
215	который составляет	1	1
216	говорит что	8	1
217	что он	11	1
218	только в	4	1
219	с душой	1	1
220	от этого	1	1
221	в самом	25	1
222	к чему	6	1
223	бы сказать	1	1
224	то время	2	1
225	он в	2	1
226	своей основе	1	1
227	из этих	3	1
228	в известном	1	1
229	для всех	2	1
230	человеке и	2	1
231	и хочет	1	1
232	это показывает	1	1
233	и у	1	1
234	дальше и	1	1
235	раньше чем	1	1
236	от других	1	1
237	замечательной речи	1	1
238	все другие	2	1
239	из них	6	1
240	к своим	2	1
241	все еще	1	1
242	для того	8	1
243	и их	1	1
244	всяком случае	2	1
245	и когда	5	1
246	в конце	2	1
247	друг друга	1	1
248	и начал	2	1
249	смысле как	1	1
250	тем что	3	1
251	заключает в	1	1
252	к той	1	1
253	в нее	2	1
254	вот что	1	1
255	ее жизни	1	1
256	и вместе	2	1
257	но все	1	1
258	это конечно	1	1
259	формы к	1	1
260	это значит	1	1
261	весь смысл	2	1
262	значение в	1	1
263	чего он	1	1
264	не должна	2	1
265	мир который	1	1
266	жизни от	1	1
267	том случае	1	1
268	ней и	1	1
269	из всех	3	1
270	пришли к	1	1
271	красота и	1	1
272	знает что	1	1
273	с другими	1	1
274	был в	1	1
275	было бы	12	1
276	сам себя	2	1
277	свою противоположность	1	1
278	себя и	1	1
279	в отличие	1	1
280	что не	3	1
281	эту двойственность	1	1
282	все слова	1	1
283	обратиться к	4	1
284	для них	1	1
285	превращается в	1	1
286	а на	1	1
287	они не	2	1
288	в этой	13	1
289	с большей	1	1
290	ничем не	1	1
291	имеют никакого	1	1
292	жизнь в	1	1
293	была уже	1	1
294	он стремится	1	1
295	отказаться от	1	1
296	когда она	3	1
297	что мы	1	1
298	ближе к	1	1
299	видим перед	1	1
300	он и	1	1
301	перед собой	2	1
302	и еще	1	1
303	в эту	2	1
304	в этих	2	1
305	было ее	1	1
306	уже давно	2	1
307	но если	4	1
308	и особенно	1	1
309	в такой	3	1
310	на это	3	1
311	и всеми	1	1
312	во времена	1	1
313	к себе	2	1
314	в котором	6	1
315	только для	3	1
316	что вся	1	1
317	рода и	1	1
318	мы в	2	1
319	одна сторона	1	1
320	не столько	1	1
321	двойственно и	1	1
322	у нас	2	1
323	переходит от	1	1
324	мы опять	1	1
325	в зависимости	1	1
326	но сам	2	1
327	в силу	2	1
328	а совсем	2	1
329	но он	2	1
330	о человеке	2	1
331	быть только	1	1
332	эту мысль	1	1
333	мы должны	1	1
334	и более	2	1
335	есть еще	1	1
336	их в	2	1
337	что этот	4	1
338	том смысле	2	1
339	быть не	2	1
340	в той	5	1
341	нас к	1	1
342	и вся	1	1
343	и очень	2	1
344	будто бы	1	1
345	нашего чувства	2	1
346	нет никакого	2	1
347	сих пор	5	1
348	так как	6	1
349	мы выходим	1	1
350	оба они	1	1
351	она могла	2	1
352	она должна	3	1
353	в сущности	10	1
354	уже будет	1	1
355	не по	1	1
356	и имеет	1	1
357	до сих	6	1
358	из их	1	1
359	если взять	1	1
360	того и	1	1
361	так много	1	1
362	никогда еще	1	1
363	бы он	1	1
364	или нет	1	1
365	к этой	2	1
366	к ней	2	1
367	тогда начинается	1	1
368	в зависимость	1	1
369	и его	6	1
370	или не	2	1
371	все более	2	1
372	они будут	1	1
373	сам собой	2	1
374	вступает в	1	1
375	что такова	1	1
376	гораздо больше	1	1
377	суровой и	1	1
378	в свою	4	1
379	и оно	1	1
380	от всех	1	1
381	того же	3	1
382	вступить в	1	1
383	жизни а	1	1
384	есть только	2	1
385	во все	1	1
386	есть и	1	1
387	и всех	1	1
388	отдельное и	1	1
389	в которой	5	1
390	протекает и	1	1
391	эти слова	2	1
