N	4gram	Vygotskiy__1	Hudozhes
1	в то же время	1	6
2	одно и то же	2	3
3	в том числе и	1	2
4	и в то же	1	2
5	приводит к тому что	1	2
6	не сама по себе	1	1
7	фонетической и семантической сторон	1	1
8	отношение человека к действительности	1	1
9	с этой точки зрения	1	1
10	в том что он	1	1
11	с другой стороны изучение	1	1
12	одном и том же	1	1
13	в одном и том	1	1
14	раз в том что	1	1
15	а с другой стороны	2	1
16	как раз в том	1	1
17	точно так же как	1	1
18	так же точно и	1	1
19	который в отличие от	1	1
