N	3gram	Losev_Prob_3	Literetu
1	в то же	4	9
2	не может быть	5	7
3	с одной стороны	1	6
4	в том что	9	5
5	с другой стороны	5	4
6	с точки зрения	2	3
7	в данном случае	7	3
8	в том чтобы	1	3
9	но с другой	2	3
10	речь идет о	1	3
11	о том что	3	2
12	в этом случае	5	2
13	по крайней мере	5	2
14	одно и то	3	2
15	и то же	4	2
16	поскольку речь идет	1	2
17	тем не менее	10	2
18	в сравнении с	2	2
19	не так как	1	2
20	это могло бы	1	1
21	в нашем понимании	1	1
22	но даже и	4	1
23	для нас как	1	1
24	то же самое	7	1
25	что же касается	4	1
26	нас как раз	1	1
27	что он не	1	1
28	в отличие от	2	1
29	самое можно сказать	1	1
30	бы то ни	4	1
31	только то что	2	1
32	из того что	1	1
33	можно было бы	3	1
34	а то и	1	1
35	и вовсе не	4	1
36	с этой точки	1	1
37	и то что	7	1
38	даже и не	4	1
39	в основе данного	1	1
40	но это и	1	1
41	ничего общего с	2	1
42	писателя и читателя	1	1
43	в конце концов	3	1
44	имеет ничего общего	3	1
45	и не было	1	1
46	во всех этих	1	1
47	нам представляется что	1	1
48	это и не	3	1
49	себе а в	1	1
50	не имеет ничего	3	1
51	этой точки зрения	2	1
52	однако это не	1	1
53	мы не можем	1	1
54	имел в виду	1	1
55	сказать и о	1	1
56	на самом деле	2	1
57	то же в	1	1
58	то есть в	3	1
59	не только не	1	1
60	же самое можно	1	1
61	той или иной	8	1
62	то ни было	3	1
63	как это могло	1	1
64	к тому что	1	1
65	тех или иных	4	1
66	вовсе не является	2	1
67	для того чтобы	1	1
68	и не является	1	1
69	а не так	1	1
70	в себе не	1	1
71	для этого необходимо	1	1
72	как мы видели	2	1
