N	2gram	Vygotskiy__5	FransuaR
1	и в	30	41
2	то есть	13	24
3	и т.п	1	19
4	мы уже	6	18
5	во всех	2	17
6	таким образом	20	17
7	в нем	7	16
8	и с	2	16
9	и его	6	13
10	но и	6	13
11	в этом	14	12
12	как мы	5	12
13	все эти	2	11
14	все это	2	11
15	в самом	14	10
16	не только	16	10
17	так как	9	10
18	и др	1	10
19	прежде всего	4	10
20	то что	37	10
21	и на	3	9
22	во время	1	9
23	в образах	2	9
24	о том	10	9
25	здесь в	1	9
26	и все	4	9
27	здесь и	1	8
28	в сущности	12	8
29	но в	5	8
30	в этой	5	8
31	никогда не	9	8
32	и до	2	7
33	в них	4	7
34	как и	6	7
35	том что	21	7
36	в его	4	7
37	вовсе не	3	7
38	у него	3	7
39	связаны с	1	7
40	как бы	19	7
41	что в	24	7
42	например в	1	6
43	в то	2	6
44	один из	5	6
45	мы видим	8	6
46	с помощью	2	6
47	вместе с	12	6
48	в следующей	1	6
49	или в	6	6
50	сказать что	9	6
51	что он	17	6
52	и он	2	5
53	с его	2	5
54	в ее	3	5
55	в своем	6	5
56	что это	8	5
57	в себе	5	5
58	человеческого тела	1	5
59	то же	7	5
60	той же	3	5
61	рядом с	5	5
62	еще в	2	5
63	но он	3	5
64	во всем	2	5
65	тем что	6	5
66	все то	2	5
67	так и	3	5
68	и что	23	5
69	из них	2	5
70	в одном	2	5
71	там где	4	5
72	между собою	1	5
73	так же	13	5
74	в той	3	5
75	одним из	1	4
76	того же	2	4
77	самом деле	8	4
78	конечно и	1	4
79	в ней	4	4
80	он был	2	4
81	как в	3	4
82	и как	7	4
83	и наконец	3	4
84	та же	1	4
85	а затем	2	4
86	в другом	3	4
87	не в	8	4
88	даже в	1	4
89	но они	1	4
90	в основе	7	4
91	того чтобы	20	4
92	все же	7	4
93	у нас	4	4
94	и вообще	1	4
95	другом месте	1	4
96	все время	20	4
97	тот же	3	4
98	всех его	1	4
99	с одной	12	4
100	именно на	5	4
101	уже в	6	4
102	в результате	4	4
103	в котором	2	4
104	и даже	2	4
105	с другой	9	4
106	именно в	6	4
107	одной стороны	12	4
108	и от	1	4
109	о котором	6	4
110	в большей	2	4
111	а в	4	4
112	не может	9	4
113	из этого	2	4
114	все что	1	4
115	говорили о	1	3
116	вместо того	1	3
117	первый план	3	3
118	в чем	1	3
119	как у	1	3
120	мы будем	1	3
121	в одной	2	3
122	с этим	2	3
123	перед нами	2	3
124	при этом	8	3
125	характер в	1	3
126	было бы	5	3
127	на первый	2	3
128	и их	1	3
129	нас не	2	3
130	уже сказали	1	3
131	к этим	2	3
132	своего героя	2	3
133	когда они	1	3
134	потому что	23	3
135	только с	1	3
136	этом отношении	3	3
137	мы встречаем	1	3
138	есть только	2	3
139	как один	1	3
140	котором мы	3	3
141	никак не	6	3
142	до сих	5	3
143	к нему	1	3
144	романа в	1	3
145	в него	4	3
146	того что	8	3
147	одной из	1	3
148	мы увидим	9	3
149	только в	5	3
150	поэтому и	1	3
151	конечно не	1	3
152	в начале	1	3
153	что не	1	3
154	связано с	1	3
155	и самый	2	3
156	времена года	1	3
157	не были	1	3
158	в данном	3	3
159	в первой	1	3
160	и смерти	1	3
161	и не	6	3
162	с этой	2	3
163	сих пор	5	3
164	но это	1	3
165	не мог	1	3
166	сцены в	1	3
167	и для	6	3
168	между ними	2	3
169	жизни и	6	3
170	в искусстве	6	3
171	связана с	1	2
172	и то	9	2
173	это и	2	2
174	из самых	2	2
175	с точки	2	2
176	должна быть	2	2
177	мы не	3	2
178	есть нечто	3	2
179	но уже	1	2
180	из того	3	2
181	но не	7	2
182	что они	5	2
183	в центре	2	2
184	точки зрения	7	2
185	что именно	5	2
186	дает нам	1	2
187	искусстве и	3	2
188	стороны и	4	2
189	и различные	1	2
190	хотя и	1	2
191	и отчасти	1	2
192	он в	2	2
193	и тот	1	2
194	как он	2	2
195	так сказать	1	2
196	на его	3	2
197	он не	3	2
198	в корне	1	2
199	на этом	6	2
200	находит себе	3	2
201	как они	2	2
202	что все	6	2
203	значение в	1	2
204	заключается в	8	2
205	же мотив	1	2
206	повод для	3	2
207	самый характер	1	2
208	он является	2	2
209	мы видели	1	2
210	одного и	2	2
211	был бы	5	2
212	из этих	3	2
213	и сейчас	3	2
214	в своей	4	2
215	представление о	1	2
216	страх и	2	2
217	из области	1	2
218	мы находим	2	2
219	но эта	1	2
220	их в	1	2
221	для этого	9	2
222	и очень	1	2
223	тогда когда	1	2
224	что их	2	2
225	находятся в	3	2
226	так что	3	2
227	как она	4	2
228	связи с	2	2
229	этих образов	1	2
230	превращается в	1	2
231	один раз	1	2
232	т.п и	1	2
233	к себе	1	2
234	не могут	3	2
235	в области	1	2
236	в эти	1	2
237	должен быть	2	2
238	данном случае	3	2
239	и этим	1	2
240	всех трех	2	2
241	и когда	9	2
242	времени и	3	2
243	в романе	2	2
244	рта в	1	2
245	что дело	2	2
246	что самая	1	2
247	внимание на	4	2
248	в значительной	1	2
249	между тем	1	2
250	и во	1	2
251	кажется что	1	2
252	сильнее и	1	2
253	говорит он	2	2
254	тем более	1	2
255	на которой	1	2
256	себя в	1	2
257	понятно что	2	2
258	переходит в	1	2
259	что если	6	2
260	никто не	1	2
261	в конце	4	2
262	каждый из	1	2
263	может быть	11	2
264	как раз	13	2
265	в форме	2	2
266	мы еще	1	2
267	если мы	16	2
268	до конца	2	2
269	которых мы	4	2
270	самого тела	1	2
271	а не	8	2
272	или с	2	2
273	и вовсе	1	2
274	в последней	1	2
275	в частности	4	2
276	прямо сказать	1	2
277	и потому	5	2
278	как это	7	2
279	внешнем мире	1	2
280	что мы	11	2
281	и часто	1	2
282	лицо и	2	2
283	в пределе	1	2
284	для нас	3	2
285	от него	4	2
286	в эту	1	2
287	бы в	5	2
288	в этих	3	2
289	еще более	1	2
290	для его	1	2
291	в том	27	2
292	все они	1	2
293	в эпосе	2	2
294	другой стороны	5	2
295	состоит из	1	2
296	от всех	1	2
297	что даже	2	2
298	сила и	1	2
299	здесь же	1	2
300	и другие	3	2
301	из четырех	1	2
302	этом совершенно	1	1
303	от этой	2	1
304	ту же	2	1
305	в сфере	1	1
306	переходит к	1	1
307	через которые	1	1
308	сам по	3	1
309	все остальное	1	1
310	на самом	2	1
311	он может	1	1
312	то в	1	1
313	тем же	3	1
314	из его	1	1
315	уже указывали	1	1
316	др в	1	1
317	с таким	2	1
318	в зависимости	6	1
319	в их	3	1
320	полагает что	3	1
321	смотреть на	3	1
322	указав на	1	1
323	для своего	1	1
324	это совершенно	2	1
325	уверен что	1	1
326	из своих	1	1
327	почти все	1	1
328	в литературном	1	1
329	он как	2	1
330	выражение так	1	1
331	совпадает с	1	1
332	роман в	1	1
333	то это	4	1
334	которая для	1	1
335	зависимости от	7	1
336	и говорить	1	1
337	еще не	5	1
338	на них	1	1
339	между собой	2	1
340	это действительно	2	1
341	тем как	1	1
342	основано на	1	1
343	весь характер	1	1
344	во внешнем	2	1
345	друг к	4	1
346	них всегда	1	1
347	видели что	1	1
348	о смерти	5	1
349	энергии и	3	1
350	по отношению	2	1
351	на которого	1	1
352	и никак	1	1
353	отношение к	1	1
354	себе и	2	1
355	не просто	1	1
356	нет и	1	1
357	есть просто	1	1
358	из важнейших	1	1
359	значение имеет	1	1
360	один и	1	1
361	уверенность в	1	1
362	на искусство	2	1
363	как говорит	4	1
364	мы дадим	1	1
365	и нет	1	1
366	первых двух	1	1
367	там же	1	1
368	этих чудесных	1	1
369	что нет	1	1
370	что когда	2	1
371	выражены в	1	1
372	что по	2	1
373	и к	4	1
374	более или	1	1
375	в действительности	1	1
376	следующим образом	2	1
377	ее здесь	1	1
378	искусство и	1	1
379	и хотя	2	1
380	о самом	1	1
381	в которой	3	1
382	точку зрения	1	1
383	в целом	5	1
384	самая крепкая	1	1
385	чем больше	3	1
386	находили в	1	1
387	в нашем	2	1
388	во многих	1	1
389	еще один	2	1
390	ни давали	1	1
391	движениях и	1	1
392	он делает	1	1
393	факторы этой	1	1
394	в итальянской	1	1
395	романа но	1	1
396	близким и	1	1
397	чувств и	4	1
398	между этими	1	1
399	подымается над	1	1
400	этот процесс	1	1
401	и если	6	1
402	по самому	2	1
403	при виде	1	1
404	именно то	4	1
405	он должен	8	1
406	в подлиннике	1	1
407	не как	3	1
408	и вот	2	1
409	события в	3	1
410	из виду	1	1
411	кажется нам	6	1
412	которые сопровождают	1	1
413	на земле	1	1
414	можно даже	1	1
415	образа и	1	1
416	с собой	1	1
417	именно это	4	1
418	но все	2	1
419	такого же	1	1
420	котором говорит	2	1
421	в каждом	2	1
422	выражение и	1	1
423	различие между	1	1
424	удовольствие от	1	1
425	момент и	1	1
426	на протяжении	1	1
427	в глазах	2	1
428	акта переходят	1	1
429	сейчас в	1	1
430	связываются с	1	1
431	он есть	1	1
432	и дает	1	1
433	мы сказали	1	1
434	должен был	4	1
435	три и	1	1
436	и тем	6	1
437	этом образе	1	1
438	здесь нет	1	1
439	в жизни	1	1
440	эти же	1	1
441	самом центре	1	1
442	далеко не	1	1
443	с тем	8	1
444	это до	1	1
