N	3gram	Tiupa_Anal_1	Vladivir
1	в том что	9	9
2	в связи с	1	8
3	во всяком случае	1	6
4	что же касается	1	5
5	по крайней мере	1	4
6	более или менее	1	3
7	с точки зрения	4	3
8	в отличие от	6	3
9	в то же	8	3
10	не в том	3	3
11	то же время	6	3
12	о том что	3	3
13	не говоря уже	1	2
14	том что он	2	2
15	в том же	1	2
16	говоря уже о	1	2
17	сам по себе	1	2
18	в данном случае	2	2
19	в том чтобы	7	2
20	не только в	1	2
21	так и не	1	2
22	в свою очередь	1	2
23	и все же	2	2
24	что иное как	5	1
25	да и в	1	1
26	тех пор пока	1	1
27	имеет дело с	1	1
28	оно может быть	1	1
29	а не с	1	1
30	и в частности	1	1
31	именно здесь в	1	1
32	уже потому что	1	1
33	в целом но	1	1
34	равно как и	1	1
35	духовного общения людей	1	1
36	но то что	1	1
37	также и в	1	1
38	в том числе	3	1
39	а в начале	1	1
40	можно утверждать что	1	1
41	как раз и	1	1
42	не было и	1	1
43	до сих пор	1	1
44	по возвращении в	1	1
45	бы то ни	3	1
46	с ним в	1	1
47	в этом отношении	2	1
48	в собственном смысле	1	1
49	в частности к	1	1
50	и ее систематизация	1	1
51	по себе в	1	1
52	единого и цельного	1	1
53	и не в	4	1
54	вместе с тем	1	1
55	если исходить из	1	1
56	как и следовало	1	1
57	но в то	2	1
58	едва ли он	1	1
59	том же году	1	1
60	и как бы	1	1
61	с ним и	1	1
62	не говоря о	1	1
63	еще а н	1	1
64	собственном смысле слова	1	1
65	не может быть	16	1
66	в свое время	2	1
67	далеко не все	1	1
68	в той же	1	1
69	во всех своих	1	1
70	вместе с ним	2	1
71	до тех пор	1	1
72	здесь как и	1	1
73	еще в году	1	1
74	содержат в себе	1	1
75	в самом деле	2	1
76	в течение всего	1	1
77	только тогда когда	1	1
78	в этом смысле	1	1
79	же касается самого	1	1
80	не что иное	4	1
81	в котором по	1	1
82	для того чтобы	3	1
83	в себе в	1	1
84	как нам представляется	1	1
85	к тому же	4	1
86	в отрыве от	2	1
87	и следовало ожидать	1	1
