N	2gram	Tiupa_Lite_2	Istorich
1	и в	19	28
2	и т	2	25
3	может быть	17	25
4	а не	20	15
5	не может	9	15
6	никогда не	3	14
7	мы имеем	1	13
8	для нас	2	13
9	то же	12	12
10	не только	8	12
11	что в	4	12
12	мы не	4	10
13	все же	2	10
14	и что	2	10
15	что он	3	10
16	но и	10	10
17	прежде всего	4	10
18	не в	4	9
19	так и	7	9
20	о том	2	9
21	то что	7	9
22	в том	10	9
23	и не	11	9
24	в этом	9	8
25	но в	2	8
26	что это	1	8
27	таким образом	1	8
28	не всегда	1	8
29	в царство	1	7
30	в ней	4	7
31	здесь мы	1	7
32	это не	1	7
33	еще не	2	7
34	и др	3	7
35	что мы	1	7
36	так же	1	7
37	том что	7	7
38	было бы	2	7
39	в этих	1	7
40	а в	3	7
41	в этой	3	6
42	это тоже	1	6
43	ни один	1	6
44	его в	1	6
45	тем не	2	6
46	не менее	6	6
47	к тому	1	6
48	что и	2	6
49	так как	3	6
50	в исторической	1	6
51	с другой	8	6
52	вместе с	5	6
53	когда он	1	6
54	должна быть	1	5
55	в своем	1	5
56	по существу	3	5
57	их в	1	5
58	на основе	1	5
59	можно было	1	5
60	восходит к	2	5
61	в его	4	5
62	но не	5	5
63	в качестве	5	5
64	в одном	2	5
65	к которому	1	5
66	ты не	1	5
67	не знает	2	5
68	другой стороны	4	5
69	героя в	2	5
70	ее в	1	5
71	и даже	8	4
72	и для	3	4
73	и на	6	4
74	как правило	3	4
75	не все	1	4
76	представляет собой	2	4
77	все эти	1	4
78	на то	1	4
79	и с	3	4
80	с тем	2	4
81	как и	10	4
82	даже в	4	4
83	в основе	2	4
84	находится в	1	4
85	связи с	1	4
86	здесь не	1	4
87	в пределах	1	4
88	так в	5	4
89	того что	5	4
90	с одной	7	4
91	потому что	2	4
92	так что	4	4
93	а именно	3	4
94	один из	4	4
95	одной стороны	6	4
96	могут быть	2	4
97	в путь	3	4
98	хотя бы	2	4
99	но это	3	4
100	обстоит дело	1	4
101	они не	1	4
102	начинается с	1	3
103	исходит из	1	3
104	я не	5	3
105	ему в	1	3
106	и он	3	3
107	по отношению	4	3
108	не просто	1	3
109	при этом	6	3
110	и по	1	3
111	на этом	2	3
112	это конечно	1	3
113	в другом	3	3
114	из них	2	3
115	не с	3	3
116	в их	3	3
117	в то	9	3
118	того как	1	3
119	однако это	1	3
120	же самое	1	3
121	как мы	1	3
122	в образе	1	3
123	для этого	2	3
124	в какой	2	3
125	во всем	1	3
126	должен был	1	3
127	и его	3	3
128	уже не	2	3
129	не можем	1	3
130	в начале	3	3
131	тем что	4	3
132	именно в	1	3
133	как это	2	3
134	из которых	2	3
135	наряду с	1	3
136	что же	1	3
137	отношению к	3	3
138	знает как	1	2
139	отношения к	1	2
140	одним из	3	2
141	же как	2	2
142	и потому	1	2
143	из всех	1	2
144	куда глаза	1	2
145	а для	1	2
146	не вполне	2	2
147	к своему	2	2
148	столь же	5	2
149	бы то	1	2
150	во всех	3	2
151	то он	1	2
152	ответ на	1	2
153	отличие от	1	2
154	относится к	1	2
155	как в	1	2
156	без другого	2	2
157	пути в	8	2
158	однако не	1	2
159	как уже	2	2
160	и как	3	2
161	в круг	1	2
162	в действительности	1	2
163	от этого	1	2
164	за собой	1	2
165	поэтому он	1	2
166	в целом	2	2
167	право на	3	2
168	не более	2	2
169	в себе	6	2
170	во многих	1	2
171	как он	2	2
172	в нем	3	2
173	он не	5	2
174	всех этих	1	2
175	он должен	1	2
176	и вот	1	2
177	том чтобы	3	2
178	то ни	1	2
179	а затем	2	2
180	а по	1	2
181	пути от	2	2
182	и мы	1	2
183	но уже	2	2
184	нет в	2	2
