N	2gram	Losev_Vlad_3	Vvedenie
1	и в	40	32
2	в том	18	31
3	в этом	16	30
4	том что	18	26
5	может быть	8	26
6	не только	25	22
7	для того	2	21
8	того чтобы	3	20
9	таким образом	11	19
10	также и	17	18
11	то что	28	16
12	потому что	11	15
13	так как	7	15
14	не может	14	14
15	но также	1	14
16	в самом	4	13
17	в нем	3	13
18	о том	11	13
19	со стороны	2	13
20	в их	2	12
21	в общем	1	12
22	в его	14	12
23	того что	7	12
24	только в	13	12
25	и не	25	12
26	как на	3	12
27	как мы	8	11
28	в ее	1	11
29	ясно что	1	11
30	в данном	5	11
31	что в	17	10
32	то же	4	9
33	в истории	5	9
34	и как	7	9
35	но в	4	9
36	по себе	6	9
37	как об	1	9
38	этом смысле	3	9
39	науки о	1	8
40	а только	7	8
41	это не	3	8
42	не в	3	8
43	тем не	10	8
44	не менее	9	8
45	с другой	5	8
46	именно в	3	8
47	самом деле	1	7
48	вопрос о	4	7
49	но не	4	7
50	все же	4	7
51	было бы	4	7
52	точки зрения	13	7
53	можно было	5	7
54	как нечто	3	7
55	прежде всего	10	7
56	только как	1	7
57	смысле слова	6	6
58	и это	6	6
59	из этих	3	6
60	как он	1	6
61	его в	2	6
62	с тем	7	6
63	как и	7	6
64	представить себе	1	6
65	вовсе не	13	6
66	в то	7	6
67	в качестве	3	6
68	же время	2	6
69	тем что	5	6
70	не могут	2	6
71	не трудно	1	6
72	один из	1	6
73	и его	10	6
74	в руки	1	6
75	и даже	6	6
76	до сих	1	6
77	но и	18	6
78	а именно	12	6
79	сих пор	1	6
80	все это	1	6
81	хотя бы	6	6
82	в целом	2	5
83	иное как	1	5
84	с их	3	5
85	об этом	6	5
86	на почве	2	5
87	и тем	3	5
88	данном случае	2	5
89	в них	1	5
90	но если	5	5
91	в которых	1	5
92	сказать что	12	5
93	быть в	2	5
94	как например	2	5
95	так что	14	5
96	уже в	3	5
97	не есть	10	5
98	представляют собой	1	5
99	на этот	1	5
100	а не	8	5
101	по своему	1	5
102	она есть	1	5
103	в течение	4	5
104	как бы	3	5
105	другой стороны	2	5
106	есть и	4	5
107	в какой	2	5
108	вместе с	7	5
109	и то	9	4
110	как это	4	4
111	в чисто	1	4
112	мы имеем	3	4
113	науки и	1	4
114	что иное	1	4
115	не просто	10	4
116	независимо от	3	4
117	от этого	2	4
118	уже не	9	4
119	так или	2	4
120	в себе	9	4
121	и заключается	1	4
122	истории и	1	4
123	должен был	2	4
124	в своей	9	4
125	в котором	4	4
126	не имеет	4	4
127	в разных	2	4
128	только с	2	4
129	здесь нет	2	4
130	на вопрос	1	4
131	внимание на	1	4
132	и что	8	4
133	еще не	4	4
134	к делу	1	4
135	что он	5	4
136	с одной	3	4
137	в виде	13	4
138	всяком случае	3	4
139	само по	3	4
140	как раз	10	4
141	этом отношении	2	4
142	даже и	12	4
143	одной стороны	3	4
144	или иначе	2	4
145	еще и	18	4
146	о чем	1	4
147	с этой	2	4
148	этом случае	1	4
149	и для	3	4
150	только что	2	4
151	а в	7	4
152	не что	1	4
153	во всяком	3	4
154	и есть	1	3
155	в сущности	2	3
156	не вполне	2	3
157	то это	10	3
158	в виду	3	3
159	и на	6	3
160	он сам	2	3
161	в чем	3	3
162	совсем не	5	3
163	сама по	1	3
164	стороны и	2	3
165	хотя и	7	3
166	и к	2	3
167	бы и	4	3
168	что это	9	3
169	все эти	5	3
170	в этой	8	3
171	в известном	1	3
172	что она	2	3
173	при этом	3	3
174	если бы	3	3
175	не как	2	3
176	смысле как	1	3
177	на этой	1	3
178	второй половины	1	3
179	заключается в	1	3
180	отчет в	2	3
181	мы видели	3	3
182	строгом смысле	1	3
183	чем в	4	3
184	нисколько не	3	3
185	со всей	1	3
186	в этих	2	3
187	работы в	1	3
188	и вот	1	3
189	греков и	2	3
190	этой работы	1	3
191	этой области	1	3
192	дело в	5	3
193	связи с	2	3
194	как будто	1	3
195	в каком	4	3
196	но все	3	3
197	себе что	1	3
198	в ней	5	3
199	в в	2	3
200	во второй	1	3
201	и вообще	3	3
202	чтобы понять	1	3
203	язык и	1	3
204	можно сказать	1	3
205	а также	8	3
206	что с	1	3
207	или как	4	3
208	к нему	3	3
209	знания и	2	3
210	известном смысле	1	3
211	одной из	2	3
212	что даже	2	3
213	в начале	2	3
214	при помощи	4	3
215	и других	1	3
216	из них	2	3
217	в одном	5	3
218	в конце	12	3
219	что и	7	3
220	но что	2	3
221	русский язык	1	3
222	он мог	3	3
223	а потому	1	3
224	до конца	4	3
225	говорит о	4	3
226	половины xix	1	3
227	так же	8	3
228	в строгом	1	3
229	такого рода	4	3
230	что же	9	3
231	да и	6	3
232	в своем	8	3
233	но с	2	3
234	каждой из	1	3
235	к тому	7	3
236	об отношении	2	3
237	в результате	4	3
238	к этому	2	3
239	в частности	1	3
240	гораздо более	1	3
241	не иначе	2	2
242	же как	3	2
243	науки или	1	2
244	из его	1	2
245	должна быть	2	2
246	характера на	1	2
247	что мы	2	2
248	мы уже	5	2
249	есть не	2	2
250	мы не	2	2
251	что если	4	2
252	имеет свою	2	2
253	которого мы	1	2
254	которое в	3	2
255	того же	2	2
256	в каждой	1	2
257	и был	3	2
258	себе и	2	2
259	сам же	2	2
260	в этот	2	2
261	бы с	1	2
262	учение о	24	2
263	что каждая	1	2
264	о которой	1	2
265	одно целое	1	2
266	не к	2	2
267	в силу	2	2
268	данном отношении	1	2
269	но вместе	1	2
270	какой бы	1	2
271	проблемы и	1	2
272	такого же	1	2
273	же касается	5	2
274	в другом	2	2
275	и с	9	2
276	действительности в	1	2
277	уже знаем	1	2
278	в существенном	2	2
279	для них	1	2
280	но уже	2	2
281	о которых	2	2
282	этого не	3	2
283	во внимание	1	2
284	несмотря на	7	2
285	ни с	3	2
286	должно быть	5	2
287	после этого	1	2
288	она была	4	2
289	не мог	6	2
290	что собственно	1	2
291	и при	1	2
292	и сейчас	2	2
293	с точки	6	2
294	не столько	3	2
295	свое существование	2	2
296	чтобы можно	1	2
297	том же	1	2
298	тому что	4	2
299	и науки	1	2
300	в отношении	5	2
301	с теми	1	2
302	того как	1	2
303	одна из	1	2
304	это еще	1	2
305	никогда не	11	2
306	ничего не	5	2
307	иной раз	6	2
308	до того	1	2
309	от того	4	2
310	у нас	5	2
311	именно оно	1	2
312	к отдельным	1	2
313	когда мы	1	2
314	есть только	9	2
315	той или	2	2
316	рядом с	1	2
317	говоря уже	1	2
318	в дальнейшем	4	2
319	и сам	1	2
320	так и	6	2
321	не с	4	2
322	так называемую	1	2
323	мог бы	4	2
324	не нужно	2	2
325	не исчерпывается	1	2
326	же самое	3	2
327	смысле и	1	2
328	в известных	1	2
329	и здесь	6	2
330	и должно	1	2
331	исследования и	1	2
332	вопросу о	1	2
333	во всех	1	2
334	этому поводу	1	2
335	нуждается в	1	2
336	религий и	1	2
337	вообще и	1	2
338	если это	1	2
339	быть и	2	2
340	здесь не	3	2
341	философии и	9	2
342	существенном смысле	2	2
343	по времени	1	2
344	и так	2	2
345	для нее	1	2
346	по этому	3	2
347	литературы в	1	2
348	своей целью	1	2
349	только на	5	2
350	чтобы он	1	2
351	от других	1	2
352	но которая	1	2
353	могло бы	2	2
354	само собой	3	2
355	или иной	1	2
356	и чем	1	2
357	по его	2	2
358	и др	1	2
359	не говоря	1	2
360	не было	5	2
361	в подлинном	1	2
362	иначе но	1	2
363	что несмотря	2	2
364	а так	1	2
365	ближе к	1	2
366	в связи	3	2
367	него в	4	2
368	мы говорим	1	2
369	с чисто	1	2
370	из которых	1	2
371	с этим	2	2
372	истории в	2	2
373	а если	2	2
374	этого слова	1	2
375	это есть	10	2
376	по существу	4	2
377	был в	1	2
378	еще раз	2	2
379	но это	6	2
380	которые были	2	2
381	в более	1	2
382	не существует	2	2
383	котором он	1	2
384	между ними	1	2
385	у них	1	2
386	бы в	2	2
387	конце концов	5	2
388	мы должны	4	2
389	ни к	2	2
390	но зато	1	2
391	будто бы	1	2
392	нами не	1	2
393	нам не	1	2
394	с ней	1	2
395	природе и	1	2
396	с научной	1	2
397	жизни и	1	2
398	точно так	4	2
399	и другие	1	2
400	за ее	1	1
401	я и	1	1
402	также что	1	1
403	например в	1	1
404	до него	1	1
405	по адресу	1	1
406	вообще все	1	1
407	сам по	2	1
408	себе путь	1	1
409	но тогда	2	1
410	на самом	3	1
411	значении этого	1	1
412	только потому	1	1
413	человека к	1	1
414	это и	1	1
415	что дает	1	1
416	можно говорить	1	1
417	речь идет	1	1
418	вся она	1	1
419	был и	2	1
420	отношения к	5	1
421	и за	2	1
422	которыми он	1	1
423	то для	1	1
424	самые разнообразные	1	1
425	хотя сам	1	1
426	каким был	1	1
427	развития человечества	1	1
428	предметом его	1	1
429	теперь мы	1	1
430	та же	1	1
431	быть у	1	1
432	на такие	1	1
433	таком случае	2	1
434	и совсем	1	1
435	есть нечто	1	1
436	в возможности	1	1
437	который был	2	1
438	для нашей	1	1
439	разобраться в	1	1
440	так а	1	1
441	мы ее	1	1
442	и говорить	1	1
443	он был	2	1
444	нам представляется	2	1
445	что его	2	1
446	то мы	1	1
447	то третье	1	1
448	в подробное	1	1
449	это бывает	1	1
450	совпадает в	1	1
451	своем понимании	1	1
452	но как	2	1
453	что способно	1	1
454	в сторону	2	1
455	очевидно что	1	1
456	а и	2	1
457	как в	1	1
458	в новом	1	1
459	существование в	1	1
460	отличие от	3	1
461	и будет	1	1
462	себе отчет	3	1
463	нет и	1	1
464	и речи	2	1
465	что они	1	1
466	в поисках	1	1
467	трудно сказать	1	1
468	общего с	2	1
469	из цикла	1	1
470	что действительно	1	1
471	воплощенная идея	1	1
472	кроме того	6	1
473	просто как	1	1
474	разного рода	3	1
475	понять и	1	1
476	говорит что	1	1
477	что по	1	1
478	это тоже	2	1
479	более или	5	1
480	себе не	1	1
481	и последний	1	1
482	то в	6	1
483	множества других	1	1
484	стиль его	1	1
485	из самых	1	1
486	еще на	1	1
487	в которой	2	1
488	проблем в	1	1
489	он в	1	1
490	все кто	1	1
491	остановиться на	2	1
492	тому же	5	1
493	первой по	1	1
494	на то	4	1
495	но на	2	1
496	но важно	1	1
497	духе этого	1	1
498	на позициях	2	1
499	письма от	1	1
500	больше всего	1	1
501	в свет	1	1
502	в статье	1	1
503	перестает быть	1	1
504	слова а	1	1
505	же это	2	1
506	кто из	1	1
507	чтобы в	1	1
508	его от	1	1
509	даже прямо	1	1
510	одно и	2	1
511	подход к	1	1
512	то ни	3	1
513	что все	7	1
514	различие между	1	1
515	с позиций	1	1
516	не формальной	1	1
517	и никакого	1	1
518	лишь в	1	1
519	этой стороне	1	1
520	отличается тем	1	1
521	нечего и	2	1
522	полный отчет	1	1
523	против этой	1	1
524	ведь в	1	1
