N	2gram	Nazirov_Tr_1	Psycholo
1	то что	4	37
2	и в	18	30
3	в том	2	27
4	что в	4	24
5	и что	4	23
6	потому что	2	23
7	том что	4	21
8	того чтобы	1	20
9	таким образом	1	20
10	все время	1	20
11	как бы	7	19
12	что он	6	17
13	не только	8	16
14	в трагедии	1	15
15	в этом	9	14
16	в самом	2	14
17	то есть	3	13
18	так же	4	13
19	с одной	1	12
20	вместе с	1	12
21	может быть	7	11
22	о том	2	10
23	и то	2	9
24	никогда не	2	9
25	не может	5	9
26	самом деле	1	8
27	на деле	1	8
28	что это	5	8
29	при этом	3	8
30	заключается в	1	8
31	с тем	2	8
32	не в	2	8
33	к тому	2	8
34	и это	2	8
35	тому что	1	8
36	того что	1	8
37	мы видим	1	8
38	а не	1	8
39	могут быть	1	8
40	и т	1	7
41	то же	5	7
42	но не	1	7
43	все же	5	7
44	и как	3	7
45	в нем	4	7
46	по себе	1	7
47	героя и	1	7
48	как это	3	7
49	в своем	3	6
50	говорит что	2	6
51	и если	1	6
52	что она	2	6
53	на этом	1	6
54	факт что	1	6
55	что все	2	6
56	как и	5	6
57	что с	3	6
58	и его	6	6
59	как будто	3	6
60	и здесь	2	6
61	по мнению	2	6
62	уже в	3	6
63	тем что	2	6
64	но и	4	6
65	именно в	1	6
66	и не	7	6
67	что оно	1	6
68	совершенно не	1	6
69	и есть	1	5
70	еще не	4	5
71	что именно	1	5
72	в себе	4	5
73	в целом	4	5
74	в этой	4	5
75	рядом с	1	5
76	несмотря на	5	5
77	только не	1	5
78	как мы	1	5
79	но в	6	5
80	один из	3	5
81	в двух	1	5
82	дело с	1	5
83	только в	1	5
84	именно на	1	5
85	два противоположных	1	5
86	и потому	1	5
87	бы в	1	5
88	обратиться к	1	5
89	исходит из	1	4
90	в виду	1	4
91	в ней	1	4
92	как говорит	2	4
93	вызывает в	1	4
94	в них	1	4
95	с такой	1	4
96	в своей	1	4
97	не могли	1	4
98	что эта	1	4
99	указывает на	1	4
100	по сравнению	1	4
101	мысль о	1	4
102	и совершенно	1	4
103	в его	3	4
104	только что	1	4
105	только на	1	4
106	в конце	3	4
107	говорит о	2	4
108	прежде всего	4	4
109	в частности	2	4
110	о чем	3	4
111	сравнению с	1	4
112	в результате	1	4
113	от него	1	4
114	и все	4	4
115	не есть	1	4
116	сам по	1	3
117	смысл этого	1	3
118	той же	1	3
119	смотреть на	1	3
120	и о	1	3
121	и на	7	3
122	в ее	2	3
123	как в	3	3
124	и наконец	1	3
125	для ее	1	3
126	в которой	1	3
127	он не	2	3
128	не как	1	3
129	можно было	1	3
130	в другом	1	3
131	об этом	4	3
132	это не	5	3
133	ни в	2	3
134	повод для	1	3
135	где мы	1	3
136	вопрос о	2	3
137	но он	1	3
138	самого начала	1	3
139	одна из	2	3
140	но только	1	3
141	не могут	2	3
142	что при	1	3
143	данном случае	2	3
144	с самого	1	3
145	так и	5	3
146	что и	2	3
147	так что	2	3
148	для него	3	3
149	т п	1	3
150	у него	6	3
151	что на	1	3
152	чем у	1	3
153	на этот	1	3
154	с которым	1	3
155	под влиянием	2	3
156	в данном	2	3
157	в той	1	3
158	при таком	1	3
159	для нас	1	3
160	хотя бы	1	3
161	обстоит дело	1	3
162	по поводу	2	3
163	это в	1	3
164	в таком	2	3
165	ли мы	1	2
166	ту же	1	2
167	это и	1	2
168	что когда	1	2
169	почти не	1	2
170	из самых	2	2
171	и до	2	2
172	она все	2	2
173	что эти	2	2
174	должна быть	1	2
175	а как	2	2
176	событий и	1	2
177	и он	3	2
178	он был	2	2
179	между собой	1	2
180	с его	2	2
181	во всех	1	2
182	с совершенно	1	2
183	отличие от	2	2
184	такой силой	1	2
185	в центре	1	2
186	перед нами	2	2
187	и хотя	1	2
188	выражение лица	1	2
189	он в	1	2
190	все эти	3	2
191	как он	1	2
192	и вот	1	2
193	трагедии все	1	2
194	но все	2	2
195	а затем	1	2
196	же не	1	2
197	и с	7	2
198	говорил что	1	2
199	в глазах	2	2
200	только о	2	2
201	для чего	1	2
202	говорится о	1	2
203	должно быть	3	2
204	и при	1	2
205	в котором	1	2
206	все события	1	2
207	в отличие	2	2
208	любви и	2	2
209	в то	5	2
210	что ему	1	2
211	того как	1	2
212	во всем	1	2
213	входят в	1	2
214	в образах	1	2
215	части романа	1	2
216	любовь в	1	2
217	мог бы	3	2
218	еще в	2	2
219	когда в	1	2
220	понятно что	1	2
221	и даже	4	2
222	ничего не	2	2
223	но мы	1	2
224	очень хорошо	1	2
225	связь между	1	2
226	это может	1	2
227	романа как	1	2
228	говорит он	1	2
229	в форме	1	2
230	что даже	1	2
231	это очень	5	2
232	это же	1	2
233	связи с	1	2
234	его с	1	2
235	в душе	2	2
236	в одном	2	2
237	это по	1	2
238	нет в	2	2
239	естественно что	1	2
240	полагал что	1	2
241	и эта	1	2
242	до конца	2	2
243	в рассказе	2	2
244	с помощью	1	2
245	над ним	1	2
246	с этой	1	2
247	этом случае	1	2
248	все это	4	2
249	именно эта	1	2
250	не является	1	2
251	характеры и	1	2
252	конце концов	1	2
253	в романе	10	2
254	но еще	1	2
255	только он	1	1
256	одним из	1	1
257	например в	1	1
258	в сфере	1	1
259	этого романа	2	1
260	в такой	1	1
261	силы и	1	1
262	от самого	1	1
263	на две	1	1
264	и за	2	1
265	и могут	1	1
266	деле же	1	1
267	из своих	2	1
268	роман в	1	1
269	начала в	1	1
270	линия романа	1	1
271	на них	1	1
272	или от	1	1
273	столь же	2	1
274	в чем	1	1
275	романа не	1	1
276	роман достоевского	2	1
277	как система	1	1
278	могло быть	1	1
279	но как	1	1
280	мы начинаем	1	1
281	отношение к	2	1
282	тут же	2	1
283	не просто	2	1
284	он впадает	1	1
285	сильнее и	1	1
286	подчиненную роль	1	1
287	к сожалению	1	1
288	сознательно и	1	1
289	главе где	1	1
290	но несмотря	1	1
291	неизмеримо более	1	1
292	имеет в	2	1
293	отнесены к	1	1
294	отказывается от	2	1
295	самой природе	1	1
296	жизнь как	1	1
297	представляет собой	1	1
298	всем его	1	1
299	так сказать	1	1
300	из авторов	1	1
301	не к	1	1
302	сказал что	1	1
303	на земле	1	1
304	так часто	1	1
305	что тут	1	1
306	показал что	1	1
307	с собой	1	1
308	от нее	1	1
309	не из	1	1
310	самого автора	1	1
311	единственное что	1	1
312	потому как	1	1
313	он есть	1	1
314	этого нового	1	1
315	эти же	1	1
316	но уже	1	1
317	этого слова	1	1
318	которой он	1	1
319	и вне	1	1
320	в многолюдных	1	1
321	года и	1	1
322	не мог	2	1
323	же я	1	1
324	и ко	1	1
325	передается и	1	1
326	то для	1	1
327	человеком и	1	1
328	представление о	1	1
329	она тайком	1	1
330	не менее	1	1
331	одном из	2	1
332	не раз	1	1
333	но эта	2	1
334	страха и	1	1
335	в россии	1	1
336	речи в	1	1
337	того кто	1	1
338	вплоть до	1	1
339	но они	2	1
340	романа на	1	1
341	это чувство	1	1
342	стремление к	1	1
343	впадает в	1	1
344	она не	1	1
345	на котором	1	1
346	возьмем ли	1	1
347	иллюзии и	1	1
348	не имеет	2	1
349	это мы	1	1
350	ужас и	1	1
351	человека вот	1	1
352	детей и	1	1
353	в русском	2	1
354	и цель	1	1
355	к ней	1	1
356	х годов	1	1
357	связь и	1	1
358	вместо того	1	1
359	вот что	1	1
360	и теперь	1	1
361	мы бы	1	1
362	линию романа	1	1
363	в области	1	1
364	перед ним	1	1
365	это могло	1	1
366	один раз	1	1
367	ума и	1	1
368	к себе	1	1
369	без конца	1	1
370	сходство с	1	1
371	быть отнесены	1	1
372	в пьесе	1	1
373	в особую	1	1
374	и трагедией	1	1
375	в применении	1	1
376	нас от	1	1
377	с ее	3	1
378	на другой	1	1
379	и от	1	1
380	свой роман	1	1
381	же говорит	1	1
382	во многом	1	1
383	это должно	1	1
384	в последней	1	1
385	быть может	1	1
386	и эту	1	1
387	своего происхождения	1	1
388	о нем	1	1
389	часто и	1	1
390	ему нужно	1	1
391	и т.д	1	1
392	всем протяжении	1	1
393	потрясающей силой	1	1
394	после того	1	1
395	это была	1	1
396	к нему	3	1
397	между тем	1	1
398	совершенно справедливы	1	1
399	нуждается в	1	1
400	есть с	1	1
401	если за	1	1
402	романа в	1	1
403	он рассматривает	1	1
404	не так	2	1
405	и пусть	1	1
406	в каких	1	1
407	бы нарочно	1	1
408	о его	2	1
409	в новой	1	1
410	понимание этого	1	1
411	отказ от	1	1
412	то в	1	1
413	который в	2	1
414	между этими	2	1
415	и ее	2	1
416	и глаза	1	1
417	характер ее	1	1
418	на всем	2	1
419	уже не	2	1
420	был заимствован	1	1
421	в виде	2	1
422	создает впечатление	1	1
423	в понятие	1	1
424	за счет	1	1
425	рассказывает о	1	1
426	и их	1	1
427	никто не	3	1
428	могло бы	1	1
429	слова в	1	1
430	второй части	1	1
431	в стихах	1	1
432	а стало	1	1
433	имеет целью	1	1
434	как у	2	1
435	совершенно ином	1	1
436	к роману	1	1
437	чем он	2	1
438	как же	2	1
439	его романа	1	1
440	и др	1	1
441	что не	1	1
442	не было	1	1
443	попал в	1	1
444	стало быть	1	1
445	его как	1	1
446	мы встречаем	1	1
447	на смерть	1	1
448	время с	1	1
449	виде и	1	1
450	как есть	1	1
451	ко всем	1	1
452	совершенно в	1	1
453	место где	1	1
454	б я	1	1
455	искусства но	1	1
456	ненависть к	2	1
457	в романах	1	1
458	смысле этого	1	1
459	применении к	1	1
460	для понимания	1	1
461	который он	1	1
462	тому типу	1	1
463	что ее	1	1
464	но это	4	1
465	романах достоевского	2	1
466	начинаем ощущать	1	1
467	на первую	1	1
468	самое большее	1	1
469	что наш	1	1
470	любовь к	1	1
471	известной степени	1	1
472	не понимая	1	1
473	на улице	1	1
474	я в	1	1
475	романа и	3	1
476	за этим	1	1
477	к ее	1	1
478	с ними	1	1
479	и прямо	1	1
480	состоит из	2	1
481	героев романа	1	1
482	ко всему	1	1
483	чтобы он	1	1
484	что под	1	1
485	к числу	1	1
486	строится на	1	1
487	с потрясающей	1	1
488	а нечто	1	1
489	во всяком	1	1
