N	3gram	Losev_Vlad_3	Dialekti
1	это значит что	6	21
2	с точки зрения	6	14
3	в таком случае	2	10
4	тем не менее	9	10
5	не только не	1	7
6	что иное как	1	6
7	а не просто	1	6
8	не может быть	6	6
9	не что иное	1	6
10	вовсе не есть	2	5
11	в самом деле	1	5
12	сам по себе	2	5
13	само по себе	3	5
14	о том что	8	5
15	то это значит	4	4
16	на первый план	2	4
17	то время как	2	4
18	в то время	4	4
19	и больше ничего	1	4
20	сама по себе	1	4
21	и не только	1	3
22	как раз и	5	3
23	даже и не	2	3
24	с одной стороны	3	3
25	не есть ни	1	3
26	в каком смысле	1	3
27	в том что	10	3
28	из которых состоит	1	3
29	ни в каком	2	3
30	ровно ничего не	1	3
31	ничего не говорит	4	3
32	на то что	2	3
33	в сравнении с	2	3
34	есть таким образом	1	3
35	это было бы	1	2
36	не говоря уже	1	2
37	но даже и	2	2
38	было ни в	1	2
39	точно так же	4	2
40	с тех пор	1	2
41	с этой точки	1	2
42	и тем не	1	2
43	одно и то	1	2
44	не говорит о	2	2
45	так же как	2	2
46	и то же	1	2
47	и в этом	5	2
48	с другой стороны	2	2
49	во всяком случае	3	2
50	есть не только	1	2
51	что учение о	1	2
52	этой точки зрения	1	2
53	не может существовать	1	2
54	первых двух ипостасей	1	2
55	иметь в виду	2	2
56	мы не можем	1	2
57	это и есть	1	2
58	что это есть	2	2
59	той или иной	1	2
60	не было ни	1	2
61	в вопросе о	2	2
62	к тому что	2	2
63	если иметь в	1	2
64	к тому же	5	2
65	так или иначе	2	2
66	не только то	1	1
67	мы о ней	1	1
68	том что в	3	1
69	собственно говоря и	1	1
70	а следовательно и	1	1
71	при всем своем	1	1
72	потому что в	1	1
73	и всякого рода	1	1
74	то что чисто	1	1
75	в виду что	1	1
76	что же в	1	1
77	в таком виде	1	1
78	все и это	1	1
79	и с этим	1	1
80	так что в	1	1
81	внимание на то	1	1
82	то же самое	1	1
83	одной стороны и	2	1
84	то что с	1	1
85	же как и	1	1
86	то что является	1	1
87	это учение о	2	1
88	едва ли также	1	1
89	она всегда есть	1	1
90	до сих пор	1	1
91	христианское учение о	2	1
92	и в то	2	1
93	и в христианской	1	1
94	не имеет никакого	1	1
95	представить себе что	1	1
96	в этом отношении	2	1
97	что есть только	1	1
98	поскольку история есть	1	1
99	это вовсе не	1	1
100	перед нами не	1	1
101	на точке зрения	1	1
102	и даже в	1	1
103	если оно не	1	1
104	на первом плане	3	1
105	и не меньше	2	1
106	нет и никакого	1	1
107	а это значит	1	1
108	еще не есть	1	1
109	в последнее время	1	1
110	которую к тому	1	1
111	что это вовсе	1	1
112	не меньше как	2	1
113	и что в	1	1
114	а так как	1	1
115	в данном случае	2	1
116	о примате материи	1	1
117	далеко не всегда	1	1
118	если бы мы	1	1
119	нет ровно никакого	1	1
120	есть не больше	1	1
121	субъекта без объекта	1	1
122	только в виде	2	1
123	не просто о	1	1
124	таком случае эта	1	1
125	и не вполне	1	1
126	не содержит в	1	1
127	и в отношении	3	1
128	больше и не	2	1
129	как на нечто	1	1
130	говорит здесь не	1	1
131	никакого отношения ни	1	1
132	или не существует	1	1
133	которых он не	1	1
134	же мы мыслим	1	1
135	этого не будет	1	1
136	то что все	1	1
137	как раз на	1	1
138	двух ипостасей в	1	1
139	и так как	1	1
140	это есть не	1	1
141	и в том	2	1
142	метафизика с другой	1	1
143	так же невозможно	1	1
144	содержит в себе	4	1
145	не мог бы	1	1
146	все живое и	1	1
147	и веры и	1	1
148	а то что	1	1
149	что мы пользуемся	1	1
150	более или менее	5	1
151	и ни в	1	1
152	из самых существенных	1	1
153	без которых он	1	1
154	то же время	2	1
155	не больше и	2	1
156	рационалистическая метафизика с	1	1
157	уже не просто	1	1
158	и в таком	2	1
159	к нему и	2	1
160	но все эти	1	1
161	отношения ни к	1	1
162	бы то ни	3	1
163	то ни было	1	1
164	можно объединить с	1	1
165	утверждать что все	1	1
166	но что же	1	1
167	возможно только в	1	1
168	не имеют для	1	1
169	в то же	3	1
170	в связи с	2	1
171	несмотря на свою	1	1
172	но если оно	1	1
173	каком смысле не	1	1
174	в том смысле	1	1
175	возможна только в	1	1
176	нужно однако помнить	1	1
177	никакого отношения к	3	1
178	заговорил о том	1	1
179	имеет никакого отношения	1	1
180	в обществе а	1	1
181	только при условии	1	1
182	в себе не	1	1
183	что и в	3	1
184	которых состоит мир	1	1
185	не только логически	1	1
186	но еще и	2	1
