N	2gram	Losev_Dial_1	Myslijsy
1	потому что	14	49
2	для нас	1	31
3	то есть	1	30
4	и в	18	24
5	в душе	1	23
6	может быть	17	23
7	в сознании	3	23
8	то что	13	20
9	и не	30	19
10	в том	9	18
11	а не	14	18
12	что в	13	16
13	не только	13	15
14	по себе	25	15
15	при этом	1	13
16	не в	6	13
17	было бы	12	13
18	то же	10	12
19	но не	4	12
20	мы можем	4	12
21	не может	12	12
22	мы не	1	11
23	таким образом	1	11
24	вместе с	1	11
25	если бы	12	11
26	что и	3	11
27	что мы	1	11
28	только в	3	11
29	как в	2	10
30	в себе	11	10
31	для него	2	10
32	так что	15	10
33	так как	11	10
34	в нем	16	9
35	вовсе не	7	9
36	то и	2	9
37	но и	7	9
38	как бы	11	9
39	точно так	2	9
40	а только	3	8
41	в этом	12	8
42	более или	3	8
43	том что	9	8
44	или менее	3	8
45	могут быть	3	8
46	а в	5	8
47	в чем	6	7
48	во всех	1	7
49	с этим	2	7
50	мысль о	1	7
51	как и	2	7
52	между собою	2	7
53	всяком случае	2	7
54	зрения и	1	7
55	того как	1	7
56	или же	1	7
57	не могут	1	7
58	быть может	4	7
59	прежде всего	10	7
60	сами по	1	7
61	того что	2	7
62	во всяком	4	7
63	и т	21	6
64	что если	2	6
65	и как	7	6
66	в состоянии	1	6
67	тем не	1	6
68	в то	6	6
69	не имеет	15	6
70	связи с	1	6
71	есть только	5	6
72	между тем	1	6
73	и только	1	6
74	не можем	1	6
75	заметить что	2	6
76	с другой	6	6
77	не было	6	6
78	не есть	40	6
79	только как	2	6
80	воспоминание о	1	5
81	столь же	1	5
82	что они	3	5
83	все же	5	5
84	уже в	1	5
85	бы не	1	5
86	на то	5	5
87	есть не	3	5
88	и уже	1	5
89	не менее	2	5
90	по крайней	4	5
91	с ним	6	5
92	вместе и	1	5
93	так и	9	5
94	по мере	2	5
95	о том	4	5
96	с другими	2	5
97	а потому	1	5
98	крайней мере	4	5
99	бы ни	1	5
100	из них	2	5
101	от того	1	5
102	в них	3	5
103	для того	2	5
104	в природе	1	5
105	что не	7	5
106	и их	2	5
107	или не	5	5
108	в которой	1	5
109	а между	1	4
110	сам по	6	4
111	к другому	1	4
112	в самом	3	4
113	время как	2	4
114	еще не	2	4
115	что хотя	1	4
116	но в	6	4
117	уже не	2	4
118	из этих	2	4
119	только один	1	4
120	как он	4	4
121	главным образом	1	4
122	и если	1	4
123	сознание и	1	4
124	то все	1	4
125	такой же	2	4
126	в котором	4	4
127	место в	1	4
128	сих пор	2	4
129	стало быть	9	4
130	между прочим	1	4
131	они не	1	4
132	тем самым	1	4
133	для меня	4	4
134	и другое	2	4
135	чувства в	1	4
136	должны быть	1	4
137	то время	1	4
138	так в	1	4
139	никогда не	9	4
140	и что	12	4
141	сами собою	1	4
142	свет и	2	4
143	что он	11	4
144	с одной	2	4
145	и вместе	1	4
146	до сих	2	4
147	там где	1	4
148	если не	1	4
149	что оно	5	4
150	от него	4	4
151	себе не	5	4
152	в таком	1	4
153	говоря о	2	3
154	например в	1	3
155	и то	9	3
156	на деле	2	3
157	тем же	1	3
158	той же	1	3
159	есть нечто	10	3
160	но она	3	3
161	но даже	1	3
162	то это	4	3
163	же что	1	3
164	в создании	1	3
165	только тогда	2	3
166	если в	3	3
167	со стороны	2	3
168	в нас	1	3
169	относится к	2	3
170	помнить что	2	3
171	хотя и	4	3
172	на нас	1	3
173	что это	11	3
174	думать что	3	3
175	нам на	1	3
176	с чем	1	3
177	что она	7	3
178	т д	19	3
179	не как	2	3
180	так например	1	3
181	могла бы	2	3
182	и может	2	3
183	его не	6	3
184	них не	1	3
185	его в	1	3
186	от одного	1	3
187	это не	9	3
188	и тем	1	3
189	кажется что	1	3
190	о которых	2	3
191	далеко не	1	3
192	и тогда	2	3
193	в этих	5	3
194	и при	2	3
195	себе в	1	3
196	ни было	2	3
197	того кто	2	3
198	в ней	3	3
199	мысли в	2	3
200	и притом	4	3
201	в каком	8	3
202	об одном	2	3
203	оно не	1	3
204	если мы	2	3
205	как не	2	3
206	самое это	1	3
207	не с	5	3
208	мог бы	2	3
209	и вообще	4	3
210	но мы	1	3
211	вслед за	2	3
212	как например	2	3
213	и у	2	3
214	все признаки	1	3
215	не так	1	3
216	от другого	1	3
217	т п	2	3
218	как при	1	3
219	это будет	1	3
220	мысли об	1	3
221	что для	3	3
222	одной стороны	2	3
223	мы говорим	4	3
224	но это	8	3
225	к другим	1	3
226	и для	2	3
227	и от	2	3
228	то не	2	3
229	и все	3	3
230	или нет	3	3
231	только что	3	3
232	с ними	2	3
233	все что	1	3
234	на предмет	1	2
235	без них	1	2
236	самом деле	3	2
237	на самом	3	2
238	и есть	16	2
239	чего не	1	2
240	к другой	1	2
241	отношения к	3	2
242	потом уже	3	2
243	бы что	1	2
244	вопрос о	2	2
245	без которой	1	2
246	вкуса и	1	2
247	то мы	2	2
248	совсем не	1	2
249	то к	1	2
250	не то	6	2
251	только потому	3	2
252	сама по	8	2
253	его на	1	2
254	общего с	5	2
255	убеждены что	1	2
256	если на	1	2
257	могли бы	1	2
258	при чтении	1	2
259	все эти	2	2
260	равно и	1	2
261	всех этих	3	2
262	одной и	1	2
263	что ни	3	2
264	и по	1	2
265	на этом	2	2
266	одно и	4	2
267	но все	3	2
268	в каждом	2	2
269	связанные с	2	2
270	в другом	2	2
271	же путем	2	2
272	за собою	1	2
273	в жизни	1	2
274	этого не	1	2
275	ни с	6	2
276	должно быть	3	2
277	а равно	1	2
278	что такое	10	2
279	это что	2	2
280	от себя	1	2
281	и той	1	2
282	мы находим	7	2
283	но он	1	2
284	красный цвет	3	2
285	что например	1	2
286	для нее	2	2
287	тому что	3	2
288	если и	2	2
289	или что	2	2
290	и его	1	2
291	есть прежде	1	2
292	с теми	1	2
293	сказать что	10	2
294	самого начала	1	2
295	а тогда	1	2
296	отличное от	2	2
297	но только	3	2
298	того чтобы	1	2
299	вытекает из	1	2
300	же время	4	2
301	к ней	4	2
302	на природу	1	2
303	во всем	2	2
304	его собственное	1	2
305	превращается в	1	2
306	когда мы	1	2
307	его с	3	2
308	указывает на	3	2
309	и это	2	2
310	дать себе	1	2
311	что все	1	2
312	и образ	6	2
313	на другой	1	2
314	с каким	1	2
315	с самого	1	2
316	в пример	1	2
317	что у	1	2
318	и неудовольствия	1	2
319	это было	2	2
320	слова для	1	2
321	и следовательно	2	2
322	если это	2	2
323	не зная	2	2
324	эти последние	2	2
325	этом смысле	3	2
326	один из	3	2
327	мы видим	4	2
328	в какой	1	2
329	есть в	1	2
330	и они	1	2
331	а это	1	2
332	а то	1	2
333	не дает	1	2
334	и других	1	2
335	прибавить что	1	2
336	но что	3	2
337	у него	1	2
338	само по	5	2
339	связано с	1	2
340	указание на	1	2
341	такое же	1	2
342	а с	2	2
343	содержание его	1	2
344	между ними	1	2
345	по направлению	3	2
346	света и	3	2
347	и цвета	1	2
348	ничем не	3	2
349	зависит от	1	2
350	в связи	1	2
351	как именно	1	2
352	так же	4	2
353	и потому	3	2
354	как это	4	2
355	или по	2	2
356	бы несколько	1	2
357	не дают	1	2
358	она есть	5	2
359	перехода от	1	2
360	быть только	1	2
361	сравнении с	1	2
362	все это	11	2
363	не знаем	1	2
364	всем этом	1	2
365	в его	3	2
366	что нет	1	2
367	о котором	1	2
368	бы в	3	2
369	мы должны	5	2
370	не непосредственно	1	2
371	хотя бы	6	2
372	что вообще	1	2
373	отношении к	3	2
374	но если	5	2
375	другой стороны	4	2
376	имеет место	1	2
377	в сравнении	1	2
378	даже и	3	2
379	свет не	1	2
380	к этому	2	2
381	я и	1	1
382	не иначе	1	1
383	скажет что	1	1
384	отношение к	5	1
385	чтобы не	2	1
386	то прежде	1	1
387	есть мы	1	1
388	он может	1	1
389	бы для	1	1
390	мере в	1	1
391	что смысл	3	1
392	и так	2	1
393	и до	1	1
394	не вижу	1	1
395	должна быть	3	1
396	переносном смысле	1	1
397	чем именно	1	1
398	без звука	1	1
399	уже по	1	1
400	и могут	1	1
401	мы уже	1	1
402	когда уже	1	1
403	от всякой	2	1
404	им самим	1	1
405	для своего	2	1
406	и само	1	1
407	связаны между	1	1
408	которую я	1	1
409	что между	1	1
410	этом не	1	1
411	оно есть	2	1
412	от друга	1	1
413	как я	1	1
414	из того	2	1
415	они были	2	1
416	мы и	2	1
417	так а	1	1
418	себе что	1	1
419	не иметь	1	1
420	и самого	1	1
421	столько же	1	1
422	на нем	2	1
423	более внутреннее	3	1
424	быть в	2	1
425	на их	1	1
426	этим не	1	1
427	в желтом	1	1
428	бы она	1	1
429	его так	1	1
430	но конечно	2	1
431	в ее	1	1
432	друг к	2	1
433	понятие символа	1	1
434	его свойство	1	1
435	мы будем	1	1
436	но как	2	1
437	заметим что	1	1
438	есть своя	2	1
439	в сторону	1	1
440	себе и	2	1
441	явлениями и	1	1
442	друг от	1	1
443	в оценке	1	1
444	и чем	1	1
445	человек может	1	1
446	один и	1	1
447	на тот	1	1
448	если она	3	1
449	что именно	2	1
450	дает нам	1	1
451	по которому	1	1
452	стороны и	3	1
453	перед нами	1	1
454	которое и	1	1
455	что по	1	1
456	и наконец	1	1
457	смысл но	1	1
458	и чувственность	1	1
459	в противоположность	5	1
460	и свою	1	1
461	от этого	3	1
462	о самом	2	1
463	книги к	1	1
464	то в	7	1
465	бы и	2	1
466	мы получаем	2	1
467	цели а	1	1
468	есть для	2	1
469	иметь много	1	1
470	такое значение	1	1
471	только на	3	1
472	с их	1	1
473	этого образа	1	1
474	тому же	2	1
475	иначе и	1	1
476	в наших	1	1
477	дальше и	2	1
478	из указанных	1	1
479	а просто	2	1
480	он не	3	1
481	раз навсегда	1	1
482	наблюдение над	1	1
483	на том	1	1
484	есть именно	1	1
485	свою собственную	1	1
486	к одному	1	1
487	не к	1	1
488	том чтобы	1	1
489	на земле	2	1
490	что три	1	1
491	что почти	1	1
492	мы его	1	1
493	не будет	1	1
494	же не	1	1
495	не скажет	1	1
496	тем в	1	1
497	же касается	1	1
498	чего он	1	1
499	об этом	4	1
500	и с	5	1
501	к другу	2	1
502	согласиться что	1	1
503	сознание не	1	1
504	убедить что	1	1
505	теми которые	1	1
506	на каком	1	1
507	или наконец	1	1
508	отчет в	1	1
509	этих чувственных	1	1
510	он есть	4	1
511	деле не	1	1
512	если вместо	1	1
513	ни в	15	1
514	из нее	1	1
515	внутреннее и	5	1
516	не прямо	1	1
517	не говорящее	1	1
518	отражается в	1	1
519	не всегда	1	1
520	для чего	2	1
521	основывается на	1	1
522	жизни но	1	1
523	оно имеет	1	1
524	его слово	1	1
525	в чистом	1	1
526	в развитии	1	1
527	форма и	1	1
528	убедиться что	2	1
529	себе все	1	1
530	же есть	1	1
531	различаются между	1	1
532	есть такая	1	1
533	что значит	1	1
534	желтый цвет	5	1
535	я этого	1	1
536	красном цвете	1	1
537	можно сказать	6	1
538	о такой	1	1
539	никаких оснований	1	1
540	можно найти	2	1
541	могут не	1	1
542	а как	1	1
543	в такой	1	1
544	и без	1	1
545	же это	3	1
546	этого представления	1	1
547	с точки	12	1
548	в их	3	1
549	что нужно	1	1
550	в которых	2	1
551	мысли и	3	1
552	знаем что	1	1
553	что уже	2	1
554	что я	3	1
555	для всякого	2	1
556	этого содержания	1	1
557	мир и	1	1
558	которые в	1	1
559	друг другу	3	1
560	и эти	1	1
561	действительно есть	1	1
562	и более	4	1
563	этих и	1	1
564	природу и	1	1
565	есть всегда	4	1
566	же такое	1	1
567	можем сказать	2	1
568	и вся	1	1
569	раз и	2	1
570	сознании в	1	1
571	внешнее не	1	1
572	другой не	1	1
573	виду что	1	1
574	дело в	1	1
575	на себе	3	1
576	не вытекает	1	1
577	что вы	1	1
578	иначе не	2	1
579	может только	1	1
580	сознании а	1	1
581	на меня	1	1
582	ничего не	17	1
583	например всякий	1	1
584	она ни	2	1
585	находятся в	1	1
586	этих двух	1	1
587	или как	1	1
588	всего на	1	1
589	такое например	1	1
590	другой как	1	1
591	показывает как	1	1
592	на те	1	1
593	ровно ничего	5	1
594	по своей	1	1
