N	2gram	Bakhtin_Fr_1	Narrotol
1	не только	10	31
2	но и	10	27
3	и не	22	23
4	при этом	6	19
5	может быть	6	15
6	в частности	5	14
7	как и	5	13
8	а не	1	13
9	в этом	15	12
10	только в	7	12
11	и в	65	11
12	своего рода	1	10
13	и его	10	10
14	то есть	45	9
15	времени и	6	9
16	во времени	1	9
17	то что	3	9
18	то же	1	8
19	не может	3	8
20	в том	16	8
21	уже не	3	8
22	со стороны	1	8
23	и т.п	17	8
24	но в	14	7
25	том что	6	7
26	на протяжении	5	7
27	у него	1	7
28	и он	2	6
29	в самом	4	6
30	не в	4	6
31	в этой	4	6
32	в себе	3	6
33	тому же	1	6
34	об этом	1	6
35	к тому	2	6
36	в его	9	6
37	как бы	22	6
38	один из	1	6
39	как раз	3	6
40	или в	2	6
41	жизни и	7	6
42	между двумя	1	5
43	и на	11	5
44	той или	5	5
45	так и	10	5
46	точки зрения	7	5
47	в своей	5	5
48	тем самым	1	5
49	потому что	5	5
50	можно сказать	2	5
51	еще не	6	4
52	с его	5	4
53	но не	2	4
54	как в	5	4
55	все же	6	4
56	хотя и	2	4
57	из этих	2	4
58	в нем	13	4
59	из них	4	4
60	по себе	1	4
61	в одном	5	4
62	вплоть до	1	4
63	в то	1	4
64	одна из	1	4
65	в эпизоде	2	4
66	того чтобы	1	4
67	никогда не	6	4
68	что на	1	4
69	к себе	2	4
70	в ней	6	4
71	так в	1	4
72	о том	2	4
73	же время	1	4
74	к нему	3	4
75	в литературе	6	4
76	того что	2	4
77	для него	5	4
78	или иной	5	4
79	прежде всего	11	4
80	о чем	1	4
81	мира в	3	4
82	однако и	1	4
83	имеет место	1	4
84	речь идет	1	3
85	самом деле	3	3
86	мы имеем	1	3
87	мы не	1	3
88	но как	3	3
89	в своем	8	3
90	и как	1	3
91	в целом	2	3
92	в нашем	1	3
93	но именно	1	3
94	он не	2	3
95	для того	1	3
96	и с	3	3
97	это не	3	3
98	по мысли	1	3
99	в жизни	4	3
100	еще раз	2	3
101	и конец	1	3
102	и ее	1	3
103	их в	2	3
104	не менее	1	3
105	но они	1	3
106	этом отношении	3	3
107	у нас	1	3
108	начиная с	2	3
109	но при	2	3
110	еще в	1	3
111	сводится к	1	3
112	о нем	3	3
113	его жизни	1	3
114	лишь в	1	3
115	между тем	5	3
116	что он	3	3
117	в состав	1	3
118	по отношению	1	3
119	именно в	1	3
120	при всей	2	3
121	начало и	2	3
122	не было	1	3
123	как это	1	3
124	в начале	1	3
125	но для	3	3
126	это уже	4	3
127	не является	3	3
128	и все	5	3
129	отношению к	1	3
130	что в	3	3
131	а о	1	2
132	именно эта	1	2
133	иным как	1	2
134	всех его	2	2
135	и для	2	2
136	в сущности	16	2
137	не вполне	2	2
138	жизни как	3	2
139	меньшей степени	5	2
140	в чем	2	2
141	для обозначения	1	2
142	в наиболее	2	2
143	отличие от	5	2
144	в той	5	2
145	так называемая	1	2
146	из уст	1	2
147	что касается	1	2
148	дистанция между	1	2
149	сознания в	1	2
150	них как	1	2
151	в известном	1	2
152	раз в	1	2
153	лица и	1	2
154	роль в	2	2
155	на две	1	2
156	на то	1	2
157	не могла	1	2
