N	2gram	Voloshinov_1	Psycholo
1	то что	8	44
2	и в	19	33
3	в этом	16	28
4	и что	1	25
5	как бы	15	25
6	потому что	1	24
7	для того	4	23
8	том что	3	22
9	того чтобы	5	22
10	может быть	26	22
11	что в	4	21
12	в том	6	21
13	о том	2	20
14	что он	2	20
15	как это	1	14
16	что это	1	13
17	таким образом	17	13
18	так же	7	13
19	и не	26	13
20	все это	3	13
21	сказать что	4	13
22	самом деле	10	12
23	в самом	10	12
24	было бы	4	12
25	к тому	2	12
26	и все	5	12
27	если мы	11	12
28	так как	2	12
29	он не	3	11
30	что все	2	11
31	если бы	2	10
32	в его	6	10
33	как она	2	10
34	не может	24	10
35	то же	7	9
36	в этой	1	9
37	и если	1	9
38	по себе	4	9
39	как раз	2	9
40	в конце	5	8
41	для этого	1	8
42	в каком	3	8
43	в своем	2	7
44	не только	8	7
45	в нем	10	7
46	так что	1	7
47	и только	2	7
48	до конца	5	7
49	на самом	3	6
50	в сущности	3	6
51	в ней	4	6
52	все эти	7	6
53	в себе	2	6
54	после этого	1	6
55	и вот	1	6
56	во время	1	6
57	точки зрения	34	6
58	тому что	2	6
59	в самой	1	6
60	же самое	3	6
61	это не	1	6
62	мы видим	1	6
63	а не	7	6
64	что мы	1	6
65	мы должны	3	6
66	это и	3	5
67	мы уже	2	5
68	мы не	6	5
69	в целом	1	5
70	и на	4	5
71	только после	1	5
72	с этим	4	5
73	все же	8	5
74	целый ряд	3	5
75	и как	3	5
76	как он	2	5
77	и может	1	5
78	ясно что	5	5
79	как и	12	5
80	нисколько не	1	5
81	самого начала	4	5
82	никогда не	2	5
83	что самое	1	5
84	и его	19	5
85	и это	3	5
86	с самого	4	5
87	и совершенно	1	5
88	в какой	3	5
89	что для	1	5
90	вовсе не	5	5
91	мы можем	2	5
92	из этого	2	5
93	и есть	3	4
94	той же	2	4
95	в которой	3	4
96	мы совершенно	1	4
97	могла бы	2	4
98	не будет	4	4
99	с тем	1	4
100	слова и	3	4
101	в своей	3	4
102	с точки	20	4
103	одна из	2	4
104	на него	1	4
105	а в	4	4
106	с другом	1	4
107	у нас	2	4
108	так например	1	4
109	как мы	13	4
110	можно было	2	4
111	о нем	1	4
112	не просто	2	4
113	того что	3	4
114	в двух	2	4
115	этот вопрос	5	4
116	только в	9	4
117	и так	1	4
118	при помощи	1	4
119	и других	2	4
120	из них	3	4
121	что не	2	4
122	в частности	2	4
123	друг с	1	4
124	с этой	2	4
125	совершенно не	3	4
126	жизни и	2	4
127	ее в	1	4
128	к этому	5	4
129	в таком	2	4
130	например в	1	3
131	же как	2	3
132	идет о	1	3
133	и до	1	3
134	и этот	2	3
135	говорить о	1	3
136	и он	2	3
137	слова как	7	3
138	но не	1	3
139	значение имеет	1	3
140	сама по	2	3
141	конце концов	3	3
142	как в	4	3
143	от этого	2	3
144	та же	1	3
145	какой бы	1	3
146	здесь мы	4	3
147	его в	3	3
148	уже знаем	1	3
149	ни в	2	3
150	этого слова	2	3
151	ни одной	2	3
152	далеко не	4	3
153	должно быть	2	3
