N	2gram	Bakhtin_sl_1	FransuaR
1	и в	41	41
2	то есть	26	24
3	мы уже	2	18
4	во всех	17	17
5	таким образом	9	17
6	в нем	30	16
7	и с	4	16
8	и его	14	13
9	но и	16	13
10	в этом	12	12
11	как мы	8	12
12	все эти	9	11
13	все это	5	11
14	в самом	5	10
15	не только	16	10
16	так как	3	10
17	у рабле	3	10
18	и др	14	10
19	прежде всего	8	10
20	и на	14	9
21	кроме того	4	9
22	о том	3	9
23	здесь в	4	9
24	и все	4	9
25	в сущности	13	8
26	но в	8	8
27	в этой	1	8
28	никогда не	3	8
29	и до	1	7
30	в них	6	7
31	как и	4	7
32	том что	2	7
33	в его	13	7
34	вовсе не	7	7
35	у него	3	7
36	в особенности	8	7
37	как бы	12	7
38	также и	3	6
39	например в	2	6
40	в то	14	6
41	один из	4	6
42	мы видим	2	6
43	с помощью	1	6
44	вместе с	1	6
45	или в	8	6
46	сказать что	2	6
47	и он	1	5
48	с его	4	5
49	в ее	2	5
50	в своем	3	5
51	в себе	3	5
52	то же	14	5
53	той же	2	5
54	рядом с	4	5
55	но он	2	5
56	во всем	1	5
57	все то	1	5
58	так и	11	5
59	и что	1	5
60	а также	2	5
61	же время	12	5
62	в литературе	1	5
63	из них	3	5
64	в одном	2	5
65	большинстве случаев	6	5
66	там где	4	5
67	так же	2	5
68	в той	10	5
69	одним из	4	4
70	того же	6	4
71	конечно и	2	4
72	в ней	4	4
73	меньшей степени	4	4
74	он был	1	4
75	как в	8	4
76	и наконец	4	4
77	та же	1	4
78	а затем	1	4
79	в другом	2	4
80	не в	7	4
81	даже в	2	4
82	в основе	5	4
83	того чтобы	1	4
84	все же	7	4
85	у нас	2	4
86	роль в	2	4
87	и вообще	2	4
88	с ним	7	4
89	борьба с	1	4
90	все время	3	4
91	тот же	1	4
92	всех его	7	4
93	с одной	4	4
94	именно на	1	4
95	в большинстве	10	4
96	в результате	3	4
97	в котором	2	4
98	и даже	6	4
99	с другой	5	4
100	именно в	3	4
101	одной стороны	4	4
102	более того	3	4
103	большей или	4	4
104	и от	4	4
105	о котором	1	4
106	в большей	3	4
107	а в	6	4
108	не может	14	4
109	из этого	3	4
110	все что	1	4
111	не остается	1	3
112	как во	1	3
113	они были	2	3
114	как у	1	3
115	в одной	1	3
116	с этим	3	3
117	перед нами	4	3
118	в первом	3	3
119	при этом	6	3
120	и сам	3	3
121	в плане	6	3
122	людей и	1	3
123	связанных с	4	3
124	на все	2	3
125	с другими	5	3
126	было бы	3	3
127	и их	1	3
128	уже сказали	2	3
129	потому что	2	3
130	только с	1	3
131	этом отношении	1	3
132	в духе	2	3
133	есть только	1	3
134	те же	2	3
135	до сих	2	3
136	к нему	5	3
137	во втором	1	3
138	существенную роль	1	3
139	романа в	3	3
140	в него	3	3
141	того что	3	3
142	в ряде	1	3
143	одной из	3	3
144	только в	6	3
145	поэтому и	3	3
146	литературе и	1	3
147	конечно не	3	3
148	в начале	1	3
149	есть в	1	3
150	выходит за	3	3
151	или меньшей	4	3
152	что не	1	3
153	и самый	1	3
154	но оно	3	3
155	не были	3	3
156	в данном	3	3
157	и не	16	3
158	с этой	3	3
159	сих пор	2	3
160	но это	1	3
161	и для	4	3
162	на границах	1	3
163	на языке	1	3
164	между ними	2	3
165	первом случае	2	3
166	жизни и	1	3
167	они не	1	3
168	как известно	1	2
169	связана с	2	2
170	и то	2	2
171	тех же	1	2
172	из самых	1	2
173	с точки	8	2
174	ведь и	1	2
175	брань и	1	2
176	мы не	2	2
177	для рабле	1	2
178	но уже	1	2
179	разобранных нами	1	2
180	его так	1	2
181	но не	2	2
182	в новом	1	2
183	за пределы	4	2
184	что они	2	2
185	в истории	3	2
186	точки зрения	16	2
187	стороны и	1	2
188	хотя и	2	2
189	где все	1	2
190	он в	5	2
191	и тот	1	2
192	и те	2	2
193	помощью которых	1	2
194	так сказать	5	2
195	на его	8	2
196	он не	3	2
197	всех этих	4	2
198	на этом	2	2
199	что все	2	2
200	значение в	1	2
201	лишь в	4	2
202	это было	1	2
203	заключается в	1	2
204	гл iv	1	2
205	мы видели	1	2
206	был бы	2	2
207	века когда	1	2
208	из этих	3	2
209	но если	1	2
210	в своей	7	2
211	из области	1	2
212	для этого	1	2
213	одной плоскости	1	2
214	для всего	1	2
215	находятся в	1	2
216	так что	2	2
217	связи с	2	2
218	переходят в	1	2
219	не могут	3	2
220	в эти	1	2
221	должен быть	1	2
222	гл xviii	1	2
223	данном случае	3	2
224	характер и	1	2
225	и этим	3	2
226	конечно в	1	2
227	в романе	21	2
228	образом в	3	2
229	но здесь	3	2
230	в значительной	1	2
231	между тем	2	2
232	и во	3	2
233	там и	1	2
234	почти вовсе	5	2
235	тем более	1	2
236	но с	1	2
237	таков первый	1	2
238	они могут	7	2
239	со всеми	1	2
240	где они	2	2
241	себя в	9	2
242	переходит в	3	2
243	всеми его	1	2
244	характерно что	2	2
245	и прежде	1	2
246	как его	5	2
247	каждый из	1	2
248	может быть	14	2
249	как раз	2	2
250	в форме	1	2
251	а на	2	2
252	и самая	2	2
253	в меньшей	1	2
254	если мы	2	2
255	до конца	12	2
256	был в	1	2
257	которых мы	1	2
258	не на	5	2
259	а не	15	2
260	на весь	1	2
261	мира в	1	2
262	в частности	2	2
263	прямо сказать	1	2
264	и потому	4	2
265	можно прямо	1	2
266	влияния на	3	2
267	не был	1	2
268	хотя он	1	2
269	своего времени	1	2
270	что мы	1	2
271	и часто	4	2
272	лицо и	1	2
273	для нас	2	2
274	от него	1	2
275	степени чем	1	2
276	в эту	2	2
277	бы в	1	2
278	в этих	2	2
279	еще более	5	2
280	для его	1	2
281	в том	3	2
282	все они	7	2
283	и у	2	2
284	другой стороны	4	2
285	состоит из	1	2
286	от всех	1	2
287	есть и	1	2
288	громадное влияние	1	2
289	и другие	1	2
290	направленности на	2	1
291	от этой	2	1
292	ту же	4	1
293	с жизнью	1	1
294	и через	1	1
295	и замкнутого	1	1
296	наших дней	1	1
297	сын и	1	1
298	на самом	2	1
299	он может	2	1
300	повторяем у	1	1
301	к людям	1	1
302	оказываются в	1	1
303	богатой и	1	1
304	плане то	1	1
305	то в	2	1
306	его же	3	1
307	мировоззрения и	1	1
308	в мыслях	1	1
309	из его	1	1
310	с таким	1	1
311	основные и	1	1
312	в зависимости	3	1
313	в их	4	1
314	его не	1	1
315	в несколько	1	1
316	смотреть на	1	1
317	для своего	1	1
318	ему ни	1	1
319	что уже	1	1
320	из своих	2	1
321	чтобы не	1	1
322	роман в	2	1
323	почти исключительно	1	1
324	не оказать	1	1
325	и заставляет	2	1
326	зависимости от	3	1
327	жил в	1	1
328	его словесного	2	1
329	языки на	1	1
330	произведение и	1	1
331	еще не	4	1
332	основная особенность	1	1
333	между собой	2	1
334	на их	1	1
335	время в	1	1
336	в различных	1	1
337	выражения в	1	1
338	бы не	1	1
339	мыслях в	1	1
340	им еще	1	1
341	одним словом	2	1
342	свою жизнь	1	1
343	к слову	1	1
344	и оценок	3	1
345	остаются в	2	1
346	менее всего	1	1
347	отношение к	7	1
348	не просто	1	1
349	друга и	1	1
350	нет и	1	1
351	и речи	2	1
352	один и	1	1
353	заключено в	1	1
354	оно довлеет	2	1
355	и существенные	1	1
356	и нет	1	1
357	первых двух	1	1
358	словом в	4	1
359	что по	1	1
360	и к	5	1
