N	3gram	Losev_Prob_4	Istorich
1	и т д	3	18
2	до сих пор	1	6
3	точно так же	3	6
4	вместе с тем	3	5
5	мы имеем в	1	5
6	в том что	8	5
7	но все же	1	4
8	что он не	1	4
9	так же как	1	4
10	не только в	4	4
11	в связи с	3	4
12	мы здесь имеем	1	3
13	так же и	1	3
14	можно было бы	4	3
15	с одной стороны	1	3
16	и может быть	1	2
17	что иное как	2	2
18	потому что он	2	2
19	иметь в виду	1	2
20	на самом деле	3	2
21	т д и	1	2
22	мы не будем	2	2
23	не что иное	2	2
24	сих пор мы	1	2
25	в одном случае	2	2
26	с другой стороны	6	2
27	о том что	3	2
28	и вместе с	1	2
29	с самого начала	1	2
30	на то что	1	2
31	дело не в	2	2
32	к тому же	2	2
33	о том как	1	1
34	бросается в глаза	1	1
35	как показывает исследование	2	1
36	то это значит	1	1
37	но так как	1	1
38	в ней от	1	1
39	но это только	1	1
40	совершенно то же	1	1
41	дело вовсе не	1	1
42	войти в рассмотрение	1	1
43	в зависимости от	3	1
44	сам по себе	6	1
45	начала до конца	1	1
46	здесь дело не	1	1
47	а может быть	1	1
48	не говорится но	1	1
49	за то что	1	1
50	не сам по	2	1
51	почти никогда не	1	1
52	при помощи этого	1	1
53	не то что	1	1
54	в это время	1	1
55	уже потому что	1	1
56	не подлежит никакому	1	1
57	не будем здесь	2	1
58	мы имеем например	1	1
59	подлежит никакому сомнению	1	1
60	ни к какому	1	1
61	в отдельности и	1	1
62	тем не менее	10	1
63	хотя бы на	1	1
64	том что они	1	1
65	был связан с	1	1
66	то мы можем	1	1
67	есть не что	2	1
68	по себе а	1	1
69	мы видим и	1	1
70	никогда не говорится	1	1
71	это и есть	1	1
72	это значит что	7	1
73	не только не	4	1
74	а в другом	1	1
75	и прежде всего	2	1
76	в другом случае	2	1
77	друг друга но	1	1
78	по этому поводу	1	1
79	не думает что	1	1
80	том что он	1	1
81	это свидетельствует о	1	1
82	может быть даже	1	1
83	он прежде всего	1	1
84	оно и более	1	1
