N	2gram	Ircho_Kome_1	Psycholo
1	то что	2	44
2	и в	22	33
3	в этом	3	28
4	и что	1	25
5	как бы	1	25
6	потому что	5	24
7	для того	1	23
8	том что	12	22
9	того чтобы	1	22
10	может быть	9	22
11	что в	6	21
12	в том	11	21
13	о том	8	20
14	что он	6	20
15	только что	2	15
16	как это	3	14
17	что это	1	13
18	таким образом	8	13
19	то есть	1	13
20	так же	3	13
21	и не	8	13
22	все это	5	13
23	сказать что	1	13
24	в самом	2	12
25	было бы	2	12
26	к тому	6	12
27	и все	3	12
28	так как	4	12
29	он не	3	11
30	что все	1	11
31	говорит что	1	10
32	на то	3	10
33	что она	1	10
34	в трагедии	2	10
35	в его	5	10
36	не может	2	10
37	то же	6	9
38	в этой	7	9
39	по себе	1	9
40	как раз	3	9
41	в конце	6	8
42	как будто	2	8
43	для этого	2	8
44	вместе с	2	8
45	в каком	1	8
46	в своем	1	7
47	раз в	2	7
48	не только	10	7
49	в нем	4	7
50	так что	1	7
51	и только	1	7
52	до конца	2	7
53	когда он	1	7
54	и т	9	6
55	на самом	1	6
56	в сущности	2	6
57	в ней	1	6
58	что они	4	6
59	перед нами	1	6
60	в себе	2	6
61	после этого	1	6
62	и вот	4	6
63	во время	5	6
64	точки зрения	4	6
65	но он	2	6
66	тому что	1	6
67	же самое	2	6
68	у него	3	6
69	как на	1	6
70	мы уже	1	5
71	мы не	3	5
72	в целом	3	5
73	и на	3	5
74	с этим	1	5
75	все же	3	5
76	целый ряд	1	5
77	и как	3	5
78	как он	1	5
79	ясно что	4	5
80	как и	9	5
81	самого начала	1	5
82	и его	8	5
83	и это	1	5
84	с самого	1	5
85	казалось бы	3	5
86	с ним	1	5
87	вовсе не	2	5
88	мы можем	4	5
89	связь с	1	5
90	той же	1	4
91	в которой	6	4
92	с именем	1	4
93	это было	1	4
94	с тем	1	4
95	и уже	1	4
96	слова и	1	4
97	одна из	2	4
98	на него	4	4
99	а в	6	4
100	у нас	3	4
101	так например	1	4
102	как мы	4	4
103	и о	3	4
104	что у	2	4
105	можно было	1	4
106	жизнь и	1	4
107	об этом	1	4
108	о нем	1	4
109	в порядке	1	4
110	утверждает что	1	4
111	того что	1	4
112	в двух	1	4
113	только в	3	4
114	себя в	1	4
115	в жизни	1	4
116	и других	7	4
117	из них	10	4
118	никто не	1	4
119	по поводу	4	4
120	в частности	3	4
121	мы узнаем	1	4
122	с этой	1	4
123	совершенно не	1	4
124	жизни и	1	4
125	ее в	2	4
126	это в	1	4
127	к этому	4	4
128	в таком	1	4
129	речь идет	3	3
130	же как	3	3
131	идет о	3	3
132	и за	1	3
133	хронологическом порядке	2	3
134	говорить о	1	3
135	то это	1	3
136	и он	1	3
137	но не	2	3
138	к которой	1	3
139	конце концов	4	3
140	как в	5	3
141	что именно	1	3
142	на этом	2	3
143	здесь мы	3	3
144	его в	3	3
145	уже знаем	1	3
146	должен был	1	3
147	ни в	6	3
148	этого слова	1	3
149	ни одной	2	3
150	далеко не	1	3
151	но если	1	3
152	в которых	1	3
153	т п	5	3
