N	2gram	Bakhtin_sl_2	Problema
1	то есть	26	39
2	то что	2	38
3	вовсе не	10	37
4	и не	22	37
5	и в	39	35
6	не только	24	24
7	сказать что	3	24
8	том что	5	19
9	что такое	1	18
10	даже и	4	18
11	о том	2	18
12	может быть	37	18
13	в этом	16	17
14	но и	21	16
15	в языке	2	15
16	только в	5	14
17	не менее	4	13
18	не может	20	13
19	и что	1	13
20	во всяком	3	13
21	также и	2	12
22	тем не	1	12
23	того что	1	12
24	в том	5	12
25	хотя бы	3	12
26	не просто	1	11
27	никак не	1	11
28	и даже	7	11
29	прежде всего	8	11
30	что в	3	11
31	в таком	4	11
32	говорить о	3	10
33	еще не	7	10
34	всяком случае	2	10
35	ничего не	1	10
36	и с	9	10
37	а не	14	10
38	в данном	2	10
39	да и	1	10
40	в этой	1	9
41	только на	1	9
42	для нас	5	9
43	значение и	1	8
44	все же	6	8
45	по себе	5	8
46	в виду	1	8
47	уже не	5	8
48	как раз	1	8
49	только о	2	8
50	смысле слова	1	7
51	совсем не	1	7
52	бы и	3	7
53	все эти	6	7
54	того или	1	7
55	те или	1	7
56	мы не	2	7
57	не является	1	7
58	в конце	1	7
59	так и	15	7
60	в его	7	7
61	так как	4	7
62	этом случае	6	7
63	и т	35	6
64	есть не	1	6
65	с другой	5	6
66	но как	2	6
67	к сожалению	1	6
68	но в	6	6
69	на то	1	6
70	т д	2	6
71	мы можем	1	6
72	не о	1	6
73	другими словами	1	6
74	можно сказать	1	6
75	в виде	2	6
76	ни в	4	6
77	в области	2	6
78	или иначе	1	6
79	а именно	2	6
80	но это	3	6
81	при условии	1	6
82	и для	5	6
83	в то	4	6
84	то же	4	5
85	между собой	1	5
86	отнюдь не	1	5
87	с этим	2	5
88	в самом	1	5
89	в себе	2	5
90	с другими	4	5
91	но уже	1	5
92	как и	6	5
93	и без	1	5
94	есть именно	1	5
95	и более	2	5
96	это то	1	5
97	связи с	3	5
98	той или	5	5
99	и это	1	5
100	как мы	7	5
101	языка и	9	5
102	и на	4	5
103	с одной	5	5
104	одной стороны	5	5
105	или иной	5	5
106	что не	1	5
107	другой стороны	1	5
108	в частности	1	5
109	кроме того	2	5
110	в связи	2	5
111	и все	5	5
112	или иного	1	5
113	пусть не	1	4
114	человеческой речи	2	4
115	и есть	1	4
116	и значение	1	4
117	не был	2	4
118	но не	6	4
119	не все	2	4
120	сама по	3	4
121	в своем	6	4
122	и как	3	4
123	более или	2	4
124	вообще не	1	4
125	что она	1	4
126	но именно	1	4
127	всех этих	4	4
128	таким образом	8	4
129	и тем	1	4
130	далеко не	2	4
131	на первый	1	4
132	или менее	2	4
133	в этих	7	4
134	в отношении	4	4
135	до сих	2	4
136	именно как	2	4
137	стороны и	3	4
138	не могут	5	4
139	языке и	1	4
140	что при	1	4
141	и о	1	4
142	без всякого	2	4
143	и здесь	2	4
144	и только	1	4
145	значение в	2	4
