N	2gram	Losev_Prob_3	Tragedij
1	и в	44	18
2	в этом	17	9
3	не только	14	8
4	он сам	4	7
5	и с	9	7
6	и на	1	7
7	может быть	28	7
8	как бы	9	7
9	и не	35	7
10	но в	12	6
11	и его	5	6
12	в образе	1	6
13	что он	9	6
14	у него	1	6
15	то же	13	5
16	все же	6	5
17	что это	3	5
18	это не	9	5
19	как и	10	5
20	несмотря на	1	5
21	в то	9	5
22	в дальнейшем	1	5
23	так и	10	5
24	не может	7	5
25	еще не	5	4
26	в себе	8	4
27	в целом	6	4
28	в этой	3	4
29	в нем	9	4
30	об этом	3	4
31	том что	12	4
32	и что	7	4
33	но и	10	4
34	и даже	14	4
35	прежде всего	3	4
36	так же	5	4
37	но это	8	4
38	все это	5	4
39	этот образ	1	4
40	что в	8	4
41	и все	3	4
42	то что	23	4
43	и он	1	3
44	своего рода	1	3
45	отнюдь не	10	3
46	как в	5	3
47	в своем	5	3
48	и как	3	3
49	все эти	7	3
50	при этом	4	3
51	то есть	34	3
52	тем самым	5	3
53	что с	1	3
54	о чем	2	3
55	с ее	2	3
56	и сам	5	3
57	мог бы	1	3
58	жизнь и	2	3
59	с ним	7	3
60	в его	9	3
61	уже в	3	3
62	для него	3	3
63	никто не	2	3
64	в конце	5	3
65	как будто	3	3
66	как это	2	3
67	что за	1	3
68	в первом	1	2
69	и до	2	2
70	что эти	1	2
71	и за	2	2
72	а как	2	2
73	никогда не	6	2
74	и то	14	2
75	не был	2	2
76	отличие от	3	2
77	тут же	4	2
78	не просто	23	2
79	так что	12	2
80	она как	1	2
81	перед нами	8	2
82	имеет в	1	2
83	в самом	3	2
84	бы и	1	2
85	то и	5	2
86	он не	8	2
87	что она	1	2
88	но все	3	2
89	что все	2	2
90	его в	3	2
91	отца и	1	2
92	ни в	8	2
93	нет в	1	2
94	с тем	5	2
95	поведение в	1	2
96	пусть мы	2	2
97	в отличие	2	2
98	вопрос о	1	2
99	но эта	3	2
100	не в	13	2
101	не играют	1	2
102	вместе со	1	2
103	раз и	4	2
104	но они	1	2
105	не участвует	1	2
106	не имеет	9	2
107	не могут	1	2
108	он и	2	2
109	к тому	3	2
110	и это	9	2
111	но при	1	2
112	в ее	4	2
113	данном случае	7	2
114	не за	1	2
115	ничего не	3	2
116	и здесь	5	2
117	о том	6	2
118	в глаза	1	2
119	что и	9	2
120	даже на	1	2
121	бросается в	1	2
122	в том	21	2
123	даже если	2	2
124	который в	2	2
125	по мнению	2	2
126	и ее	3	2
127	уже не	7	2
128	в виде	6	2
129	в душе	1	2
130	не так	3	2
131	в известной	2	2
132	в одном	1	2
133	друг друга	2	2
134	тем что	4	2
135	писателя и	1	2
136	чем он	2	2
137	только к	2	2
138	до конца	1	2
139	ничем не	2	2
140	с первого	3	2
141	в данном	9	2
142	о его	2	2
143	еще раз	1	2
144	это уже	3	2
145	от всего	1	2
146	потому что	25	2
147	состоит из	5	2
148	в частности	2	2
149	только о	3	2
150	по поводу	2	2
151	в таком	5	2
152	точно так	3	2
153	только он	2	1
154	скажет что	4	1
155	и т	13	1
156	одним из	1	1
157	например в	1	1
158	сам по	6	1
159	самом деле	3	1
160	целесообразностью без	2	1
161	это и	7	1
162	и есть	5	1
163	от самого	1	1
164	смысл этого	1	1
165	должна быть	1	1
166	и могут	2	1
167	той же	1	1
168	связаны между	1	1
169	в шутку	1	1
170	не вполне	1	1
171	даже самый	1	1
172	в виду	10	1
173	подчеркнуть что	1	1
174	в ней	5	1
175	литературы и	2	1
176	между собой	1	1
177	без которой	1	1
178	быть в	2	1
179	это же	3	1
180	в чем	4	1
181	во всех	2	1
182	но не	3	1
183	славилась своей	1	1
184	но как	4	1
185	всегда стремится	1	1
186	значение и	5	1
187	а он	1	1
188	само это	1	1
189	без цели	2	1
190	друга и	2	1
191	за пределы	5	1
192	в настоящем	3	1
193	всю эту	1	1
194	чем же	4	1
195	в истории	1	1
196	что именно	1	1
197	но несмотря	1	1
198	дается в	1	1
199	новую жизнь	1	1
200	для ее	2	1
201	именно эта	1	1
202	и хотя	1	1
203	чего же	1	1
204	то в	3	1
205	в которой	2	1
206	сливается с	1	1
207	он в	2	1
208	бы не	1	1
209	за себя	2	1
210	как тип	1	1
211	имеет для	1	1
212	говорит не	1	1
213	как он	1	1
214	и если	6	1
215	вообще не	1	1
216	пушкина и	3	1
217	перестает быть	1	1
218	не значит	3	1
219	к одному	1	1
220	не к	1	1
221	не как	1	1
222	содержит в	3	1
223	что тут	3	1
224	и по	2	1
225	таким образом	9	1
226	от нее	1	1
227	здесь мы	1	1
228	факт что	1	1
229	же не	2	1
230	не скажет	1	1
231	в другом	2	1
232	конечно в	1	1
233	и чтобы	1	1
234	лишь в	1	1
235	это было	2	1
236	заключается в	4	1
237	быть не	1	1
238	образе петра	1	1
239	а это	3	1
240	никакой роли	1	1
241	с начала	1	1
242	этом мы	1	1
243	но уже	3	1
244	в них	1	1
245	со своими	1	1
246	которой он	1	1
247	для чего	2	1
248	перед собой	1	1
249	есть такая	1	1
250	но если	6	1
251	и при	2	1
252	в своей	5	1
253	свой моральный	1	1
254	в такой	1	1
255	наших дней	1	1
256	в котором	2	1
257	у лермонтова	2	1
258	не столько	2	1
259	представление о	1	1
260	понятно что	1	1
261	но он	1	1
262	тем не	10	1
263	речи в	1	1
264	непосредственного чувства	1	1
265	по себе	25	1
266	тому что	4	1
267	же во	1	1
268	она стремится	1	1
269	не менее	10	1
270	вплоть до	1	1
271	и художественной	2	1
272	она не	3	1
273	и начинает	1	1
274	на котором	2	1
275	как его	1	1
276	виду не	1	1
277	например что	1	1
278	без конца	1	1
