N	2gram	Tiupa_Lite_2	Formalny
1	и не	11	30
2	вовсе не	2	28
3	и в	19	27
4	может быть	17	25
5	не может	9	24
6	так и	7	21
7	и его	3	19
8	в этом	9	18
9	таким образом	1	18
10	а не	20	17
11	самом деле	1	16
12	точки зрения	4	16
13	то же	12	15
14	в нем	3	15
15	на самом	1	14
16	как и	10	14
17	с точки	3	14
18	не в	4	12
19	и т	2	11
20	в самом	1	11
21	в жизни	2	11
22	и от	1	11
23	не могут	1	10
24	место в	1	10
25	но и	10	10
26	в действительности	1	9
27	не только	8	9
28	так как	3	9
29	так же	1	9
30	отнюдь не	4	8
31	как бы	2	8
32	при этом	6	8
33	как мы	1	8
34	в пределах	1	8
35	как раз	2	8
36	то что	7	8
37	и все	1	8
38	что в	4	8
39	тем же	3	7
40	с тем	2	7
41	не менее	6	7
42	же время	9	7
43	потому что	2	7
44	его в	1	7
45	в его	4	7
46	в том	10	7
47	в то	9	7
48	в искусстве	4	7
49	здесь и	1	6
50	еще не	2	6
51	но в	2	6
52	все эти	1	6
53	в своей	1	6
54	и теперь	1	6
55	произведения как	1	6
56	все время	1	6
57	было бы	2	6
58	в литературе	1	6
59	что он	3	6
60	с другой	8	6
61	идеологического кругозора	1	6
62	более того	1	6
63	вместе с	5	6
64	в данном	3	6
65	все же	2	6
66	и для	3	6
67	бы в	1	6
68	хотя бы	2	6
69	в своих	2	6
70	но не	5	5
71	в истории	2	5
72	в художественном	2	5
73	в единстве	1	5
74	без исключения	1	5
75	в каждом	2	5
76	высказывание как	1	5
77	войти в	1	5
78	ни было	2	5
79	того чтобы	1	5
80	сводится к	1	5
81	в ней	4	5
82	никогда не	3	5
83	связи с	1	5
84	т п	2	5
85	друг друга	2	5
86	лишь для	1	5
87	тем что	4	5
88	именно так	1	5
89	и потому	1	5
90	тому как	2	5
91	что же	1	5
92	не является	2	5
93	в результате	2	5
94	другой стороны	4	5
95	мы не	4	4
96	он был	1	4
97	бы то	1	4
98	как в	1	4
99	и как	3	4
100	в целом	2	4
101	и те	1	4
102	подобно тому	2	4
103	то ни	1	4
104	данном случае	3	4
105	в ее	2	4
106	в слове	1	4
107	том что	7	4
108	жизнь не	1	4
109	в смысле	1	4
110	могут быть	2	4
111	к тому	1	4
112	о том	2	4
113	уже в	2	4
114	только на	1	4
115	для того	2	4
116	со стороны	3	4
117	прежде всего	4	4
118	до конца	2	4
119	мы видели	1	4
120	как это	2	4
121	ценностный центр	1	4
122	слова и	7	4
123	обстоит дело	1	4
124	в романе	1	4
125	от всех	1	4
126	из этого	1	4
127	жизни и	4	4
128	они не	1	4
129	к материалу	1	3
130	одним из	3	3
131	же как	2	3
132	того же	4	3
133	должна быть	1	3
134	той же	2	3
135	мы и	1	3
136	в виду	2	3
137	и на	6	3
138	столь же	5	3
139	во всех	3	3
140	то он	1	3
141	нет и	1	3
142	что это	1	3
143	в себе	6	3
144	не следует	1	3
145	и с	3	3
146	высказывание в	1	3
147	искусства в	1	3
148	это не	1	3
149	ее в	1	3
150	он и	2	3
151	в этих	1	3
152	от его	1	3
153	как от	1	3
154	по отношению	4	3
155	тому что	1	3
156	в основе	2	3
157	для нас	2	3
158	этом отношении	3	3
159	же самое	1	3
160	только то	1	3
161	еще в	4	3
162	жизнь и	1	3
163	никак не	1	3
164	и что	2	3
165	можно сказать	1	3
166	их в	1	3
167	в них	2	3
168	в него	2	3
169	дело с	1	3
170	в какой	2	3
171	не перестает	1	3
172	уже не	2	3
173	в поэзии	3	3
174	в конце	2	3
175	литературное произведение	1	3
176	души и	1	3
177	у нас	5	3
178	на фоне	5	3
179	к его	1	3
180	того что	5	3
181	отношению к	3	3
182	жизни в	4	3
183	героя в	2	3
184	и эта	1	3
185	ту же	2	2
186	отношения к	1	2
187	в такой	2	2
