N	3gram	Voloshinov_1	Problema
1	в настоящее время	2	16
2	о том что	1	14
3	тем не менее	3	12
4	во всяком случае	1	10
5	то что мы	1	7
6	по крайней мере	1	6
7	в этом смысле	1	5
8	в данном случае	2	5
9	с одной стороны	2	5
10	с другой стороны	2	5
11	то же самое	2	5
12	более или менее	1	4
13	до сих пор	3	4
14	не есть только	1	4
15	в то же	1	4
16	сама по себе	1	4
17	в том что	4	4
18	одной стороны и	2	3
19	если бы не	1	3
20	но и в	1	3
21	только то что	1	3
22	и в частности	1	3
23	и в этом	1	3
24	не может быть	7	3
25	бы не было	1	3
26	можно сказать что	5	3
27	или хотя бы	1	2
28	том что в	1	2
29	на самом деле	2	2
30	в самом деле	1	2
31	с самого начала	1	2
32	сами по себе	1	2
33	бы то ни	3	2
34	можно было бы	1	2
35	может быть только	1	2
36	может быть и	3	2
37	едва ли кто-нибудь	1	2
38	нельзя было говорить	1	2
39	и тот же	1	2
40	имеем в виду	2	2
41	друг к другу	1	2
42	один и тот	1	2
43	не совпадает с	1	2
44	в частности в	1	2
45	и независимо от	1	2
46	ничего общего с	1	2
47	подобно тому как	1	2
48	и прежде всего	1	2
49	и здесь мы	1	2
50	отношение к предмету	2	1
51	и не требует	1	1
52	одним и тем	1	1
53	еще не вполне	1	1
54	нам кажется что	1	1
55	так как уже	1	1
56	же как и	1	1
57	и не может	3	1
58	или может быть	1	1
59	в зависимости от	2	1
60	с большим трудом	1	1
61	между тем как	1	1
62	на самом же	1	1
63	в этом отношении	1	1
64	бы мы ни	3	1
65	что не только	1	1
66	совершенно ясно что	1	1
67	может идти только	1	1
68	как мы уже	1	1
69	уже не есть	1	1
70	является для нас	1	1
71	пор мы касались	1	1
72	бы даже и	1	1
73	ни в какой	1	1
74	стороны и с	1	1
75	и в своем	1	1
76	то время как	1	1
77	так же как	1	1
78	но мы можем	1	1
79	сих пор мы	1	1
80	то ни было	3	1
81	это прежде всего	1	1
82	и то же	2	1
83	и все элементы	1	1
84	в пространстве и	1	1
85	и к его	1	1
86	в нашем случае	1	1
87	человеческая речь но	1	1
88	какой бы то	1	1
89	все более и	1	1
90	да и вообще	2	1
91	самом же деле	1	1
92	мы ни анализировали	2	1
93	но тем не	2	1
94	для нас не	1	1
95	в общем гораздо	1	1
96	в то время	1	1
97	и тем же	1	1
98	но отнюдь не	2	1
99	более и более	1	1
100	но это же	1	1
101	но все же	1	1
102	мы имеем в	1	1
103	здесь вовсе не	1	1
104	допустим что мы	1	1
105	да и всякого	1	1
106	хотя бы отдаленно	1	1
107	но в них	1	1
108	что до сих	1	1
109	и с другой	1	1
