N	3gram	Potebnia_M_2	SlovoVZh
1	не может быть	2	7
2	дело в том	1	4
3	в том что	7	4
4	и не может	1	3
5	тем не менее	5	3
6	бы то ни	1	3
7	до сих пор	4	3
8	это как бы	1	3
9	и не в	1	3
10	то ни было	1	3
11	и то же	2	2
12	это не так	1	2
13	на самом деле	2	2
14	с другой стороны	2	2
15	одной стороны и	1	2
16	но тем не	3	2
17	мы можем сказать	1	2
18	одно и то	2	2
19	в некоторых языках	1	2
20	с одной стороны	3	2
21	но все же	1	1
22	один и тот	1	1
23	а между тем	4	1
24	и в этом	1	1
25	непосредственно сливается с	1	1
26	имеет дело с	1	1
27	все же не	1	1
28	то время как	3	1
29	можно подумать что	1	1
30	более или менее	8	1
31	друг к другу	1	1
32	во всяком случае	7	1
33	в этом смысле	2	1
34	нам кажется что	2	1
35	между тем как	2	1
36	по себе не	3	1
37	и для него	1	1
38	в то время	4	1
39	так относится к	1	1
40	сам по себе	4	1
41	и проч и	1	1
42	сами по себе	7	1
43	как на самом	2	1
44	то что мы	2	1
45	в свою очередь	6	1
46	и др и	1	1
47	на этом основании	1	1
48	и независимо от	1	1
49	и притом с	1	1
50	о том что	1	1
51	ничего общего с	1	1
52	что не только	1	1
53	с самого начала	2	1
54	то что я	1	1
55	находящееся в душе	1	1
56	внутренней и внешней	1	1
57	если бы не	1	1
58	то же время	2	1
59	подобно тому как	4	1
60	можно найти в	1	1
61	со всех сторон	1	1
62	может быть только	1	1
63	по крайней мере	5	1
64	в то же	2	1
65	влияние на все	1	1
66	и тогда когда	2	1
67	сама по себе	2	1
68	не может находиться	1	1
69	мы таким образом	1	1
70	как и в	1	1
71	не зная этого	1	1
72	кажется что мы	1	1
73	и тот же	1	1
