N	3gram	Bakhtin_Fr_3	Myshleni
1	в том что	1	17
2	заключается в том	1	7
3	для того чтобы	3	7
4	в отличие от	3	6
5	в высшей степени	1	6
6	с самого начала	1	6
7	в собственном смысле	1	6
8	можно было бы	2	5
9	в связи с	4	5
10	мы уже говорили	3	5
11	что и в	1	5
12	смысле этого слова	1	4
13	во всяком случае	1	4
14	о том что	2	3
15	в этом отношении	2	3
16	по сравнению с	2	3
17	по внешнему виду	1	3
18	с другой стороны	1	3
19	мы видели что	1	3
20	как мы видели	2	3
21	говорит об этом	2	2
22	и той же	2	2
23	по отношению к	2	2
24	с помощью которого	1	2
25	и в этом	1	2
26	на первый план	1	2
27	как мы увидим	1	2
28	все же в	1	2
29	уже говорили что	1	2
30	включает в себя	1	2
31	не может быть	2	2
32	в основе этого	2	2
33	и вместе с	1	2
34	в свою очередь	1	2
35	само по себе	1	2
36	и все остальные	1	2
37	той или иной	2	2
38	как мы уже	5	2
39	одной и той	2	2
40	как и в	2	2
41	в другом месте	1	1
42	том что в	1	1
43	что иное как	1	1
44	что в основе	1	1
45	сих пор остается	1	1
46	прежде всего тем	1	1
47	в общей сложности	1	1
48	подобно тому как	1	1
49	в том числе	3	1
50	мы не могли	1	1
51	о том как	1	1
52	в этом случае	1	1
53	как это делает	1	1
54	с точки зрения	1	1
55	о котором говорил	1	1
56	до сих пор	4	1
57	как и все	3	1
58	хотя бы и	1	1
59	бы то ни	1	1
60	между тем как	1	1
61	во всех этих	1	1
62	том числе и	2	1
63	кроме того что	1	1
64	имеет в виду	2	1
65	за то что	1	1
66	речи так как	1	1
67	быть отнесено к	1	1
68	не подлежит никакому	2	1
69	мы увидим дальше	2	1
70	в применении к	1	1
71	не что иное	1	1
72	в данном случае	2	1
73	никакому сомнению что	2	1
74	все эти три	1	1
75	в том чтобы	1	1
76	и тем же	1	1
77	то ни было	1	1
78	подлежит никакому сомнению	2	1
79	в значительной степени	2	1
80	всего тем что	1	1
81	в связи со	1	1
82	и как они	1	1
83	одним и тем	1	1
84	что в отличие	1	1
85	есть не что	1	1
86	но не для	1	1
87	связи с этим	1	1
88	так как в	1	1
89	в котором в	1	1
90	и в самом	1	1
91	как в основе	1	1
92	но все эти	1	1
93	мы ограничимся лишь	1	1
94	в последнем счете	1	1
