N	3gram	Berdyaev_M_1	Istorich
1	между двумя мирами	1	11
2	в иной мир	2	6
3	до сих пор	2	5
4	не может быть	17	4
5	что иное как	1	3
6	по сравнению с	1	3
7	не что иное	1	3
8	о том что	1	2
9	мы имеем в	1	2
10	не только в	2	2
11	тем что он	2	2
12	интересно что в	1	2
13	с того что	1	2
14	мы увидим что	3	2
15	на том что	1	1
16	потому что он	1	1
17	и не может	2	1
18	как и все	1	1
19	и действительно в	1	1
20	в зависимости от	1	1
21	и в европе	1	1
22	доступ к этим	1	1
23	что он не	2	1
24	но и в	4	1
25	очень интересно что	1	1
26	иной мир но	1	1
27	на все запросы	1	1
28	может быть и	1	1
29	то время как	2	1
30	а не только	2	1
31	она связана с	1	1
32	в иных случаях	1	1
33	в этот момент	1	1
34	и вместе с	4	1
35	не могут быть	2	1
36	во всех этих	1	1
37	не в том	1	1
38	он уже не	2	1
39	потому что мы	1	1
40	его в своем	1	1
41	вместе с тем	5	1
42	не мог бы	1	1
43	они идут на	1	1
44	как будто бы	2	1
45	в этом он	2	1
46	в то время	2	1
47	это и есть	4	1
48	но он не	2	1
49	и по своим	1	1
50	и во всем	1	1
51	он живет в	2	1
52	что и в	1	1
