N	2gram	Tiupa_Anal_1	KulturaY
1	и т	3	39
2	потому что	2	25
3	т п	3	24
4	и в	18	23
5	не только	15	20
6	в том	27	19
7	в этом	13	18
8	и не	21	16
9	было бы	2	15
10	так как	2	15
11	может быть	29	15
12	точки зрения	6	14
13	все эти	2	12
14	если бы	3	12
15	в самом	6	12
16	но в	8	11
17	том что	12	11
18	того чтобы	3	11
19	в области	4	11
20	по себе	4	10
21	а не	17	10
22	что в	5	10
23	самом деле	2	9
24	вопрос о	2	9
25	в сущности	6	9
26	хотя бы	3	9
27	то что	6	9
28	вовсе не	2	9
29	для того	4	9
30	не может	22	9
31	с точки	4	8
32	не в	14	8
33	иными словами	1	8
34	языка и	1	8
35	и что	1	8
36	в качестве	31	8
37	уже не	4	8
38	прежде всего	6	8
39	с другой	4	8
40	что это	1	7
41	все же	4	7
42	в нашем	3	7
43	в силу	3	7
44	и с	2	7
45	не менее	1	7
46	но и	17	7
47	другой стороны	2	7
48	то же	9	6
49	и на	5	6
50	но не	10	6
51	в этой	5	6
52	да и	1	6
53	это не	6	6
54	по крайней	1	6
55	речи в	1	6
56	между тем	5	6
57	крайней мере	1	6
58	вопроса о	3	6
59	слова в	1	6
60	что не	3	6
61	что мы	3	6
62	и то	2	5
63	также и	2	5
64	мы имеем	6	5
65	я не	1	5
66	зависимости от	1	5
67	еще не	3	5
68	не следует	4	5
69	должна быть	1	5
70	что все	1	5
71	лишь в	5	5
72	и тем	1	5
73	несмотря на	2	5
74	не могут	3	5
75	в его	13	5
76	один из	2	5
77	тот же	1	5
78	что он	3	5
79	только в	6	5
80	должен быть	6	5
81	всяком случае	1	5
82	вместе с	4	5
83	как это	1	5
84	что же	2	5
85	этого слова	7	5
86	этом смысле	1	5
87	таким образом	3	5
88	речи и	1	5
89	во всяком	1	5
90	в зависимости	1	4
91	в данном	2	4
92	со стороны	2	4
93	отнюдь не	15	4
94	однако не	3	4
95	перед нами	1	4
96	хотя и	1	4
97	широком смысле	2	4
98	в нем	3	4
99	так и	4	4
100	но все	1	4
101	должно быть	2	4
102	своего рода	3	4
103	в то	9	4
104	ничего не	1	4
105	к тому	7	4
106	и о	2	4
107	в пределах	2	4
108	или в	1	4
109	могут быть	4	4
110	можно сказать	2	4
111	для нас	1	4
112	ни в	4	4
113	в них	1	4
114	в особенности	1	4
115	в каком	1	4
116	не было	1	4
117	в связи	1	4
118	как бы	5	4
119	в результате	1	4
120	была бы	2	4
121	того же	4	3
122	что можно	1	3
123	как не	1	3
124	меньшей степени	1	3
125	а только	1	3
126	не все	2	3
127	или иное	1	3
128	как в	1	3
129	данный момент	1	3
130	то или	1	3
131	всего лишь	4	3
132	то и	1	3
133	он не	3	3
134	всех этих	1	3
135	и по	2	3
136	на этом	2	3
137	еще одно	1	3
138	смысл и	3	3
139	если и	1	3
140	в процессе	2	3
141	слова не	1	3
142	слова как	1	3
143	же время	6	3
144	и его	5	3
145	связи с	1	3
146	следует что	2	3
147	уже о	1	3
148	отличается от	2	3
149	всего в	1	3
150	что оно	1	3
151	как мы	2	3
152	в виду	1	3
