N	4gram	Vygotskiy__5	Psycholo
1	что для того чтобы	1	2
2	в то время как	4	2
3	одной и той же	1	2
4	то же самое что	2	2
5	заключается в том что	4	2
6	в том что он	2	1
7	а с другой стороны	1	1
8	чтобы ответить на этот	1	1
9	которая лежит в основе	1	1
10	у нас на глазах	1	1
11	это означало бы что	1	1
12	которая никак не может	1	1
13	не что иное как	1	1
14	в самом деле если	1	1
15	того чтобы увидеть что	1	1
16	для того чтобы он	1	1
17	между тем и другим	1	1
18	надо сказать что в	1	1
19	и вместе с тем	1	1
20	для того чтобы сделать	1	1
21	говорит нам о том	1	1
22	прибавим к этому что	1	1
23	с этой точки зрения	4	1
24	что это не так	1	1
25	в том что для	1	1
26	так же как и	1	1
27	по самой своей природе	2	1
28	для того чтобы увидеть	1	1
29	ответить на этот вопрос	1	1
30	так же точно как	1	1
31	заключается в том чтобы	1	1
32	не может понять как	1	1
