N	2gram	Berdyaev_M_2	Formalny
1	т е	4	34
2	и в	46	24
3	в его	5	23
4	прежде всего	12	22
5	и не	18	20
6	так и	4	18
7	точки зрения	2	16
8	не может	15	16
9	в этом	20	15
10	в нем	22	14
11	может быть	21	14
12	на почве	3	13
13	с точки	1	13
14	в своем	8	11
15	как и	13	11
16	в своей	5	11
17	должно быть	2	11
18	в ней	11	10
19	то же	5	10
20	и ее	1	10
21	и его	5	10
22	а не	13	10
23	и потому	7	9
24	все это	1	9
25	и на	3	8
26	как в	7	8
27	и с	3	8
28	лишь в	2	8
29	не в	9	8
30	в ее	1	8
31	то что	5	8
32	в свою	4	8
33	на самом	1	7
34	должна быть	1	7
35	не только	18	7
36	место в	2	7
37	жизни и	6	7
38	до конца	4	7
39	и от	3	7
40	но и	15	7
41	отношения к	2	6
42	самом деле	1	6
43	в целом	1	6
44	все эти	1	6
45	в этой	7	6
46	как бы	8	6
47	входит в	1	6
48	она не	8	6
49	в пределах	1	6
50	и здесь	6	6
51	до сих	3	6
52	в том	3	6
53	было бы	1	6
54	сих пор	3	6
55	и все	5	6
56	а в	2	6
57	бы ни	1	5
58	хотя бы	7	5
59	во всех	2	5
60	но в	10	5
61	в самом	5	5
62	по себе	2	5
63	у нас	11	5
64	должны быть	4	5
65	должен быть	4	5
66	того что	6	5
67	с другой	1	5
68	формы и	1	5
69	лишь как	3	5
70	на западе	1	4
71	с его	4	4
72	по отношению	2	4
73	независимо от	1	4
74	и к	7	4
75	в которой	2	4
76	не из	1	4
77	в мире	7	4
78	как о	1	4
79	друг друга	12	4
80	только и	4	4
81	как на	1	4
82	оно не	2	4
83	никогда не	18	4
84	если бы	3	4
85	для этого	4	4
86	мы увидим	2	4
87	отношению к	2	4
88	с этой	1	4
89	быть и	2	4
90	что в	4	4
91	к этой	1	4
92	так же	6	4
93	культуры и	1	3
94	это и	3	3
95	мы не	1	3
96	со всеми	1	3
97	значение и	1	3
98	отношение к	8	3
99	как к	2	3
100	когда он	1	3
101	целый ряд	1	3
102	и как	1	3
103	в себе	10	3
104	жизнь как	1	3
105	не приводит	1	3
106	если он	2	3
107	человек не	7	3
108	он не	10	3
109	перестает быть	1	3
110	он должен	1	3
111	в каждом	3	3
112	на все	3	3
113	его в	3	3
114	в жизни	4	3
115	в них	3	3
116	среды и	1	3
117	они не	4	3
118	в отношении	5	3
119	но для	2	3
120	не о	2	3
121	в основе	2	3
122	связи с	2	3
123	не по	1	3
124	отличается от	1	3
125	к тому	5	3
126	жизнь и	4	3
127	бы в	2	3
128	наконец в	1	3
129	один из	5	3
130	и других	2	3
131	для него	18	3
132	не для	3	3
133	представлять себе	1	3
134	не было	11	3
135	в россии	3	3
136	ни на	1	3
137	смысле этого	1	3
138	этого слова	1	3
139	но это	8	3
140	она должна	1	3
141	у них	4	3
142	между ними	1	3
143	от всех	1	3
144	что он	7	3
145	думать что	4	3
146	же как	3	2
147	чтобы не	3	2
148	и это	5	2
149	в германии	1	2
150	его не	2	2
151	от всякой	1	2
152	вопрос о	6	2
153	и всякий	1	2
154	менее всего	3	2
155	уже как	1	2
156	нет и	1	2
157	за пределы	1	2
158	с этим	1	2
159	в действительности	2	2
160	к отрицанию	5	2
161	от этого	2	2
162	он в	3	2
163	в нашем	7	2
164	и те	2	2
165	и если	2	2
166	на его	2	2
167	к миру	1	2
168	и вот	5	2
169	и более	1	2
170	но все	1	2
171	это не	5	2
172	всю свою	1	2
173	начала и	1	2
174	ни в	3	2
175	с тем	1	2
176	культуры с	1	2
177	не так	3	2
178	не от	2	2
179	значение для	1	2
180	что было	3	2
181	и форм	1	2
182	и слишком	1	2
183	следовательно и	1	2
184	ничего не	2	2
185	жизни не	2	2
186	в самой	1	2
187	учения о	1	2
188	к ней	2	2
189	во всем	5	2
190	а лишь	2	2
191	от того	3	2
192	своей книге	1	2
193	его с	2	2
194	не есть	13	2
195	на наших	1	2
196	большое место	1	2
197	всего этого	1	2
198	приводит к	1	2
199	как с	1	2
200	на нее	1	2
201	не с	1	2
202	еще в	2	2
203	она была	1	2
204	с ним	3	2
205	и должно	3	2
206	на их	1	2
207	и что	2	2
208	как ее	2	2
209	не выходит	1	2
210	все в	1	2
211	между тем	2	2
212	что и	4	2
213	нем и	1	2
214	социальной среды	1	2
215	неприемлемо для	1	2
216	только в	3	2
217	по истории	1	2
218	уже не	4	2
219	ни одного	2	2
220	и чисто	1	2
221	не дает	1	2
222	его и	1	2
223	лишь для	1	2
224	и глубже	2	2
225	сама по	1	2
226	все время	2	2
227	была бы	1	2
228	есть лишь	17	2
229	но есть	1	2
230	мира в	1	2
231	вместе с	2	2
232	для нашего	1	2
233	она есть	2	2
234	из этой	2	2
235	к которому	3	2
236	в своих	3	2
237	отношении к	3	2
238	жизни в	3	2
239	но эта	2	2
240	они были	3	2
241	и судьба	1	2
242	на своем	1	2
243	что такое	1	2
244	нас не	2	2
245	оно прежде	1	2
246	а между	1	1
247	смысле слова	3	1
248	с природой	1	1
249	также и	4	1
250	людей на	1	1
251	он может	1	1
252	и есть	8	1
253	между двумя	1	1
254	из самых	1	1
255	явления и	1	1
256	и чрезвычайно	1	1
257	по преимуществу	5	1
258	высшей степени	3	1
259	ставит своей	1	1
260	той же	3	1
261	и утилитарная	1	1
262	атмосфера в	1	1
263	в учении	1	1
264	а для	2	1
265	это отношение	1	1
266	х годов	1	1
267	бывает лишь	1	1
268	но под	1	1
269	не чуждо	1	1
270	xix века	1	1
271	не был	2	1
272	в чем	3	1
273	тем как	1	1
274	совсем не	5	1
275	художник и	1	1
276	к которой	3	1
277	иначе не	1	1
278	в совершенстве	1	1
279	или у	1	1
280	к осуществлению	1	1
281	мы дадим	1	1
282	отношением к	2	1
283	хотя и	2	1
284	и всецело	1	1
285	и чистых	1	1
286	увидим что	2	1
287	есть ли	2	1
288	то в	2	1
289	своей целью	1	1
290	та же	10	1
291	бы и	5	1
292	когда человек	2	1
293	ни один	1	1
294	замкнутым в	1	1
295	как он	3	1
296	на то	1	1
297	все те	1	1
298	они в	1	1
299	и утверждает	1	1
300	к одному	1	1
301	что нужно	1	1
302	этот процесс	2	1
303	как момент	1	1
304	на этом	2	1
305	всех своих	1	1
306	людей и	3	1
307	в пустыне	1	1
308	в нее	1	1
309	что является	1	1
310	они должны	1	1
311	есть одна	1	1
312	и русский	1	1
313	и оформления	1	1
314	этого отношения	1	1
315	основ и	1	1
316	характерный для	1	1
317	и тем	1	1
318	смысл в	1	1
319	за ней	1	1
320	и каждый	1	1
321	как утверждение	1	1
322	для них	1	1
323	нет в	4	1
324	формах в	1	1
325	она и	1	1
326	в высшей	3	1
327	этого не	1	1
328	и уже	1	1
329	нигде не	1	1
330	это совершенно	1	1
331	и тогда	3	1
332	не мог	3	1
333	в этих	2	1
334	что если	1	1
335	к тем	1	1
336	соприкосновение с	1	1
337	можно найти	1	1
338	в такой	3	1
339	очень характерно	1	1
340	в котором	1	1
341	а от	2	1
342	это необычайное	1	1
343	не произошло	1	1
344	них есть	2	1
345	своего рода	1	1
346	от его	2	1
347	но он	11	1
348	есть еще	2	1
349	сама она	1	1
350	не знает	9	1
351	тому что	4	1
352	соединение с	2	1
353	человека но	1	1
354	иной раз	1	1
355	этими двумя	1	1
356	для каждого	1	1
357	в русской	6	1
358	не имеет	4	1
359	если в	1	1
360	душе и	1	1
361	к этим	1	1
362	без остатка	1	1
363	говорить о	1	1
364	на самый	1	1
365	того чтобы	4	1
366	та или	1	1
367	для всего	1	1
368	правда в	2	1
369	всякой иной	1	1
370	и без	1	1
371	на себя	1	1
372	или иная	1	1
373	в русском	4	1
374	своей природе	1	1
375	он хочет	3	1
376	по своей	3	1
377	бы свою	1	1
378	на природу	2	1
379	не останется	1	1
380	человек его	1	1
381	потому что	12	1
382	в сознании	1	1
383	не принадлежит	1	1
384	было не	2	1
385	только с	3	1
386	уже и	1	1
387	этом отношении	1	1
388	что на	1	1
389	за его	1	1
390	него на	1	1
391	в духе	5	1
392	не могут	1	1
393	лежит в	1	1
394	же что	2	1
395	воля к	1	1
396	этом они	1	1
397	только это	2	1
398	природы от	1	1
399	и самое	2	1
400	людей в	2	1
401	друга не	1	1
402	почве этого	1	1
403	же идея	1	1
404	то чтобы	1	1
405	у разных	1	1
406	роль в	1	1
407	дано в	1	1
408	друг для	2	1
409	что у	4	1
410	в образе	3	1
411	было в	3	1
412	по природе	1	1
413	в борьбе	1	1
414	мог бы	1	1
415	морали в	1	1
416	и всегда	3	1
417	по сравнению	1	1
418	думает что	1	1
419	все остальные	1	1
420	в словах	1	1
421	через этот	2	1
422	и гармонии	1	1
423	судьба самого	1	1
424	в другом	1	1
425	направлений и	1	1
426	а также	1	1
427	может не	1	1
428	происходит не	1	1
429	нет у	3	1
430	и социальной	1	1
431	как нет	1	1
432	и всю	1	1
433	и во	3	1
434	оправдана и	1	1
435	вслед за	1	1
436	наук и	2	1
437	от науки	1	1
438	экономического и	1	1
439	к нему	2	1
440	от этой	2	1
441	мы видим	2	1
442	речи о	1	1
443	же должен	1	1
444	в стороне	1	1
445	выбора и	1	1
446	своего собственного	1	1
447	так что	2	1
448	к какому	1	1
449	к идее	1	1
450	себя в	4	1
451	мир в	1	1
452	был бы	1	1
453	себе в	2	1
454	никто не	1	1
455	у нее	1	1
456	от тех	1	1
457	так как	8	1
458	но что	1	1
459	у него	22	1
460	во взглядах	1	1
461	проявлялось в	1	1
462	он один	1	1
463	но вся	1	1
464	к самым	2	1
465	материал и	1	1
466	не были	1	1
467	или иной	2	1
468	как у	2	1
469	но ни	1	1
470	что они	3	1
471	характерно для	1	1
472	во второй	1	1
473	а с	1	1
474	что не	2	1
475	две формы	1	1
476	связано с	3	1
477	в менее	1	1
478	и политического	1	1
479	у человека	1	1
480	к своему	2	1
481	судьба его	1	1
482	его собственной	1	1
483	не мыслится	1	1
484	для человека	3	1
485	очень важное	2	1
486	одному знаменателю	1	1
487	его на	4	1
488	жизни а	2	1
489	требует от	1	1
490	приводит в	1	1
491	по своему	1	1
492	другу и	2	1
493	по поводу	1	1
494	сравнению с	1	1
495	с такой	1	1
496	в той	1	1
497	что же	2	1
498	образ и	5	1
499	в социальную	1	1
500	всего может	1	1
501	стремления к	1	1
502	этот не	1	1
503	классов с	1	1
504	находится во	1	1
505	в более	2	1
506	и для	7	1
507	исключительно как	1	1
508	сознания и	2	1
509	мира и	1	1
510	том что	4	1
511	ее и	2	1
512	из себя	1	1
513	должен перейти	1	1
514	которую он	1	1
515	еще более	2	1
516	ни к	1	1
517	его жизнь	1	1
518	только что	1	1
519	самой последней	1	1
520	для друга	2	1
521	они и	4	1
522	е в	2	1
523	и историческим	1	1
524	а о	1	1
525	в какие	1	1
526	своем творчестве	1	1
527	с ней	1	1
528	сказать что	3	1
529	культуры в	1	1
530	из этого	1	1
531	есть и	3	1
532	были и	1	1
533	ее в	2	1
534	и эта	2	1
535	это в	1	1
536	к этому	1	1
