N	3gram	Bakhtin_Fr_1	Istorich
1	с другой стороны	1	8
2	с одной стороны	2	7
3	в том что	6	5
4	до сих пор	4	4
5	не только в	1	4
6	мы имеем в	1	4
7	не может быть	1	3
8	потому что он	1	2
9	на первый план	1	2
10	но и в	2	2
11	так как он	1	2
12	во всяком случае	1	2
13	по отношению к	1	2
14	но все же	2	2
15	однако и в	1	1
16	еще далеко не	1	1
17	в том числе	10	1
18	том что он	1	1
19	может быть наиболее	1	1
20	представляют особый интерес	1	1
21	и не может	1	1
22	том числе и	7	1
23	к тому чтобы	1	1
24	но это не	1	1
25	на этот вопрос	2	1
26	и др в	2	1
27	на самых ранних	1	1
28	то или иное	1	1
29	нет места для	1	1
30	на этой стадии	1	1
31	его связь с	2	1
32	ранних ступенях развития	1	1
33	не потому что	1	1
34	и новые формы	1	1
35	это прежде всего	1	1
36	в книге о	2	1
37	но и на	1	1
38	одной стороны он	1	1
39	этих двух противоречивых	1	1
40	но при этом	1	1
41	всяком случае не	1	1
42	мы уже говорили	7	1
43	в других местах	1	1
44	но в основе	1	1
45	как бы в	1	1
46	и в том	2	1
47	в свое время	2	1
48	по ту сторону	1	1
49	это так называемая	1	1
50	так например в	1	1
51	так и в	2	1
52	как нам кажется	1	1
53	можно сказать что	1	1
54	первый план выдвигается	1	1
55	друг с другом	1	1
56	для того чтобы	1	1
57	мог быть только	1	1
