N	2gram	Propp_Isto_5	Problemy
1	и в	25	46
2	и не	11	27
3	может быть	17	23
4	не может	6	19
5	как бы	2	19
6	в нем	7	17
7	в этом	10	16
8	не только	13	14
9	слова в	1	13
10	перед нами	2	12
11	как мы	5	12
12	но и	13	12
13	как и	7	12
14	и на	8	11
15	точки зрения	2	11
16	в одном	1	11
17	а не	2	11
18	в пределах	4	10
19	не в	6	10
20	и к	1	9
21	в самом	1	9
22	с точки	1	9
23	и все	3	9
24	в его	12	9
25	в том	6	9
26	вовсе не	2	9
27	прежде всего	6	9
28	до сих	2	8
29	конечно не	1	8
30	сих пор	2	8
31	или в	6	8
32	еще не	8	7
33	в себе	1	7
34	и с	3	7
35	по себе	2	7
36	то же	4	6
37	никогда не	3	6
38	и он	6	6
39	но в	1	6
40	пределах одного	1	6
41	но это	7	6
42	на свой	1	6
43	и его	9	6
44	живет на	2	6
45	о нем	3	6
46	в него	5	6
47	что он	22	6
48	только в	7	6
49	друг друга	3	6
50	к себе	1	6
51	все это	4	6
52	мы увидим	5	6
53	в котором	1	5
54	во всех	2	5
55	по отношению	2	5
56	при этом	1	5
57	особенно в	2	5
58	это не	6	5
59	в жизни	1	5
60	в то	3	5
61	и сам	2	5
62	о том	7	5
63	же время	1	5
64	к нему	3	5
65	так как	11	5
66	у него	2	5
67	с другом	2	5
68	друг с	2	5
69	отношению к	2	5
70	жизни и	2	5
71	например в	5	4
72	самом деле	2	4
73	в их	1	4
74	мы не	5	4
75	на себя	3	4
76	героя и	3	4
77	но не	5	4
78	как в	6	4
79	словом в	1	4
80	все же	10	4
81	все эти	8	4
82	он не	4	4
83	таким образом	9	4
84	и наконец	1	4
85	том что	8	4
86	в этих	6	4
87	в процессе	1	4
88	этих двух	1	4
89	во всем	2	4
90	потому что	7	4
91	здесь не	1	4
92	в себя	3	4
93	приводит к	1	4
94	по мере	2	4
95	в виду	1	4
96	и здесь	7	4
97	и других	2	4
98	можно сказать	2	4
99	же и	1	4
100	уже не	11	4
101	уже в	2	4
102	мы можем	2	4
103	еще и	1	4
104	превращается в	7	4
105	очень часто	1	4
106	а что	1	4
107	то что	7	4
108	не знает	1	4
109	совершенно не	2	4
110	что в	8	4
111	но эти	3	4
112	том числе	1	4
113	себя как	1	3
114	одним из	2	3
115	также и	1	3
116	человека и	2	3
117	сам по	1	3
118	и это	4	3
119	тем же	1	3
120	между двумя	1	3
121	здесь и	1	3
122	почти всегда	1	3
123	мы уже	4	3
124	той же	1	3
125	мы имеем	14	3
126	ни у	1	3
127	и о	1	3
128	мы и	2	3
129	то это	3	3
130	для наших	1	3
131	отношение к	1	3
132	себе и	1	3
133	отличие от	1	3
134	в своем	1	3
135	в этой	3	3
136	на то	2	3
137	их в	3	3
138	на этом	3	3
139	друг в	1	3
140	они должны	1	3
141	было бы	1	3
142	такой же	2	3
143	но если	1	3
144	и при	2	3
145	в своей	2	3
146	в отличие	1	3
147	не как	4	3
148	но он	2	3
149	войти в	1	3
150	она не	2	3
151	правда в	1	3
152	на него	8	3
153	числе и	1	3
154	и этим	2	3
155	с собой	1	3
156	здесь нет	1	3
157	если бы	2	3
158	никак не	1	3
159	и что	8	3
160	в различных	2	3
161	и только	1	3
162	в формах	2	3
163	себя в	6	3
164	только на	1	3
165	а то	1	3
166	ведь это	1	3
167	в конце	1	3
168	что и	6	3
169	тем что	10	3
170	и даже	1	3
171	с другой	9	3
172	него в	1	3
173	так же	5	3
174	к своему	1	3
175	по существу	2	3
176	но для	2	3
177	и для	2	3
178	бы в	1	3
179	другой стороны	8	3
180	того же	2	3
181	героя в	9	3
182	и другие	1	3
183	уже после	2	3
184	и рассказ	1	3
185	ту же	2	2
186	же как	4	2
187	и должны	1	2
188	а как	2	2
189	и свой	1	2
190	вопрос о	2	2
191	героя но	2	2
192	мы здесь	4	2
193	не нужно	1	2
194	он сам	1	2
195	уже нет	1	2
196	если в	3	2
197	нужно быть	1	2
198	в одной	1	2
199	с этим	5	2
200	стороны и	1	2
201	когда он	2	2
202	целый ряд	1	2
203	и как	3	2
204	не было	1	2
205	его к	3	2
206	увидим что	1	2
207	от этого	4	2
208	так в	2	2
209	но на	1	2
210	должна быть	1	2
211	на том	3	2
212	и по	2	2
213	но дело	1	2
214	но все	5	2
215	об этом	2	2
216	хотя бы	1	2
217	на почве	1	2
218	и тем	4	2
219	этом мы	1	2
220	которую он	1	2
221	почти нет	1	2
222	что такое	1	2
223	имеется и	3	2
224	в которых	3	2
225	не менее	4	2
226	пока наконец	1	2
227	того как	4	2
228	одна из	2	2
229	не могло	1	2
230	ничего не	2	2
231	к ней	1	2
232	этих случаях	8	2
233	то и	1	2
234	в стиле	1	2
235	языка в	1	2
236	могут быть	6	2
237	к тому	1	2
238	указывает на	1	2
239	в гробу	1	2
240	без всякого	1	2
241	живет в	5	2
242	с ним	4	2
243	автор не	1	2
244	от них	2	2
245	явление в	1	2
246	в античной	1	2
247	здесь в	1	2
248	но с	1	2
249	вступить в	1	2
250	и так	1	2
251	он уже	1	2
252	же он	1	2
253	наших целей	1	2
254	так что	2	2
255	и они	2	2
256	героя с	1	2
257	для него	1	2
258	другую сторону	1	2
259	а в	3	2
260	в других	2	2
261	о которых	2	2
262	или иной	1	2
263	для этого	1	2
264	и пр	3	2
265	в руках	1	2
266	что так	1	2
267	там где	6	2
268	что мы	2	2
269	не при	1	2
270	в одно	2	2
271	материал и	1	2
272	вместе с	22	2
273	ним как	1	2
274	в данном	3	2
275	здесь конечно	1	2
276	для нас	5	2
277	есть уже	1	2
278	не дает	1	2
279	сказать что	2	2
280	остается на	1	2
281	нет но	1	2
282	и жизнь	1	2
283	есть и	1	2
284	в свое	2	2
285	к другим	1	2
286	в античности	2	2
287	во сне	2	2
288	во всяком	1	2
289	все что	1	2
290	они не	3	2
291	относится и	1	1
292	функции в	1	1
293	на самом	1	1
294	он может	2	1
295	так у	1	1
296	выражения как	2	1
297	и есть	1	1
298	можно в	1	1
299	изменениями в	2	1
300	и могут	1	1
301	форма его	1	1
302	здесь нас	1	1
303	входит в	5	1
304	выходит из	1	1
305	именно к	1	1
306	их к	1	1
307	не вполне	1	1
308	из того	1	1
309	в некотором	2	1
310	и заставляет	1	1
311	его роль	1	1
312	это время	2	1
313	в ней	5	1
314	он получает	1	1
315	другим в	1	1
316	время в	2	1
317	от себя	2	1
318	то мы	1	1
319	как правило	1	1
320	одним словом	1	1
321	но как	1	1
322	в голове	2	1
323	остаются в	1	1
324	можно отнести	1	1
325	к сожалению	1	1
326	нельзя дать	1	1
327	мы проследим	1	1
328	приходит на	1	1
329	вследствие чего	1	1
330	себя за	1	1
331	как к	1	1
332	что как	1	1
333	все остальные	1	1
334	приводят к	1	1
335	подробнее мы	1	1
336	нами в	1	1
337	напомним что	1	1
338	должны войти	1	1
339	себе не	1	1
340	он на	2	1
341	сливается с	1	1
342	та же	1	1
343	что это	5	1
344	в целом	3	1
345	античности в	1	1
346	его а	1	1
347	еще один	2	1
348	лестницы и	2	1
349	сюда относятся	1	1
350	во многих	1	1
351	из его	1	1
352	существа и	1	1
353	и если	1	1
354	что она	1	1
355	в ее	4	1
356	наконец он	1	1
357	они в	1	1
358	и еще	1	1
359	и социальной	1	1
360	он должен	1	1
361	в силу	1	1
362	и вот	1	1
363	что у	4	1
364	но некоторые	1	1
365	ней не	1	1
366	здесь мы	5	1
367	что все	4	1
368	на всю	1	1
369	и характер	1	1
370	этом он	1	1
371	форма есть	1	1
372	и придать	1	1
373	связанных с	1	1
374	на ту	1	1
375	на этой	4	1
376	его в	9	1
377	знает что	1	1
378	следующий эпизод	1	1
379	здесь довольно	1	1
380	и мы	2	1
381	свою противоположность	2	1
382	за ней	2	1
383	не соответствует	1	1
384	рассмотрения в	1	1
385	выходя из	1	1
386	он является	1	1
387	и вы	1	1
388	она и	1	1
389	не всегда	4	1
390	и уже	1	1
391	несмотря на	2	1
392	очень важное	1	1
393	здесь можно	2	1
394	мы знаем	8	1
395	очень сложное	1	1
396	своего апогея	1	1
397	и тогда	1	1
398	с огромной	1	1
399	можно только	1	1
400	во время	7	1
401	этого места	1	1
402	не изучены	1	1
403	который делает	1	1
404	как типичный	1	1
405	место в	1	1
406	мы в	1	1
407	живут в	1	1
408	не будем	5	1
409	такую же	1	1
410	превратиться в	1	1
411	по всем	1	1
412	тем самым	1	1
413	даже в	2	1
414	то с	1	1
415	лишь косвенно	1	1
416	но они	1	1
417	виду что	1	1
418	самого начала	1	1
419	этими двумя	1	1
420	дело не	1	1
421	тогда когда	2	1
422	в самых	1	1
423	о них	1	1
424	иметь в	1	1
425	нем в	1	1
426	других форм	2	1
427	момент является	1	1
428	и всегда	1	1
429	в другую	2	1
430	развивается в	1	1
431	почти никогда	1	1
432	связи с	8	1
433	в более	3	1
434	в сознании	1	1
435	из истории	1	1
436	приведем два	1	1
437	как будто	1	1
438	что на	1	1
439	формы для	1	1
440	такие же	1	1
441	когда они	2	1
442	человека в	3	1
443	мере того	1	1
444	должны быть	1	1
445	они друг	1	1
446	он узнает	1	1
447	его с	1	1
448	как стремление	1	1
449	они и	1	1
450	все еще	4	1
451	что при	3	1
452	приведем еще	1	1
453	здесь еще	3	1
454	некоторой степени	1	1
455	формы этого	3	1
456	слов но	1	1
457	о существовании	1	1
458	а затем	7	1
459	того чтобы	3	1
460	данном случае	2	1
461	здесь также	1	1
462	и стали	1	1
463	в средневековой	1	1
464	с самого	1	1
465	идет речь	1	1
466	роль в	2	1
467	некоторых других	1	1
468	рассудка и	1	1
469	людей он	1	1
470	с головой	1	1
471	здесь происходит	1	1
472	что может	1	1
473	на нее	2	1
474	во многом	1	1
475	иногда в	1	1
476	еще в	2	1
477	искусств но	1	1
