N	2gram	Potebnia_M_2	FransuaR
1	и в	24	45
2	то есть	30	25
3	и не	19	15
4	в этом	8	14
5	но в	4	14
6	не только	15	14
7	во всех	7	13
8	и его	2	13
9	в его	2	13
10	как бы	9	12
11	во время	4	12
12	что в	16	12
13	то же	12	11
14	в то	6	11
15	в нем	9	10
16	и с	1	10
17	как и	7	10
18	в том	18	10
19	но и	9	10
20	прежде всего	7	10
21	же время	2	9
22	в ней	3	8
23	таким образом	11	8
24	в самой	3	8
25	как мы	1	8
26	жизни и	1	8
27	вовсе не	9	8
28	и др	1	8
29	так же	2	8
30	с его	2	7
31	мы видели	1	7
32	том что	8	7
33	не в	13	7
34	потому что	49	7
35	что и	11	7
36	и все	3	7
37	все это	2	7
38	здесь не	1	6
39	он не	1	6
40	всех этих	2	6
41	в них	5	6
42	мысли и	1	6
43	того чтобы	2	6
44	связи с	6	6
45	так и	5	6
46	что он	4	6
47	так как	10	6
48	для того	5	6
49	одним из	1	5
50	например в	3	5
51	самом деле	2	5
52	на самом	2	5
53	и на	8	5
54	хотя и	3	5
55	и как	6	5
56	в себя	2	5
57	и у	3	5
58	все эти	2	5
59	на этом	2	5
60	его в	3	5
61	страха и	1	5
62	с ним	5	5
63	мы видим	2	5
64	со всеми	1	5
65	человека с	1	5
66	и их	5	5
67	в связи	2	5
68	не может	12	5
69	но это	3	5
70	от всех	1	5
71	есть и	1	5
72	мы уже	1	4
73	той же	3	4
74	его не	3	4
75	мы не	11	4
76	и о	1	4
77	но не	12	4
78	в общем	2	4
79	перед нами	1	4
80	в самом	4	4
81	тому же	1	4
82	первой части	1	4
83	об этом	1	4
84	это было	2	4
85	между собою	7	4
86	известной степени	1	4
87	в их	1	4
88	у него	2	4
89	очень часто	1	4
90	и это	2	4
91	здесь как	1	4
92	ничего не	1	4
93	и здесь	2	4
94	о том	5	4
95	и во	3	4
96	связаны с	1	4
97	только в	11	4
98	в первой	1	4
99	с этим	7	4
100	мы находим	2	4
101	сказать что	2	4
102	а не	18	4
103	его как	1	4
104	как это	2	4
105	и от	3	4
106	бы в	2	4
107	все они	1	4
108	а в	8	4
109	как на	3	4
110	по поводу	6	4
111	такой же	4	4
112	единство и	1	3
113	но она	3	3
114	того же	14	3
115	из этих	4	3
116	как в	10	3
117	в одной	1	3
118	как он	4	3
119	но на	2	3
120	что она	3	3
121	связанные с	2	3
122	как они	1	3
123	связанных с	1	3
124	тела в	1	3
125	ни в	1	3
126	до сих	4	3
127	в которых	1	3
128	не менее	5	3
129	мир и	1	3
130	дело в	1	3
131	не имеет	6	3
132	что на	3	3
133	тела и	1	3
134	от того	5	3
135	от их	4	3
136	и образ	2	3
137	не могло	1	3
138	то время	4	3
139	в другом	2	3
140	это не	3	3
141	именно в	1	3
142	того что	7	3
143	и прежде	1	3
144	для всех	1	3
145	есть в	2	3
146	для него	10	3
147	в одном	6	3
148	но он	2	3
149	не было	6	3
150	там где	4	3
151	связь с	1	3
152	вместе с	11	3
153	в течение	1	3
154	сих пор	4	3
155	и для	3	3
156	и ни	1	3
157	в заключение	1	3
158	ту же	1	2
159	чтобы не	1	2
160	в этот	1	2
161	и есть	2	2
162	с точки	1	2
163	и до	1	2
164	между человеком	1	2
165	и за	1	2
166	уже более	1	2
167	из своих	1	2
168	в целом	3	2
169	в чем	7	2
170	в сторону	1	2
171	отличие от	1	2
172	относится к	3	2
173	в истории	1	2
174	независимо от	9	2
175	все же	5	2
176	и наконец	1	2
177	от этого	1	2
178	не будем	1	2
179	что это	3	2
180	он в	1	2
181	и если	4	2
182	при этом	13	2
183	перестает быть	2	2
184	он должен	1	2
185	пить и	2	2
186	и связанные	1	2
187	так например	3	2
188	том же	1	2
189	мы слышим	1	2
190	на все	3	2
191	лишь в	1	2
192	с которой	1	2
193	было бы	13	2
194	но их	1	2
195	делает его	1	2
196	рядом с	3	2
197	с тем	4	2
198	одно из	3	2
199	приближаются к	1	2
200	во второй	1	2
201	и без	1	2
202	и внешнее	1	2
203	человеком и	1	2
204	не столько	2	2
205	но эта	1	2
206	во времени	2	2
207	на котором	1	2
208	если в	3	2
209	на него	3	2
210	слова но	2	2
211	и притом	3	2
212	к ней	2	2
213	уже и	1	2
214	которая не	1	2
215	за его	1	2
216	начиная с	1	2
217	не могут	7	2
