N	3gram	Propp_Isto_3	Vvedenie
1	и т д	15	36
2	в том что	5	12
3	о том что	2	12
4	не может быть	1	8
5	тем не менее	5	8
6	до сих пор	5	6
7	с другой стороны	7	5
8	что иное как	3	4
9	по отношению к	2	4
10	в этом случае	5	4
11	можно было бы	1	4
12	на этот вопрос	1	4
13	в данном случае	3	4
14	не только в	1	4
15	так или иначе	1	4
16	во всяком случае	2	4
17	не что иное	3	4
18	с одной стороны	2	4
19	также и в	1	3
20	с тем что	1	3
21	вместе с тем	1	3
22	и в том	1	3
23	заключается в том	1	3
24	можно сказать что	1	3
25	но все же	2	3
26	как мы видели	5	3
27	на том что	1	2
28	что в этом	1	2
29	состоит в том	2	2
30	в чем же	1	2
31	и той же	1	2
32	подобно тому как	1	2
33	в соответствии с	1	2
34	с точки зрения	1	2
35	что в нем	1	2
36	как нечто цельное	1	2
37	точно так же	2	2
38	может быть и	1	2
39	смысле этого слова	1	2
40	в связи с	3	2
41	но вместе с	1	2
42	а так как	1	2
43	есть не что	1	2
44	народов и в	1	2
45	дать ответ на	1	2
46	в этих случаях	7	2
47	одной и той	1	2
48	это еще не	2	2
49	мы уже знаем	2	2
50	может быть в	1	2
51	т д в	1	2
52	стороны вполне возможно	1	1
53	с полной ясностью	1	1
54	мы имеем дело	1	1
55	со стороны ее	1	1
56	показывает что в	2	1
57	на самом деле	1	1
58	одна из сторон	1	1
59	т е не	1	1
60	во многих случаях	1	1
61	в таком случае	1	1
62	прямо говорит о	1	1
63	прежде всего то	1	1
64	но и в	1	1
65	только то что	1	1
66	не представляют собой	2	1
67	полученные результаты с	1	1
68	к ним в	1	1
69	другой стороны вполне	1	1
70	имеем дело с	1	1
71	с этой точки	1	1
72	как если бы	1	1
73	одним из них	1	1
74	и то что	2	1
75	на долгое время	1	1
76	уже потому что	1	1
77	так же как	1	1
78	это может быть	1	1
79	мы имеем в	2	1
80	т е с	1	1
81	а не самый	1	1
82	но если бы	1	1
83	и другие причины	1	1
84	этой точки зрения	1	1
85	в целом но	1	1
86	всего что было	1	1
87	то обстоятельство что	1	1
88	вопрос о связи	1	1
89	таким образом мы	2	1
90	есть и другие	1	1
91	в свою очередь	1	1
92	бы составить предмет	1	1
93	в них и	1	1
94	прежде всего он	1	1
95	с самого начала	1	1
96	еще как мы	1	1
97	имеет своей целью	1	1
98	и прежде всего	1	1
99	но в этом	1	1
100	так как в	1	1
101	при известных условиях	1	1
102	могло бы составить	1	1
103	после того как	1	1
104	т д однако	1	1
105	соответствии с этим	1	1
106	из того что	1	1
