N	3gram	Bakhtin_Fr_7	Morfolog
1	мы видим что	1	9
2	в связи с	1	8
3	таким образом мы	1	5
4	по отношению к	2	4
5	с точки зрения	3	4
6	а также и	1	4
7	в тех же	1	4
8	в первом случае	1	3
9	на самом деле	1	3
10	как и в	2	3
11	более или менее	2	2
12	в большинстве случаев	2	2
13	друг за другом	1	2
14	в том что	3	2
15	совсем не так	1	1
16	в тот момент	1	1
17	но он может	1	1
18	и может быть	1	1
19	и в новой	1	1
20	же время и	1	1
21	о том как	2	1
22	что иное как	1	1
23	нужно заметить что	1	1
24	заметить что в	1	1
25	еще тем что	1	1
26	встречается очень часто	1	1
27	не так плохо	1	1
28	можно было бы	2	1
29	правильнее было бы	1	1
30	то мы увидим	1	1
31	в этой главе	1	1
32	от другого и	1	1
33	точки зрения их	1	1
34	для этой новой	1	1
35	в применении к	1	1
36	в том или	1	1
37	в совершенно другом	1	1
38	в данном случае	1	1
39	на этот вопрос	1	1
40	узнает что это	1	1
41	которым он был	1	1
42	имеет ничего общего	1	1
43	никто не знает	2	1
44	во всяком случае	1	1
45	не имеет ничего	1	1
46	мы уже видели	2	1
47	есть не что	1	1
48	так как его	1	1
49	то же время	9	1
50	а он приказывает	1	1
51	все эти явления	1	1
52	мы имеем в	2	1
53	о том что	1	1
54	с самого начала	1	1
55	тот момент когда	1	1
56	видим что в	1	1
57	в другом случае	1	1
58	в то же	9	1
59	не что иное	1	1
60	есть в то	1	1
61	все же в	1	1
62	здесь как и	1	1
