N	3gram	Bakhtin_Pr_3	Vladivir
1	в том что	1	10
2	тем не менее	2	9
3	о том что	2	8
4	с точки зрения	4	6
5	вместе с тем	2	6
6	не может быть	6	6
7	как раз и	2	5
8	что же касается	1	5
9	в конце концов	3	5
10	и в этом	2	5
11	к тому же	2	5
12	и то что	1	4
13	в этом смысле	4	3
14	хотя бы и	2	3
15	бы то ни	4	3
16	то что в	1	3
17	на первом плане	1	3
18	во всяком случае	5	3
19	в то же	12	3
20	и в отношении	1	3
21	в отличие от	2	3
22	мы бы сказали	1	3
23	как мы видели	2	3
24	что и в	1	3
25	сводится к тому	2	2
26	но даже и	1	2
27	оно должно быть	1	2
28	на самом же	1	2
29	в этом отношении	1	2
30	и в то	5	2
31	даже и не	1	2
32	в данном случае	1	2
33	период его творчества	1	2
34	с другой стороны	3	2
35	и в том	1	2
36	самом же деле	1	2
37	как мы знаем	2	2
38	то же время	12	2
39	и вместе с	1	2
40	к нему и	5	2
41	на то что	1	2
42	к тому что	1	2
43	как и его	1	1
44	является как раз	1	1
45	на вопрос что	1	1
46	него как бы	1	1
47	да и то	1	1
48	и в своей	1	1
49	потому что в	1	1
50	раз и не	1	1
51	не только с	1	1
52	в котором он	1	1
53	потому что сам	2	1
54	в том и	1	1
55	и мы бы	1	1
56	в том же	1	1
57	может и не	1	1
58	в этом случае	2	1
59	он мог бы	1	1
60	он в сущности	3	1
61	до сих пор	1	1
62	сама по себе	2	1
63	в строгом смысле	1	1
64	а так как	1	1
65	на одно мгновение	1	1
66	в другом и	1	1
67	что в нем	2	1
68	это вовсе не	1	1
69	благодаря тому что	1	1
70	и на первом	1	1
71	он не мог	1	1
72	раз навсегда и	1	1
73	и не в	3	1
74	у него нет	1	1
75	одно и то	1	1
76	которых мы коснемся	1	1
77	в своей статье	1	1
78	может быть и	1	1
79	вопрос о том	1	1
80	и сводится к	1	1
81	сам же он	1	1
82	и в своих	1	1
83	которых он не	1	1
84	ни в одном	1	1
85	то ни было	4	1
86	и то в	1	1
87	на этот раз	1	1
88	и то же	1	1
89	как будто бы	1	1
90	так что каждый	1	1
91	тут мы и	1	1
92	еще и к	1	1
93	у него с	1	1
94	но и не	1	1
95	какой бы то	1	1
96	то что он	1	1
97	потому что они	1	1
98	как впрочем и	1	1
99	может быть актом	1	1
100	и ни в	1	1
101	не в плане	1	1
102	материал нам представляется	1	1
103	а вместе с	1	1
104	но в конце	1	1
105	раз и навсегда	1	1
106	никакого внимания на	1	1
107	имел в виду	1	1
108	вовсе не для	1	1
109	и не хочет	1	1
110	к самому себе	1	1
111	с самого начала	8	1
112	не только не	1	1
113	и что все	2	1
114	но все эти	1	1
115	в самом деле	3	1
116	выходит за пределы	2	1
117	той или иной	2	1
118	резко отличается от	1	1
119	вовсе не являются	1	1
120	бы он ни	3	1
121	так как здесь	1	1
122	звучит не только	1	1
123	и больше ничего	1	1
124	для него как	1	1
125	фигурирует в его	1	1
126	для того чтобы	1	1
127	прежде всего не	1	1
