N	3gram	Potebnia_M_4	slovoVRo
1	и т п	4	23
2	то же время	3	12
3	в то же	3	12
4	с точки зрения	3	8
5	в большинстве случаев	2	6
6	они могут быть	1	6
7	во всяком случае	3	5
8	и т д	3	5
9	с одной стороны	1	4
10	с другой стороны	1	4
11	хотя бы и	2	3
12	в поэтическом произведении	1	3
13	в данном случае	2	3
14	таким образом в	1	3
15	а между тем	4	2
16	и к нему	1	2
17	в том и	2	2
18	в этом случае	5	2
19	языка то есть	1	2
20	до сих пор	4	2
21	и не может	1	2
22	до известной степени	2	2
23	может быть только	1	2
24	дело не с	1	2
25	в то время	1	2
26	к языку и	1	2
27	и в этом	4	2
28	не могут быть	2	2
29	а не как	1	2
30	в свою очередь	1	2
31	как бы ни	1	2
32	к тому что	1	2
33	и в том	2	2
34	а следовательно и	1	1
35	было бы невозможно	1	1
36	внутреннюю форму слова	1	1
37	в которой все	1	1
38	как и у	1	1
39	одной и той	1	1
40	то есть не	1	1
41	дело в том	1	1
42	бы ни был	1	1
43	и той же	1	1
44	это было бы	1	1
45	же время и	1	1
46	он может быть	1	1
47	отношение говорящего к	1	1
48	и не в	1	1
49	прозе и в	1	1
50	может иметь место	1	1
51	но и в	1	1
52	в этом отношении	1	1
53	на который оно	1	1
54	до этого момента	1	1
55	рано или поздно	2	1
56	со всех сторон	1	1
57	по крайней мере	5	1
58	может быть и	1	1
59	может быть не	1	1
60	в первый раз	1	1
61	мы не знаем	1	1
62	то есть таких	1	1
63	от своего собственного	1	1
64	и в отношении	1	1
65	как в поэзии	1	1
66	то есть понимание	1	1
67	так или иначе	2	1
68	невозможно так как	1	1
69	это не значит	2	1
70	изучать слово в	1	1
71	том что между	2	1
72	не может быть	5	1
73	в свое время	1	1
74	тем не менее	4	1
75	о том что	5	1
76	равно как и	2	1
77	бы и с	1	1
78	никогда не может	1	1
79	тесной связи с	1	1
80	но сама она	1	1
81	тем и другим	3	1
82	если бы мы	1	1
83	в одном из	1	1
84	то есть в	2	1
85	и все это	1	1
86	с самого начала	1	1
87	не только не	3	1
88	можно сказать что	4	1
89	у нас в	1	1
90	и потому не	1	1
91	бы они ни	1	1
92	для нас в	1	1
93	т п и	1	1
94	для того чтобы	4	1
95	в том что	7	1
96	как и в	1	1
