N	2gram	Propp_Isto_5	EvropaiE
1	и в	25	37
2	в пределах	4	25
3	точки зрения	2	23
4	что в	8	21
5	не только	13	18
6	с точки	1	17
7	в то	3	16
8	то же	4	15
9	хотя бы	1	15
10	в своем	1	14
11	но в	1	14
12	же время	1	14
13	в качестве	7	14
14	но и	13	14
15	и не	11	14
16	в этом	10	12
17	в их	1	11
18	в том	6	11
19	отнюдь не	1	9
20	в себе	1	9
21	только в	7	9
22	прежде всего	6	9
23	не может	6	9
24	так же	5	9
25	т е	16	9
26	в ее	4	8
27	думать что	1	8
28	было бы	1	8
29	в своей	2	8
30	европа и	1	8
31	к тому	1	8
32	с одной	7	8
33	одной стороны	7	8
34	также и	1	7
35	а также	1	7
36	того что	2	7
37	так как	11	7
38	с другой	9	7
39	и выше	1	7
40	как и	7	7
41	по своему	1	7
42	может быть	17	6
43	и на	8	6
44	во всех	2	6
45	стороны и	1	6
46	на то	2	6
47	том что	8	6
48	того чтобы	3	6
49	вслед за	1	6
50	вовсе не	2	6
51	для того	3	6
52	и даже	1	6
53	как бы	2	6
54	с этой	2	6
55	то что	7	6
56	же как	4	5
57	но не	5	5
58	от берега	2	5
59	не в	6	5
60	и по	2	5
61	к которым	2	5
62	но если	1	5
63	тем самым	1	5
64	как мы	5	5
65	одной из	1	5
66	в виде	9	5
67	со стороны	2	5
68	от этого	4	5
69	в частности	7	5
70	и потому	2	5
71	в течение	2	5
72	этой точки	1	5
73	то в	2	4
74	мы не	5	4
75	вопрос о	2	4
76	но даже	1	4
77	в некотором	2	4
78	в ней	5	4
79	в самом	1	4
80	во многих	1	4
81	несмотря на	2	4
82	в предыдущем	1	4
83	даже в	2	4
84	не имеет	1	4
85	в процессе	1	4
86	к ней	1	4
87	по себе	2	4
88	можно сказать	2	4
89	само по	1	4
90	или иной	1	4
91	как это	1	4
92	хозяйственной жизни	2	4
93	для нас	5	4
94	сказать что	2	4
95	в каком	1	4
96	с более	1	3
97	на себя	3	3
98	того же	2	3
99	азии но	1	3
100	время в	2	3
101	как в	6	3
102	когда он	2	3
103	и к	1	3
104	себе не	1	3
105	представляет собой	7	3
106	северной америке	1	3
107	но на	1	3
108	мы можем	2	3
109	не дает	1	3
110	и мы	2	3
111	и тем	4	3
112	с тем	8	3
113	мы видели	7	3
114	и некоторые	1	3
115	она в	1	3
116	в которых	3	3
117	никогда не	3	3
118	потому что	7	3
119	уже и	2	3
120	ли это	1	3
121	с другом	2	3
122	к морю	2	3
123	тех народов	1	3
124	приближается к	2	3
125	о том	7	3
126	от них	2	3
127	место в	1	3
128	что и	6	3
129	и только	1	3
130	народов и	1	3
131	этих народов	2	3
132	всяком случае	1	3
133	из них	2	3
134	и азия	1	3
135	очевидно что	2	3
136	себе в	1	3
137	тем что	10	3
138	в свою	3	3
139	говорит о	2	3
140	связано с	5	3
141	там где	6	3
142	ни на	1	3
143	в данном	3	3
144	друг с	2	3
145	и для	2	3
146	и от	1	3
147	мира и	1	3
148	ее в	2	3
149	как на	1	3
150	в таком	1	3
151	во всяком	1	3
152	и отчасти	1	2
153	другие народы	1	2
154	земном шаре	1	2
155	должна быть	1	2
156	есть не	1	2
157	именно к	1	2
158	и другая	1	2
159	из того	1	2
160	которое в	1	2
161	не нужно	1	2
162	на них	2	2
163	он сам	1	2
164	но как	1	2
165	в истории	4	2
166	его на	4	2
167	с этим	5	2
168	целый ряд	1	2
169	и как	3	2
170	есть ли	1	2
171	можно в	1	2
172	что это	5	2
173	в этой	3	2
174	и если	1	2
175	главным образом	1	2
176	он не	4	2
177	и еще	1	2
178	в силу	1	2
179	таким образом	9	2
180	это значит	2	2
181	культуры но	1	2
182	и с	3	2
183	с другими	4	2
184	все другие	1	2
185	в своих	1	2
186	одна и	1	2
187	в развитии	1	2
188	такой же	2	2
189	в этих	6	2
190	и сейчас	1	2
191	в котором	1	2
192	представление о	17	2
193	и более	1	2
194	она не	2	2
195	тогда когда	2	2
196	к берегу	3	2
197	как будто	1	2
198	что на	1	2
199	на земном	1	2
200	могут быть	6	2
201	утверждать что	1	2
202	свою очередь	1	2
203	данном случае	2	2
204	на основе	1	2
205	мог бы	1	2
206	во многом	1	2
207	на месте	1	2
208	если бы	2	2
209	и что	8	2
210	к нему	3	2
211	во втором	1	2
212	в его	12	2
213	во всей	1	2
214	также в	1	2
215	мы должны	4	2
216	но с	1	2
217	море и	1	2
218	народов не	1	2
219	если в	3	2
220	при помощи	7	2
221	и других	2	2
222	в одном	1	2
223	в других	2	2
224	во власти	2	2
225	а именно	4	2
226	как же	1	2
227	в некоторых	4	2
228	на основании	1	2
229	а не	2	2
230	что все	4	2
231	нужно думать	1	2
232	можно утверждать	1	2
233	вместе с	22	2
234	относятся к	1	2
235	наряду с	4	2
236	европы в	1	2
237	совершенно очевидно	1	2
238	в стране	1	2
239	и таким	2	2
240	с большой	2	2
241	более поздние	1	2
242	происходит в	1	2
243	или в	6	2
244	и все	3	2
245	бы в	1	2
246	стороны в	1	2
247	и наконец	1	2
248	же в	2	2
249	в другой	3	2
250	мы видим	8	2
251	а в	3	2
252	другой стороны	8	2
253	жизни и	2	2
254	в северной	1	2
255	себя как	1	1
256	ту же	2	1
257	находятся на	1	1
258	также что	3	1
259	и т	20	1
260	например в	5	1
261	до него	4	1
262	мы здесь	4	1
263	в тех	1	1
264	и это	4	1
265	тех же	2	1
266	многих отношениях	1	1
267	но тем	1	1
268	изменениями в	2	1
269	или ее	1	1
270	той же	1	1
271	на тех	2	1
272	большую роль	1	1
273	это три	1	1
274	америке есть	1	1
275	время как	1	1
276	мы получаем	1	1
277	то это	3	1
278	не сразу	1	1
279	другим в	1	1
280	быть в	1	1
281	тот что	1	1
282	которых может	1	1
283	что его	3	1
284	то мы	1	1
285	видели что	2	1
286	значением и	1	1
287	мы же	1	1
288	в китае	1	1
289	по отношению	2	1
290	находящихся в	2	1
291	отличие от	1	1
292	к сожалению	1	1
293	относится к	1	1
294	в одной	1	1
295	тогда народ	1	1
296	дает нам	1	1
297	все остальные	1	1
298	все же	10	1
299	к тем	1	1
300	говорит об	1	1
301	его к	3	1
302	увидим что	1	1
303	та же	1	1
304	он в	1	1
305	нами в	1	1
306	и тот	1	1
307	культуры тех	1	1
308	упирается в	1	1
309	при этом	1	1
310	т д	18	1
311	в переводе	1	1
312	области и	1	1
313	состоит в	1	1
314	пределах одного	1	1
315	не как	4	1
316	средства которые	1	1
317	на этом	3	1
318	наконец его	1	1
319	мы устанавливаем	1	1
320	но все	5	1
321	сделать из	2	1
322	а затем	7	1
323	в нем	7	1
324	они должны	1	1
325	в глубине	1	1
326	ценности и	1	1
327	входит в	5	1
328	в жизни	1	1
329	в ином	3	1
330	о которых	2	1
331	она и	1	1
332	соответствии с	1	1
333	фигурирует в	2	1
334	у народа	1	1
335	здесь можно	2	1
336	напоминает собой	1	1
337	как таковой	1	1
338	народа и	1	1
339	их на	2	1
340	перед собой	1	1
341	к лесному	1	1
342	и процесс	1	1
343	то его	2	1
344	обнаруживают при	1	1
345	в отличие	1	1
346	что при	3	1
347	от себя	2	1
348	другую сторону	1	1
349	выше мы	2	1
350	при рассмотрении	1	1
351	на другую	1	1
352	море или	1	1
353	войти в	1	1
354	в современном	1	1
355	для этого	1	1
356	же может	1	1
357	и детьми	1	1
358	некоторых случаях	2	1
359	все эти	8	1
360	не менее	4	1
361	почти никогда	1	1
362	но они	1	1
363	что эта	1	1
364	что с	1	1
365	имеет свое	1	1
366	и другое	1	1
367	считает что	1	1
368	правда в	1	1
369	одна из	2	1
370	это мы	1	1
371	рассматривать как	1	1
372	быть речи	1	1
373	находятся в	1	1
374	в русском	1	1
375	что внутри	1	1
376	во всем	2	1
377	мире и	1	1
378	и его	9	1
379	связи с	8	1
380	в сознании	1	1
381	следует что	1	1
382	в основе	1	1
383	такие же	1	1
384	числе и	1	1
385	должны быть	1	1
386	не знающие	1	1
387	все еще	4	1
388	приходит к	1	1
389	и о	1	1
390	язык и	2	1
391	культур древности	1	1
392	то время	1	1
393	по степеням	1	1
394	на свой	1	1
395	и сам	2	1
396	что может	1	1
397	с собой	1	1
398	одного из	1	1
399	каждого из	1	1
400	об этом	2	1
401	и происходит	1	1
402	еще в	2	1
403	в австралии	6	1
404	и вообще	3	1
405	с ним	4	1
406	означает что	2	1
407	и вода	1	1
408	сводится к	1	1
409	силы и	1	1
410	в состав	1	1
411	азии и	1	1
412	на вопрос	1	1
413	или на	2	1
414	затем в	3	1
415	это изменение	1	1
416	в которую	2	1
417	это может	1	1
418	из себя	4	1
419	эти два	1	1
420	нем и	3	1
421	в ту	1	1
422	на острове	1	1
423	ее например	1	1
424	значит что	2	1
425	но так	2	1
426	один из	2	1
427	что наряду	1	1
428	тот же	1	1
429	связь и	1	1
430	всех этих	1	1
431	мы увидим	5	1
432	ли он	2	1
433	и внутри	1	1
434	что как	1	1
435	имеются не	1	1
436	они могут	1	1
437	или же	3	1
