N	3gram	Vinokur_St_3	Myshleni
1	в том что	11	19
2	с точки зрения	4	10
3	для того чтобы	1	8
4	с самого начала	2	7
5	к тому что	2	7
6	от того что	1	6
7	в то время	4	6
8	можно сказать что	1	6
9	то же самое	1	6
10	можно было бы	1	5
11	то время как	4	5
12	заключается в том	2	5
13	потому что он	2	4
14	в самом начале	1	4
15	на то что	3	4
16	как мы видели	1	4
17	и той же	1	3
18	до сих пор	2	3
19	в этом отношении	4	3
20	может быть выражено	1	3
21	одной и той	1	3
22	состоит в том	3	2
23	там где они	1	2
24	в этом смысле	4	2
25	в том же	1	2
26	в одной и	1	2
27	принять во внимание	1	2
28	независимо от того	2	2
29	с тем что	3	2
30	в значительной мере	1	2
31	вместе с тем	1	2
32	как раз в	1	2
33	его отношение к	1	2
34	в этой области	2	2
35	того что он	1	2
36	если принять во	1	2
37	то что он	1	2
38	с другой стороны	4	2
39	том смысле что	1	2
40	не только не	1	2
41	совершенно очевидно что	1	2
42	это не может	1	2
43	в связи с	3	2
44	в том смысле	2	2
45	не может быть	5	2
46	является как раз	1	1
47	а потому что	2	1
48	и в конце	1	1
49	то что я	2	1
50	что если бы	2	1
51	а не на	1	1
52	время как в	1	1
53	с первого взгляда	1	1
54	те отношения между	1	1
55	но так как	1	1
56	было бы подумать	1	1
57	вопрос что такое	1	1
58	на самом деле	1	1
59	именно то что	1	1
60	что мы имеем	2	1
61	этой области не	1	1
62	то что в	1	1
63	в собственном смысле	1	1
64	и все вместе	1	1
65	он не может	1	1
66	с этой точки	1	1
67	сказать что они	1	1
68	он с самого	1	1
69	тем что мы	1	1
70	одновременно и в	1	1
71	сам по себе	1	1
72	приводит к тому	1	1
73	не потому что	1	1
74	мы видели уже	1	1
75	сих пор мы	1	1
76	не только в	3	1
77	с одной стороны	2	1
78	была бы совершенно	1	1
79	и в этом	2	1
80	потому что в	1	1
81	понимать его в	1	1
82	является одним из	1	1
83	в этом направлении	1	1
84	вопрос о том	1	1
85	в этом и	1	1
86	точки зрения своей	1	1
87	на вопрос что	1	1
88	этой точки зрения	1	1
89	так что когда	1	1
90	было бы совершенно	2	1
91	в лучшем случае	1	1
92	только тогда когда	2	1
93	то обстоятельство что	5	1
94	что совершается в	1	1
95	он должен был	1	1
96	в свою очередь	1	1
97	не может не	1	1
98	связи с этим	1	1
99	в самом деле	1	1
100	в каждой из	1	1
101	той или иной	1	1
102	тогда когда мы	1	1
103	то что совершается	1	1
104	в другом случае	1	1
105	ответ на вопрос	1	1
106	тем не менее	2	1
107	в конце концов	3	1
108	и в другом	1	1
