N	2gram	Propp_Russ_1	Myshleni
1	точки зрения	3	26
2	таким образом	6	26
3	в том	17	24
4	и в	36	23
5	том что	19	21
6	в целом	2	20
7	с точки	3	18
8	в этом	12	17
9	то что	6	17
10	не только	22	16
11	так же	3	16
12	того что	4	15
13	как и	10	14
14	может быть	8	14
15	но и	16	14
16	в его	2	14
17	что в	19	14
18	в развитии	1	12
19	не может	4	12
20	представляет собой	4	11
21	сказать что	1	11
22	как бы	5	11
23	и с	2	9
24	между тем	7	9
25	в качестве	3	9
26	вместе с	10	9
27	и не	6	9
28	не является	1	9
29	то же	3	8
30	нас к	2	8
31	в основе	1	8
32	и на	10	8
33	мы не	6	7
34	вопрос о	1	7
35	по отношению	1	7
36	как уже	4	7
37	в этой	1	7
38	с тем	8	7
39	в то	1	7
40	и ее	1	7
41	так как	15	7
42	что он	1	7
43	отношению к	1	7
44	же как	1	6
45	все это	6	6
46	к слову	2	6
47	независимо от	2	6
48	с этим	2	6
49	в себе	1	6
50	в силу	2	6
51	и тем	1	6
52	и его	1	6
53	о том	8	6
54	связь между	2	6
55	только в	4	6
56	мы можем	2	6
57	тем что	4	6
58	от того	1	6
59	потому что	10	6
60	собственном смысле	1	5
61	между собой	2	5
62	в собственном	1	5
63	перед нами	1	5
64	и как	2	5
65	но в	2	5
66	то время	1	5
67	на то	1	5
68	он не	1	5
69	и более	2	5
70	а затем	1	5
71	на основании	1	5
72	представить себе	1	5
73	если бы	1	5
74	для этого	2	5
75	тому что	4	5
76	значение слова	1	5
77	как мы	10	5
78	и что	4	5
79	можно сказать	1	5
80	так и	7	5
81	что для	1	5
82	что мы	1	5
83	думается что	1	5
84	и все	1	5
85	мы должны	2	5
86	в какой	2	5
87	в своих	2	5
88	которую мы	1	4
89	в чем	1	4
90	с его	1	4
91	но не	2	4
92	как в	5	4
93	от до	1	4
94	целый ряд	1	4
95	и к	3	4
96	все эти	2	4
97	к выводу	2	4
98	что она	2	4
99	при этом	6	4
100	их в	3	4
101	что все	1	4
102	было бы	1	4
103	ни в	1	4
104	не столько	1	4
105	но вместе	1	4
106	этом отношении	1	4
107	с другом	1	4
108	к тому	4	4
109	для себя	1	4
110	приводит к	3	4
111	по мере	1	4
112	выводу что	2	4
113	во всей	1	4
114	в настоящей	1	4
115	в свете	2	4
116	мы видим	2	4
117	в одном	3	4
118	ее на	1	4
119	а с	4	4
120	по существу	4	4
121	друг с	1	4
122	этого слова	3	4
123	в свою	3	4
124	к этому	4	4
125	как на	1	4
126	самом деле	1	3
127	как известно	2	3
128	форм мышления	1	3
129	с таким	1	3
130	приходит к	1	3
131	полагает что	6	3
132	из которых	1	3
133	в их	4	3
134	ответ на	1	3
135	в общем	1	3
136	что они	7	3
137	которые не	3	3
138	что именно	2	3
139	в своем	3	3
140	все же	5	3
141	в которой	1	3
142	что это	3	3
143	из этих	4	3
144	как он	2	3
145	том чтобы	1	3
146	на все	2	3
147	и мы	1	3
148	показывает что	5	3
149	на две	1	3
150	такой же	2	3
151	в которых	5	3
152	должны были	2	3
153	она не	2	3
154	тогда когда	1	3
155	в самых	1	3
156	не могло	1	3
157	ничего не	3	3
158	в области	3	3
159	могут быть	2	3
160	и это	1	3
161	свою очередь	2	3
162	можно было	1	3
163	об этом	9	3
164	и который	1	3
165	и следовательно	1	3
166	показывают что	2	3
167	обе эти	1	3
168	этот вопрос	2	3
169	между и	1	3
170	который в	1	3
171	связи с	4	3
172	уже в	1	3
173	то и	1	3
174	и других	7	3
175	обратиться к	1	3
176	всяком случае	1	3
177	на этот	3	3
178	во всех	4	3
179	а не	2	3
180	настоящей работы	1	3
181	из основных	1	3
182	только для	2	3
183	если не	1	3
184	тем и	2	3
185	останавливаться на	2	3
186	значение в	1	3
187	во всяком	1	3
188	к вопросу	2	2
189	тех же	1	2
190	но тем	2	2
191	и должны	1	2
192	показать что	1	2
193	непосредственно не	1	2
194	между двумя	2	2
195	и до	2	2
196	что эти	1	2
197	что между	1	2
198	что если	1	2
199	рассматривается как	1	2
200	зависимости от	1	2
201	только тогда	1	2
202	который мы	1	2
203	себе и	1	2
204	работа в	2	2
205	иначе чем	1	2
206	тех случаях	1	2
207	хотя и	2	2
208	когда он	2	2
209	и наконец	1	2
210	формами мышления	1	2
211	от этого	1	2
212	не связаны	1	2
213	в первом	1	2
214	в нашем	2	2
215	и те	3	2
216	главным образом	2	2
217	все другие	1	2
218	всех этих	2	2
219	он должен	1	2
220	не к	1	2
221	настоящей работе	1	2
222	на этом	3	2
223	объяснения и	1	2
224	но все	3	2
225	том же	2	2
226	к другу	2	2
227	из всех	1	2
228	ближе к	1	2
229	который по	1	2
230	повод для	1	2
231	в них	6	2
232	несмотря на	3	2
233	мы видели	1	2
234	в один	2	2
235	в этих	3	2
236	и при	1	2
237	представление о	3	2
238	одном из	1	2
239	точку зрения	1	2
240	и эти	1	2
241	не могли	1	2
242	что этот	4	2
243	которые она	1	2
244	не имеет	6	2
245	дело в	1	2
246	того как	5	2
247	к этим	1	2
248	к изучению	1	2
249	говорить о	1	2
250	составные элементы	1	2
251	слова как	1	2
252	начиная с	3	2
253	и другим	2	2
254	его значение	1	2
255	к пониманию	1	2
256	для дальнейшего	1	2
257	представляют собой	7	2
258	значения и	2	2
259	данном случае	1	2
260	что у	2	2
261	с собой	4	2
262	не с	3	2
263	каждого из	1	2
264	две части	1	2
265	вот почему	1	2
266	в раннем	1	2
267	и поэтому	2	2
268	от них	3	2
269	тем значение	1	2
270	наконец в	1	2
271	один из	8	2
272	содержится в	1	2
273	в двух	1	2
274	нуждается в	1	2
275	уже не	6	2
276	в виде	6	2
277	в равной	2	2
278	одно из	5	2
279	заметить что	1	2
280	с той	1	2
281	по всей	1	2
282	те кто	1	2
283	связано с	1	2
284	и пр	2	2
285	которых мы	1	2
286	на которых	1	2
287	воздействовать на	2	2
288	в изучении	2	2
289	под влиянием	1	2
290	в частности	2	2
291	и потому	2	2
292	как это	8	2
293	его на	1	2
294	о чем	3	2
295	в данном	1	2
296	целом ряде	1	2
297	в течение	5	2
298	формы мышления	1	2
299	там где	2	2
300	значение как	1	2
301	на которой	1	2
302	о котором	1	2
303	также не	1	2
304	а в	9	2
305	между ними	1	2
306	с ней	2	2
307	приводит нас	2	2
308	чтобы с	1	2
309	жизни и	1	2
310	можно назвать	1	2
311	ни странно	1	1
312	ту же	1	1
313	и развитие	1	1
314	и т	10	1
315	например в	2	1
316	только разницей	1	1
317	на самом	2	1
318	значении этого	1	1
319	переход от	2	1
320	по которым	1	1
321	или по	1	1
322	не имеют	1	1
323	в доме	2	1
324	чем именно	1	1
325	по его	1	1
326	с в	4	1
327	мы уже	1	1
328	изложения и	1	1
329	время от	1	1
330	к новой	1	1
331	не вполне	1	1
332	жизни как	1	1
333	но даже	2	1
334	животном мире	1	1
335	в виду	1	1
336	же что	1	1
337	в ней	2	1
338	настоящая работа	1	1
339	которую можно	1	1
340	в отличие	1	1
341	еще не	4	1
342	той только	1	1
343	на них	1	1
344	и многие	2	1
345	в различных	2	1
346	друг к	2	1
347	представляющее собой	1	1
348	обстояло дело	2	1
349	оно в	1	1
350	очевидно что	1	1
351	отличие от	1	1
352	не просто	2	1
353	мы сейчас	1	1
354	в истории	1	1
355	что во	1	1
356	оторванное от	1	1
357	это ни	1	1
358	кроме того	1	1
359	его к	2	1
360	та же	2	1
361	не оставляет	1	1
362	однако как	2	1
363	наблюдаем в	1	1
364	в нем	2	1
365	т д	9	1
366	потребности в	1	1
367	чем у	2	1
368	его от	2	1
369	как они	2	1
370	связанные с	3	1
371	разница между	2	1
372	на этой	2	1
373	и менее	1	1
374	они состоят	1	1
375	уже знаем	1	1
376	в жизни	2	1
377	прочим в	1	1
378	этом мы	1	1
379	но мы	1	1
380	которой он	1	1
381	теоретических построений	1	1
382	во время	14	1
383	но если	1	1
384	на других	3	1
385	при изучении	5	1
386	таким же	3	1
387	указывает и	1	1
388	и без	1	1
389	просто в	1	1
390	собой акт	1	1
391	этому же	2	1
392	вторая часть	1	1
393	на каждом	3	1
394	от времени	1	1
395	что до	1	1
396	что я	1	1
397	в основном	3	1
398	в животном	1	1
399	из центральных	1	1
400	но эта	1	1
401	которые в	1	1
402	свет на	1	1
403	ее для	1	1
404	что было	1	1
