N	3gram	Vygotskiy__6	Mirosoze
1	не может быть	2	8
2	друг к другу	3	5
3	для того чтобы	8	4
4	его отношение к	2	4
5	что и в	1	4
6	что иное как	1	3
7	же как и	1	3
8	до сих пор	3	3
9	к тому что	7	3
10	так же как	6	3
11	от того что	6	3
12	она никогда не	1	3
13	и в этом	1	3
14	есть не что	1	3
15	не что иное	1	3
16	и той же	3	2
17	это означает что	2	2
18	подобно тому как	1	2
19	потому что он	4	2
20	все равно что	1	2
21	не может уже	1	2
22	одной и той	3	2
23	по отношению к	10	2
24	как и в	1	2
25	после того как	1	2
26	в том что	19	2
27	том что в	1	1
28	в тот момент	1	1
29	мы видим в	2	1
30	он сам не	1	1
31	потому что в	1	1
32	вопрос о природе	1	1
33	оно не может	2	1
34	того как в	1	1
35	только тогда когда	1	1
36	по своему значению	1	1
37	с точки зрения	10	1
38	не могли быть	1	1
39	на высшую ступень	2	1
40	он сам по	1	1
41	как и все	1	1
42	сам по себе	1	1
43	того что есть	1	1
44	что он не	1	1
45	то в чем	5	1
46	он не способен	1	1
47	в этом отношении	3	1
48	которая развилась в	1	1
49	на то что	4	1
50	есть и в	1	1
51	привести и к	1	1
52	с другим и	1	1
53	он никогда не	1	1
54	и тогда когда	1	1
55	не потому что	1	1
56	никогда не мог	1	1
57	образу и подобию	1	1
58	он доходит до	1	1
59	смысле этого слова	1	1
60	по сравнению с	14	1
61	во втором случае	2	1
62	на той или	1	1
63	для этого нужно	1	1
64	в этом направлении	1	1
65	ни в какие	1	1
66	но так как	1	1
67	хотя и в	2	1
68	нас в этом	1	1
69	по образу и	1	1
70	к другу как	2	1
71	но он не	1	1
72	и он сам	1	1
73	не может существовать	2	1
74	той или иной	1	1
75	это приводит нас	1	1
76	друг друга а	1	1
77	на самом деле	1	1
78	в конце концов	1	1
79	именно потому что	2	1
80	в них есть	1	1
