N	3gram	Losev_Prob_4	Psycholo
1	на то что	1	12
2	в том что	8	11
3	с точки зрения	11	9
4	то же самое	6	8
5	для того чтобы	2	8
6	заключается в том	2	6
7	с самого начала	1	6
8	до сих пор	1	5
9	и т п	1	5
10	совершенно ясно что	1	5
11	с одной стороны	1	5
12	с другой стороны	6	5
13	и т д	3	4
14	и то что	1	3
15	о том что	3	3
16	то и другое	3	3
17	о том как	1	2
18	должны были бы	1	2
19	стрекоза и муравей	1	2
20	в какой мере	4	2
21	заключается не в	1	2
22	на самом деле	3	2
23	в таком виде	1	2
24	только в том	3	2
25	только то что	1	2
26	то что в	1	2
27	вместе с тем	3	2
28	не то что	1	2
29	одно и то	1	2
30	то время как	2	2
31	в данном случае	5	2
32	и как бы	1	2
33	не в том	1	2
34	во всяком случае	4	2
35	мы все время	2	2
36	в то время	2	2
37	и вместе с	1	2
38	в свою очередь	1	2
39	к тому что	1	2
40	в том смысле	2	2
41	были бы не	1	1
42	и для всякой	1	1
43	ни о каких	2	1
44	в том виде	2	1
45	но все же	1	1
46	потому что он	2	1
47	какой мере не	4	1
48	чем то что	1	1
49	это было бы	1	1
50	более или менее	2	1
51	имеем в виду	3	1
52	и может быть	1	1
53	но это только	1	1
54	и если мы	1	1
55	никак не может	1	1
56	нам кажется что	1	1
57	того или иного	3	1
58	по своему значению	1	1
59	одной стороны это	1	1
60	в мировой литературе	1	1
61	в зависимости от	3	1
62	что он не	1	1
63	что не только	1	1
64	дело вовсе не	1	1
65	обратить внимание на	1	1
66	несмотря на свою	1	1
67	можно было бы	4	1
68	это вовсе не	1	1
69	ни в какой	4	1
70	не имеем в	1	1
71	в основе своей	1	1
72	том смысле как	1	1
73	с этой точки	1	1
74	не могли бы	1	1
75	конечно не в	1	1
76	в одном и	1	1
77	что едва ли	1	1
78	здесь нет и	1	1
79	здесь мы имеем	2	1
80	не в той	3	1
81	имеет ли в	1	1
82	ли в виду	1	1
83	дело не в	2	1
84	мы говорили выше	1	1
85	в отвлеченном виде	1	1
86	том что они	1	1
87	но если бы	2	1
88	бросается в глаза	1	1
89	этой точки зрения	1	1
90	что то же	1	1
91	а в том	1	1
92	и все другие	1	1
93	здесь не только	1	1
94	по сравнению с	1	1
95	том смысле что	1	1
96	в том чтобы	2	1
97	для нас и	1	1
98	несмотря на свой	1	1
99	точки зрения тех	1	1
100	если бы мы	1	1
101	как это мы	1	1
102	не только не	4	1
103	то есть существуют	1	1
104	каждой из них	2	1
105	что здесь мы	1	1
106	которая казалось бы	1	1
107	на действительность и	1	1
108	по этому поводу	1	1
109	так что в	1	1
110	потому что она	2	1
111	в предисловии к	1	1
112	вовсе не является	2	1
113	казалось бы если	1	1
114	он никак не	1	1
115	к тому же	2	1
116	однако вовсе не	1	1
