N	3gram	Tiupa_Disk_2	Formalny
1	с точки зрения	2	14
2	не может быть	3	14
3	в то же	4	7
4	то же время	5	7
5	во всяком случае	1	6
6	с другой стороны	1	5
7	в самом деле	1	4
8	подобно тому как	2	4
9	и не может	2	4
10	в данном случае	6	4
11	бы то ни	1	4
12	то ни было	1	4
13	в большинстве случаев	1	4
14	по отношению к	4	3
15	в этом отношении	4	3
16	в том что	6	3
17	как и всякое	2	2
18	равно как и	1	2
19	и в то	1	2
20	до известной степени	1	2
21	в отличие от	12	2
22	для данного высказывания	1	2
23	только то что	1	2
24	дело в том	2	2
25	так и в	3	2
26	в пределах одной	1	2
27	тем не менее	1	2
28	в пределах одного	1	2
29	и того же	2	1
30	одних и тех	1	1
31	другой стороны в	1	1
32	и столь же	1	1
33	говорит об этом	1	1
34	того что является	1	1
35	чего бы то	1	1
36	в этом случае	2	1
37	так и его	1	1
38	что же касается	2	1
39	можно утверждать что	1	1
40	себя в нем	1	1
41	но не менее	1	1
42	но в данном	2	1
43	не совпадает с	1	1
44	тому как в	1	1
45	друг на друга	1	1
46	но для этого	1	1
47	при этом не	1	1
48	но и здесь	1	1
49	в той мере	1	1
50	одна из них	1	1
51	внешнее и внутреннее	1	1
52	именно в этом	1	1
53	в предыдущей главе	1	1
54	и тех же	1	1
55	художественного произведения как	1	1
56	в это время	1	1
57	в своем творчестве	1	1
58	в значительной степени	1	1
59	события но и	1	1
60	из виду что	1	1
61	с одной стороны	4	1
62	можно говорить о	1	1
63	но при этом	2	1
64	так и с	1	1
65	в том чего	1	1
66	в такой же	1	1
67	не в том	1	1
68	а не как	1	1
69	ориентации человека в	1	1
70	мере в какой	1	1
71	и той же	1	1
72	все то что	1	1
73	между тем как	1	1
74	о том что	3	1
75	того или иного	1	1
76	и все же	3	1
77	с той или	1	1
78	с самого начала	1	1
79	в этом заключается	1	1
80	той или иной	3	1
81	героя в этом	1	1
82	и в пределе	1	1
83	можно сказать что	1	1
84	между жизнью и	2	1
85	одного и того	2	1
86	никак не могут	1	1
87	не сводится к	2	1
88	а часто и	1	1
89	в том числе	1	1
90	одной и той	1	1
91	место в творчестве	1	1
92	так сказать от	1	1
93	друг друга и	1	1
94	той мере в	1	1
95	как и в	5	1
96	том числе и	1	1
97	автора с читателем	1	1
