N	2gram	Propp_Russ_2	StatiiOP
1	в и	3	130
2	и в	29	44
3	в том	22	36
4	и т	5	30
5	что в	22	30
6	том что	22	29
7	в этом	11	21
8	т д	5	21
9	не только	10	18
10	то что	5	18
11	было бы	3	17
12	о том	9	17
13	а в	9	17
14	а не	4	16
15	и не	1	16
16	может быть	13	15
17	т е	24	15
18	в данном	6	14
19	как в	7	13
20	можно было	2	13
21	не в	4	12
22	в этой	3	11
23	того чтобы	6	11
24	у нас	4	11
25	но в	5	10
26	для того	6	10
27	что он	1	10
28	только в	1	10
29	но и	8	10
30	как и	11	9
31	в то	2	9
32	так и	1	9
33	если бы	1	9
34	того что	3	9
35	в его	1	9
36	с другой	2	9
37	например в	1	8
38	во всех	3	8
39	все же	2	8
40	это не	5	8
41	из них	4	8
42	и его	1	8
43	не может	5	8
44	что они	1	7
45	в самом	1	7
46	в статье	1	7
47	так например	1	7
48	таким образом	6	7
49	другой стороны	1	7
50	для нас	6	7
51	этом отношении	1	7
52	прежде всего	2	7
53	нас нет	1	7
54	сказать что	1	7
55	на самом	2	6
56	из этих	2	6
57	в своей	2	6
58	потому что	5	6
59	данном случае	7	6
60	что и	2	6
61	всяком случае	1	6
62	так что	4	6
63	для него	1	6
64	именно в	4	6
65	дело в	1	6
66	но это	1	6
67	во всяком	1	6
68	вряд ли	2	5
69	и то	2	5
70	то же	4	5
71	все эти	3	5
72	в нем	1	5
73	и по	3	5
74	г в	1	5
75	такой же	1	5
76	в котором	3	5
77	в которых	4	5
78	не менее	2	5
79	никогда не	2	5
80	могут быть	2	5
81	так как	13	5
82	тем что	3	5
83	и даже	1	5
84	там где	2	5
85	xix в	3	5
86	все это	10	5
87	совершенно не	2	5
88	так же	4	5
89	как это	4	4
90	это и	2	4
91	в которой	2	4
92	вопрос о	4	4
93	что это	3	4
94	на то	1	4
95	что она	3	4
96	но все	1	4
97	но если	3	4
98	том как	1	4
99	представление о	5	4
100	и очень	1	4
101	дело не	2	4
102	не имеет	3	4
103	как будто	1	4
104	в ее	3	4
105	что у	1	4
106	и что	5	4
107	этот вопрос	2	4
108	в качестве	3	4
109	же и	1	4
110	как раз	1	4
111	не было	2	4
112	даже не	1	4
113	на эту	2	4
114	должна была	5	4
115	как бы	18	4
116	тем более	1	4
117	того или	1	4
118	это в	2	4
119	же как	4	3
120	и за	1	3
121	то это	1	3
122	в ней	1	3
123	еще не	6	3
124	он был	1	3
125	своего рода	1	3
126	но не	5	3
127	не все	4	3
128	ответ на	1	3
129	к сожалению	1	3
130	с этим	2	3
131	так называемая	1	3
132	что касается	1	3
133	не являются	1	3
134	что так	1	3
135	во многих	9	3
136	связанные с	2	3
137	в другом	1	3
138	и с	10	3
139	чем в	2	3
140	о которой	1	3
141	в г	2	3
142	во время	12	3
143	в конце	1	3
144	а на	9	3
145	себе целью	1	3
146	в основе	1	3
147	п в	12	3
148	в применении	1	3
149	должен быть	2	3
150	об этом	2	3
151	и вообще	1	3
152	между тем	3	3
153	но с	1	3
154	в двух	1	3
155	в какой	1	3
156	и так	1	3
157	по этому	2	3
158	с одной	2	3
159	если это	1	3
160	вопроса о	1	3
161	в виде	4	3
162	ни с	1	3
163	ставит себе	1	3
164	возможно что	1	3
165	без всякой	1	3
166	а именно	3	3
167	а с	2	3
168	что для	3	3
169	говорит о	2	3
170	применении к	1	3
171	в тех	1	3
172	с этой	2	3
173	видно что	2	3
174	не является	1	3
175	и для	2	3
176	будто бы	5	3
177	в таком	4	3
178	ничего общего	1	3
179	е как	1	2
180	по его	1	2
181	а как	1	2
182	мы имеем	6	2
183	мы не	6	2
184	не была	1	2
185	или же	5	2
186	время как	1	2
187	совпадает с	1	2
188	из того	1	2
189	как правило	1	2
190	совсем не	2	2
191	отношение к	1	2
192	иногда и	2	2
193	большое значение	1	2
194	в своем	1	2
195	есть в	2	2
196	смысле этого	1	2
197	к числу	2	2
198	от этого	1	2
199	но он	3	2
200	но на	1	2
201	не могла	1	2
202	вообще не	1	2
203	при этом	6	2
204	всех этих	1	2
205	он должен	1	2
206	и более	1	2
207	что все	1	2
208	при помощи	1	2
209	в данной	1	2
210	его в	8	2
211	первую очередь	1	2
212	должен был	3	2
213	не всегда	3	2
214	в москве	1	2
215	в первую	1	2
216	можно найти	1	2
217	в такой	1	2
218	которые в	1	2
219	их в	4	2
220	а иногда	2	2
221	как можно	2	2
222	что эта	1	2
223	она не	3	2
224	что с	2	2
225	как о	1	2
226	на него	1	2
227	говорить о	1	2
228	случае не	1	2
229	вытекает из	1	2
230	не имели	2	2
231	ничего не	1	2
232	тем не	2	2
233	только с	1	2
234	что на	2	2
235	начиная с	2	2
236	и такие	1	2
237	что при	2	2
238	о них	2	2
239	и это	1	2
240	без всякого	1	2
241	то время	2	2
242	и иные	1	2
243	нужно было	1	2
244	что от	3	2
245	для этого	5	2
246	а также	4	2
247	другом месте	1	2
248	может не	1	2
249	должно было	3	2
250	и все	4	2
251	все в	2	2
252	этому поводу	2	2
253	и во	1	2
254	не надо	1	2
255	также в	2	2
256	более что	1	2
257	к нему	4	2
258	что здесь	3	2
259	быть и	1	2
260	на которой	1	2
261	по своей	1	2
262	из которого	1	2
263	уже в	1	2
264	если в	1	2
265	как более	1	2
266	который как	1	2
267	одно из	2	2
268	могло бы	1	2
269	в других	15	2
270	превращается в	1	2
271	одной стороны	2	2
272	нет никаких	2	2
273	на который	1	2
274	и потому	1	2
275	в иных	1	2
276	многих случаях	2	2
277	по существу	4	2
278	этого слова	1	2
279	этом случае	6	2
280	и тогда	1	2
281	ли в	1	2
282	в этих	3	2
283	е в	10	2
284	что этот	1	2
285	несмотря на	1	2
286	мнению в	1	2
287	в своих	2	2
288	а между	1	1
289	можно говорить	1	1
290	советское время	3	1
291	многих отношениях	1	1
292	и есть	1	1
293	и всем	2	1
294	здесь и	1	1
295	на две	2	1
296	что эти	1	1
297	объясняется и	1	1
298	полагает что	2	1
299	очень широко	1	1
300	этом не	1	1
301	так чтобы	2	1
302	один пример	1	1
303	ясными и	1	1
304	г к	1	1
305	это время	2	1
306	на нем	1	1
307	и на	6	1
308	на них	4	1
309	между собой	2	1
310	лошади в	1	1
311	оно совершенно	1	1
312	должны были	2	1
313	очевидно что	2	1
314	нет и	1	1
315	и таким	1	1
316	во что	1	1
317	это самое	1	1
318	поле где	2	1
319	в одной	1	1
320	показать что	1	1
321	стороны и	1	1
322	в одних	1	1
323	перед нами	1	1
324	кроме того	2	1
325	хотя и	1	1
326	что по	4	1
327	очевидно в	1	1
328	еще на	1	1
329	он в	1	1
330	или во	1	1
331	не оставляет	1	1
332	так в	2	1
333	право на	2	1
334	и до	1	1
335	как он	1	1
336	если он	2	1
337	е из	1	1
338	случае она	1	1
339	нужно не	1	1
