N	3gram	Tiupa_Hudo_1	FransuaR
1	в то же	8	6
2	то же время	8	6
3	с точки зрения	3	5
4	жизни и смерти	3	5
5	мы уже говорили	1	5
6	не только в	2	5
7	до сих пор	2	4
8	не может быть	2	4
9	в этом отношении	3	3
10	но в то	3	3
11	с одной стороны	1	3
12	в свое время	1	3
13	о том что	9	3
14	сих пор еще	1	2
15	в себе и	1	2
16	видит в нем	1	2
17	в значительной степени	2	2
18	содержит в себе	1	2
19	и в то	1	2
20	во всяком случае	1	2
21	но все же	1	2
22	только потому что	2	1
23	даже как бы	1	1
24	прежде всего на	1	1
25	прежде всего в	1	1
26	по отношению к	8	1
27	что для него	1	1
28	одной стороны и	1	1
29	и там где	1	1
30	в одной из	1	1
31	до известной степени	1	1
32	и та же	1	1
33	в первую очередь	2	1
34	лицо его было	1	1
35	на самом же	1	1
36	для него уже	1	1
37	прежде всего о	1	1
38	и когда все	1	1
39	именно в этом	1	1
40	для своего времени	2	1
41	уже говорили о	1	1
42	же время это	1	1
43	в первый раз	1	1
44	это прежде всего	2	1
45	в конце концов	1	1
46	вокруг себя атмосферу	1	1
47	так и в	1	1
48	друг с другом	1	1
49	о своей жизни	1	1
50	не только от	1	1
51	одна и та	1	1
52	самом деле в	2	1
53	не претендуя на	1	1
54	того или иного	2	1
55	на самом деле	1	1
56	не только не	1	1
57	не только на	1	1
58	самом же деле	1	1
59	на то что	2	1
60	во второй половине	2	1
61	можно не только	1	1
62	в том что	6	1
63	как и в	3	1
